Date,gage_id,SWE_cm_mean,dayl_s,prcp_mm_day,srad_W_m2,tmax_C,tmin_C,vp_Pa,tmean_C,site_no,flow_cms
1980-01-28,10128500,22.35,35130.73,11.11,234.56,-5.71,-15.4,184.43,-10.555,10128500,1.0760384
1980-01-29,10128500,23.62,35250.57,20.65,260.66,-5.44,-16.34,170.51,-10.89,10128500,1.0477216
1980-01-30,10128500,24.64,35372.49,0.0,472.16,-2.37,-24.16,86.49,-13.265,10128500,0.991088
1980-01-31,10128500,25.4,35496.45,0.0,472.83,-1.5,-22.63,99.21,-12.065,10128500,1.0477216
1980-02-01,10128500,26.919999999999998,35622.37,0.0,464.48,3.38,-16.32,170.81,-6.470000000000001,10128500,1.132672
1980-02-02,10128500,26.919999999999998,35750.21,0.0,438.32,3.88,-12.43,235.28,-4.275,10128500,1.1893056
1980-02-03,10128500,26.919999999999998,35879.9,0.0,427.97,6.32,-9.32,301.61,-1.5,10128500,1.1893056
1980-02-04,10128500,26.919999999999998,36011.39,0.0,376.14,3.52,-8.6,319.25,-2.54,10128500,1.1893056
1980-02-05,10128500,26.919999999999998,36144.63,0.0,480.65,5.01,-15.35,185.29,-5.17,10128500,1.1609888
1980-02-06,10128500,26.919999999999998,36279.56,11.17,262.48,0.59,-10.5,274.8,-4.955,10128500,1.132672
1980-02-07,10128500,26.919999999999998,36416.13,0.0,216.21,-3.44,-9.61,294.91,-6.525,10128500,1.1043552
1980-02-08,10128500,26.919999999999998,36554.28,0.0,474.89,-4.48,-22.38,101.35,-13.43,10128500,1.0477216
1980-02-09,10128500,26.919999999999998,36693.96,0.0,508.55,-0.76,-22.62,99.27,-11.69,10128500,1.0760384
1980-02-10,10128500,27.18,36835.11,0.0,520.36,1.91,-21.98,105.03,-10.035,10128500,1.1043552
1980-02-11,10128500,27.689999999999998,36977.69,0.0,498.51,3.53,-16.87,163.14,-6.670000000000001,10128500,1.132672
1980-02-12,10128500,27.689999999999998,37121.65,0.0,502.15,3.14,-17.88,149.78,-7.369999999999999,10128500,1.132672
1980-02-13,10128500,27.939999999999998,37266.94,0.0,403.12,2.46,-11.35,256.76,-4.445,10128500,1.132672
1980-02-14,10128500,27.939999999999998,37413.5,14.76,185.35,2.72,-5.03,420.23,-1.155,10128500,1.1609888
1980-02-15,10128500,27.939999999999998,37561.3,9.75,192.22,3.3,-4.61,433.96,-0.6550000000000002,10128500,1.1893056
1980-02-16,10128500,28.7,37710.28,7.59,266.21,4.78,-6.6,372.73,-0.9099999999999996,10128500,1.2176224
1980-02-17,10128500,29.459999999999997,37860.39,11.45,232.98,3.4,-6.12,386.89,-1.36,10128500,1.2459392
1980-02-18,10128500,29.970000000000002,38011.6,32.88,135.53,2.28,-2.92,492.56,-0.32,10128500,1.3875232
1980-02-19,10128500,32.51,38163.86,10.09,195.73,2.57,-4.89,424.74,-1.16,10128500,1.3875232
1980-02-20,10128500,33.53,38317.12,9.44,141.73,0.1,-5.01,420.8,-2.455,10128500,1.3875232
1980-02-21,10128500,34.8,38471.35,21.47,298.64,0.29,-11.07,262.65,-5.390000000000001,10128500,1.3025728
1980-02-22,10128500,35.56,38626.49,11.14,217.46,0.14,-7.43,349.68,-3.645,10128500,1.3308896
1980-02-23,10128500,36.07,38782.52,7.39,271.0,-0.91,-10.36,277.9,-5.635,10128500,1.3025728
1980-02-24,10128500,37.59,38939.39,0.0,553.6,0.37,-18.01,148.2,-8.82,10128500,1.3025728
1980-02-25,10128500,37.59,39097.06,0.0,583.41,4.57,-16.96,161.96,-6.195,10128500,1.4724736
1980-02-26,10128500,38.1,39255.49,0.0,588.33,8.31,-14.16,204.41,-2.925,10128500,1.4724736
1980-02-27,10128500,39.37,39414.65,0.0,555.38,11.37,-7.93,336.25,1.7199999999999998,10128500,1.3025728
1980-02-28,10128500,39.37,39574.5,0.0,465.65,7.2,-6.55,374.09,0.3250000000000002,10128500,1.2459392
1980-02-29,10128500,39.37,39735.0,0.0,244.07,-0.68,-6.81,366.68,-3.745,10128500,1.2459392
1980-03-01,10128500,39.37,39896.12,0.0,572.07,2.47,-15.81,178.36,-6.67,10128500,1.2176224
1980-03-02,10128500,39.37,40057.83,0.0,468.89,1.53,-10.97,264.59,-4.720000000000001,10128500,1.1893056
1980-03-03,10128500,39.37,40220.08,13.16,162.68,0.3,-4.79,427.9,-2.245,10128500,1.2459392
1980-03-04,10128500,39.37,40382.86,4.99,157.43,-0.94,-5.67,400.2,-3.305,10128500,1.3025728
1980-03-05,10128500,40.39,40546.12,11.27,361.49,2.02,-10.21,281.1,-4.095000000000001,10128500,1.2176224
1980-03-06,10128500,42.16,40709.83,0.0,476.63,0.02,-11.37,256.38,-5.675,10128500,1.2459392
1980-03-07,10128500,43.18,40873.96,0.0,504.95,-1.11,-13.31,219.15,-7.21,10128500,1.1893056
1980-03-08,10128500,43.18,41038.49,0.0,479.15,-1.61,-12.94,225.78,-7.274999999999999,10128500,1.1893056
1980-03-09,10128500,43.18,41203.38,0.0,568.38,-0.78,-15.37,184.9,-8.075,10128500,1.1893056
1980-03-10,10128500,43.18,41368.6,0.0,632.34,3.45,-14.77,194.41,-5.66,10128500,1.1893056
1980-03-11,10128500,43.43,41534.12,6.84,451.03,3.24,-12.95,225.69,-4.855,10128500,1.1893056
1980-03-12,10128500,44.7,41699.92,8.3,339.02,-2.99,-12.63,231.5,-7.81,10128500,1.1609888
1980-03-13,10128500,44.7,41865.96,0.0,681.2,2.94,-18.75,139.08,-7.905,10128500,1.1609888
1980-03-14,10128500,44.7,42032.22,0.0,504.25,5.17,-5.75,397.95,-0.29,10128500,1.3308896
1980-03-15,10128500,44.7,42198.67,6.65,281.27,2.64,-4.94,423.24,-1.15,10128500,1.2459392
1980-03-16,10128500,45.72,42365.28,3.82,480.2,-4.41,-21.33,111.18,-12.87,10128500,1.1893056
1980-03-17,10128500,45.72,42532.03,0.0,693.42,2.43,-19.15,134.39,-8.36,10128500,1.1609888
1980-03-18,10128500,45.72,42698.88,0.0,585.52,2.95,-10.92,265.78,-3.985,10128500,1.3308896
1980-03-19,10128500,45.72,42865.82,0.0,582.19,0.8,-13.0,224.69,-6.1,10128500,1.2176224
1980-03-20,10128500,45.72,43032.8,0.0,665.57,3.2,-15.36,185.15,-6.08,10128500,1.2176224
1980-03-21,10128500,46.48,43199.82,0.0,343.38,0.01,-7.21,355.61,-3.6,10128500,1.2459392
1980-03-22,10128500,46.48,43366.83,0.0,608.14,-0.28,-15.2,187.53,-7.739999999999999,10128500,1.2176224
1980-03-23,10128500,46.48,43533.82,0.0,663.59,0.62,-17.47,155.03,-8.424999999999999,10128500,1.2176224
1980-03-24,10128500,46.48,43700.75,0.0,655.86,1.31,-16.45,169.05,-7.569999999999999,10128500,1.3025728
1980-03-25,10128500,49.02,43867.61,0.0,561.9,-1.97,-15.08,189.4,-8.525,10128500,1.3025728
1980-03-26,10128500,49.02,44034.35,6.7,500.61,-1.25,-19.43,131.16,-10.34,10128500,1.1893056
1980-03-27,10128500,49.02,44200.96,0.0,571.85,-2.01,-14.92,191.9,-8.465,10128500,1.2459392
1980-03-28,10128500,49.02,44367.41,0.0,585.35,-1.37,-14.44,199.73,-7.904999999999999,10128500,1.2459392
1980-03-29,10128500,49.02,44533.67,0.0,694.57,1.55,-16.68,165.74,-7.564999999999999,10128500,1.2176224
1980-03-30,10128500,49.53,44699.72,6.55,325.59,-3.83,-12.82,227.99,-8.325,10128500,1.2176224
1980-03-31,10128500,49.53,44865.51,0.0,598.59,-3.86,-17.13,159.65,-10.495,10128500,1.1043552
1980-04-01,10128500,49.78,45031.04,0.0,667.57,-2.87,-18.89,137.41,-10.88,10128500,1.1893056
1980-04-02,10128500,49.78,45196.26,0.0,707.72,-1.74,-20.41,120.48,-11.075,10128500,1.2176224
1980-04-03,10128500,49.78,45361.15,0.0,714.05,2.04,-17.65,152.74,-7.805,10128500,1.2176224
1980-04-04,10128500,49.78,45525.68,0.0,594.94,3.57,-10.38,277.41,-3.405,10128500,1.3025728
1980-04-05,10128500,49.78,45689.81,0.0,460.49,5.39,-4.57,435.34,0.4099999999999997,10128500,1.3308896
1980-04-06,10128500,49.78,45853.53,5.74,285.57,0.29,-7.63,344.2,-3.67,10128500,1.3592064
1980-04-07,10128500,49.78,46016.79,9.06,348.36,-2.46,-12.24,238.91,-7.35,10128500,1.3025728
1980-04-08,10128500,49.78,46179.56,0.0,740.72,2.56,-17.92,149.23,-7.680000000000001,10128500,1.3308896
1980-04-09,10128500,49.78,46341.82,0.0,671.64,7.1,-9.4,299.73,-1.1500000000000004,10128500,1.41584
1980-04-10,10128500,49.78,46503.53,0.0,397.69,1.42,-6.59,372.95,-2.585,10128500,1.5857408
1980-04-11,10128500,49.78,46664.65,0.0,536.65,-0.76,-12.06,242.48,-6.41,10128500,1.5007904
1980-04-12,10128500,49.78,46825.15,0.0,651.28,0.48,-14.15,204.6,-6.835,10128500,1.5291072
1980-04-13,10128500,49.78,46985.0,0.0,773.06,4.94,-17.28,157.65,-6.17,10128500,1.5857408
1980-04-14,10128500,49.78,47144.16,0.0,692.02,8.63,-8.63,318.48,0.0,10128500,1.8122752
1980-04-15,10128500,48.26,47302.6,0.0,579.23,7.59,-5.2,414.85,1.1949999999999998,10128500,2.2087104
1980-04-16,10128500,48.26,47460.27,0.0,716.31,9.27,-8.72,316.32,0.2749999999999994,10128500,2.548512
1980-04-17,10128500,47.24,47617.14,0.0,708.99,12.79,-5.15,416.45,3.82,10128500,2.9449472
1980-04-18,10128500,45.72,47773.17,0.0,702.5,13.55,-4.19,447.79,4.68,10128500,3.7095008
1980-04-19,10128500,43.94,47928.32,0.0,670.52,14.57,-1.66,540.94,6.455,10128500,4.813856
1980-04-20,10128500,42.16,48082.54,0.0,640.79,13.91,-1.21,559.18,6.35,10128500,6.2580128
1980-04-21,10128500,39.37,48235.81,0.0,492.96,12.19,1.69,690.08,6.94,10128500,7.928704
1980-04-22,10128500,37.34,48388.07,0.0,419.35,9.21,0.75,644.61,4.98,10128500,9.2879104
1980-04-23,10128500,37.08,48539.28,5.99,359.6,8.8,-0.92,570.95,3.94,10128500,9.486128
1980-04-24,10128500,36.07,48689.4,0.0,567.03,7.93,-3.74,463.15,2.095,10128500,8.8348416
1980-04-25,10128500,31.240000000000002,48838.38,0.0,694.66,10.97,-4.94,423.18,3.015,10128500,9.5993952
1980-04-26,10128500,31.240000000000002,48986.17,10.27,492.64,11.75,-3.04,488.0,4.355,10128500,11.0152352
1980-04-27,10128500,31.240000000000002,49132.74,0.0,700.82,13.28,-3.14,483.9,5.069999999999999,10128500,11.1285024
1980-04-28,10128500,31.240000000000002,49278.03,0.0,691.82,14.43,-1.5,535.42,6.465,10128500,12.2611744
1980-04-29,10128500,29.970000000000002,49421.99,0.0,452.1,9.51,0.64,639.84,5.075,10128500,14.7813696
1980-04-30,10128500,29.21,49564.58,13.63,279.0,5.34,-1.67,540.37,1.835,10128500,17.5280992
1980-05-01,10128500,28.449999999999996,49705.74,0.0,535.26,9.07,-1.39,551.52,3.84,10128500,14.8946368
1980-05-02,10128500,27.43,49845.42,0.0,678.18,12.75,-1.83,524.82,5.46,10128500,14.0451328
1980-05-03,10128500,26.669999999999998,49983.57,0.0,669.46,13.19,-0.92,560.39,6.135,10128500,14.4698848
1980-05-04,10128500,24.38,50120.14,0.0,684.17,13.69,-0.95,552.81,6.37,10128500,16.735228799999998
1980-05-05,10128500,21.59,50255.07,0.0,615.0,11.53,-0.84,574.32,5.345,10128500,19.0288896
1980-05-06,10128500,19.05,50388.32,4.05,460.67,12.71,0.02,611.58,6.365,10128500,19.3686912
1980-05-07,10128500,17.02,50519.81,7.3,507.7,12.42,-2.4,511.98,5.01,10128500,22.1154208
1980-05-08,10128500,13.969999999999999,50649.51,8.56,460.69,11.07,-1.39,551.86,4.84,10128500,23.2764096
1980-05-09,10128500,10.92,50777.35,0.0,400.89,6.84,-0.3,597.44,3.27,10128500,23.6728448
1980-05-10,10128500,10.92,50903.28,9.9,206.48,1.6,-3.09,486.19,-0.7449999999999999,10128500,20.812848
1980-05-11,10128500,10.92,51027.24,9.8,353.7,4.55,-3.85,459.55,0.3499999999999998,10128500,17.2166144
1980-05-12,10128500,9.91,51149.17,9.61,459.56,5.17,-6.39,378.99,-0.6099999999999999,10128500,14.8946368
1980-05-13,10128500,9.91,51269.01,0.0,710.34,6.05,-8.04,333.36,-0.9949999999999996,10128500,13.3372128
1980-05-14,10128500,9.91,51386.71,0.0,682.45,8.84,-4.33,443.1,2.255,10128500,12.5160256
1980-05-15,10128500,9.91,51502.21,0.0,649.7,9.05,-3.13,484.87,2.9600000000000004,10128500,12.9407776
1980-05-16,10128500,8.38,51615.44,9.78,440.34,7.26,-3.15,484.08,2.055,10128500,13.0823616
1980-05-17,10128500,8.129999999999999,51726.35,7.17,469.78,6.84,-4.32,443.42,1.2599999999999998,10128500,12.9407776
1980-05-18,10128500,8.129999999999999,51834.89,0.0,759.76,11.74,-3.8,439.92,3.97,10128500,12.4027584
1980-05-19,10128500,4.06,51940.99,0.0,773.46,14.37,-1.97,462.14,6.199999999999999,10128500,12.7991936
1980-05-20,10128500,0.0,52044.59,0.0,787.11,17.7,0.24,510.52,8.969999999999999,10128500,14.6114688
1980-05-21,10128500,0.0,52145.64,0.0,785.34,18.82,1.1,525.44,9.96,10128500,20.6146304
1980-05-22,10128500,0.0,52244.07,0.0,744.8,17.17,1.56,533.69,9.365,10128500,30.865312
1980-05-23,10128500,0.0,52339.84,0.0,656.78,11.54,-0.8,491.75,5.369999999999999,10128500,39.64352
1980-05-24,10128500,0.0,52432.87,0.0,505.63,5.11,-3.48,469.2,0.8150000000000002,10128500,29.166304
1980-05-25,10128500,0.0,52523.13,0.0,555.04,2.83,-6.55,369.41,-1.86,10128500,23.0215584
1980-05-26,10128500,0.0,52610.55,8.87,550.82,8.93,-5.82,371.35,1.5549999999999995,10128500,19.0855232
1980-05-27,10128500,0.0,52695.07,0.0,739.26,11.86,-2.78,400.33,4.54,10128500,16.8201792
1980-05-28,10128500,0.0,52776.64,0.0,765.43,12.49,-3.27,375.96,4.61,10128500,15.9706752
1980-05-29,10128500,0.0,52855.22,0.0,611.03,8.29,-2.44,465.21,2.925,10128500,16.2538432
1980-05-30,10128500,0.0,52930.75,8.73,562.84,12.12,-3.75,424.85,4.185,10128500,15.2627552
1980-05-31,10128500,0.0,53003.17,0.0,658.86,10.79,-1.54,478.24,4.625,10128500,15.5459232
1980-06-01,10128500,0.0,53072.45,0.0,664.27,10.28,-2.12,458.93,4.08,10128500,16.99008
1980-06-02,10128500,0.0,53138.53,0.0,693.51,12.25,-1.05,459.08,5.6,10128500,17.8679008
1980-06-03,10128500,0.0,53201.36,0.0,760.28,14.88,-1.06,415.55,6.91,10128500,17.131664
1980-06-04,10128500,0.0,53260.91,0.0,582.47,14.88,4.43,685.32,9.655,10128500,20.1898784
1980-06-05,10128500,0.0,53317.13,0.0,737.18,15.16,0.2,441.7,7.68,10128500,25.201952
1980-06-06,10128500,0.0,53369.99,0.0,648.53,12.39,0.46,501.34,6.425000000000001,10128500,25.3718528
1980-06-07,10128500,0.0,53419.43,0.0,810.16,16.4,-2.45,336.32,6.975,10128500,25.3718528
1980-06-08,10128500,0.0,53465.44,0.0,801.98,19.03,0.1,394.39,9.565,10128500,25.9381888
1980-06-09,10128500,0.0,53507.96,0.0,805.39,20.22,0.36,394.76,10.29,10128500,33.696992
1980-06-10,10128500,0.0,53546.98,0.0,788.14,21.42,2.18,435.26,11.8,10128500,39.926688
1980-06-11,10128500,0.0,53582.47,0.0,747.91,20.05,2.87,462.82,11.46,10128500,45.023712
1980-06-12,10128500,0.0,53614.39,0.0,540.01,18.02,7.39,804.45,12.705,10128500,45.873216
1980-06-13,10128500,0.0,53642.72,0.0,794.86,19.0,-0.87,341.49,9.065,10128500,41.625696
1980-06-14,10128500,0.0,53667.44,0.0,715.48,16.18,0.25,402.1,8.215,10128500,38.510848
1980-06-15,10128500,0.0,53688.54,0.0,726.74,12.98,-3.45,311.47,4.765000000000001,10128500,32.56432
1980-06-16,10128500,0.0,53705.99,0.0,781.02,16.86,-2.75,292.3,7.055,10128500,27.8637312
1980-06-17,10128500,0.0,53719.78,0.0,788.9,21.32,0.6,346.36,10.96,10128500,30.298976
1980-06-18,10128500,0.0,53729.91,0.0,722.52,22.64,5.18,509.69,13.91,10128500,34.546496
1980-06-19,10128500,0.0,53736.36,0.0,700.48,21.3,4.79,517.31,13.045,10128500,37.661344
1980-06-20,10128500,0.0,53739.13,0.0,720.61,21.99,4.51,491.26,13.25,10128500,36.245504
1980-06-21,10128500,0.0,53738.22,0.0,717.67,21.44,3.98,478.28,12.71,10128500,31.431648
1980-06-22,10128500,0.0,53733.62,0.0,736.28,22.65,3.92,459.28,13.285,10128500,30.865312
1980-06-23,10128500,0.0,53725.35,0.0,569.57,19.97,7.22,723.86,13.595,10128500,29.166304
1980-06-24,10128500,0.0,53713.41,0.0,750.31,20.73,0.68,368.16,10.705,10128500,27.6655136
1980-06-25,10128500,0.0,53697.8,0.0,725.98,23.43,4.28,452.19,13.855,10128500,26.5045248
1980-06-26,10128500,0.0,53678.54,0.0,711.09,23.34,4.71,475.68,14.025,10128500,25.3718528
1980-06-27,10128500,0.0,53655.64,0.0,755.26,19.48,-1.53,303.85,8.975,10128500,21.8322528
1980-06-28,10128500,0.0,53629.13,0.0,762.34,22.53,0.32,330.53,11.425,10128500,18.7740384
1980-06-29,10128500,0.0,53599.01,0.0,635.26,23.89,7.74,616.54,15.815,10128500,18.7740384
1980-06-30,10128500,0.0,53565.32,0.0,559.8,21.91,8.26,721.59,15.085,10128500,20.1898784
1980-07-01,10128500,0.0,53528.09,0.0,634.87,20.58,4.36,507.89,12.47,10128500,19.0855232
1980-07-02,10128500,0.0,53487.32,0.0,523.01,19.09,6.49,690.33,12.79,10128500,17.8679008
1980-07-03,10128500,0.0,53443.07,0.0,521.09,18.55,6.03,674.27,12.29,10128500,16.1122592
1980-07-04,10128500,0.0,53395.35,0.0,624.48,20.05,3.93,503.92,11.99,10128500,14.724736
1980-07-05,10128500,0.0,53344.21,0.0,664.27,22.44,4.39,480.68,13.415,10128500,12.2045408
1980-07-06,10128500,0.0,53289.69,0.0,660.06,23.69,5.51,494.06,14.6,10128500,10.5055328
1980-07-07,10128500,0.0,53231.81,0.0,486.53,21.61,9.6,804.83,15.605,10128500,10.0241472
1980-07-08,10128500,0.0,53170.63,0.0,568.25,18.92,4.64,524.82,11.78,10128500,9.6843456
1980-07-09,10128500,0.0,53106.18,25.85,441.82,22.36,6.79,711.26,14.575,10128500,8.8914752
1980-07-10,10128500,0.0,53038.51,0.0,571.15,22.82,8.11,747.83,15.465,10128500,8.2685056
1980-07-11,10128500,0.0,52967.67,0.0,638.77,24.75,7.2,636.68,15.975,10128500,7.503952
1980-07-12,10128500,0.0,52893.7,0.0,467.47,23.31,11.52,1062.01,17.415,10128500,7.1358336
1980-07-13,10128500,0.0,52816.66,0.0,461.67,21.47,10.02,981.74,15.745,10128500,6.7677152
1980-07-14,10128500,0.0,52736.59,0.0,534.31,20.63,7.1,746.14,13.864999999999998,10128500,6.3429632
1980-07-15,10128500,0.0,52653.54,0.0,615.38,20.19,3.71,540.63,11.95,10128500,5.8615776
1980-07-16,10128500,0.0,52567.58,0.0,655.0,24.04,5.35,556.73,14.695,10128500,5.521776
1980-07-17,10128500,0.0,52478.75,0.0,630.12,23.76,6.26,613.78,15.010000000000002,10128500,5.380192
1980-07-18,10128500,0.0,52387.11,0.0,642.68,23.86,5.61,578.18,14.735,10128500,5.2102912
1980-07-19,10128500,0.0,52292.71,0.0,612.28,22.41,5.56,606.78,13.985,10128500,5.0120736
1980-07-20,10128500,0.0,52195.61,0.0,646.43,23.19,4.44,536.0,13.815,10128500,4.8421728
1980-07-21,10128500,0.0,52095.88,0.0,665.62,24.85,4.62,522.79,14.735,10128500,4.6439552
1980-07-22,10128500,0.0,51993.56,0.0,633.97,25.35,6.69,624.91,16.02,10128500,4.4174208
1980-07-23,10128500,0.0,51888.71,0.0,581.07,25.75,9.27,767.74,17.509999999999998,10128500,4.1625696
1980-07-24,10128500,0.0,51781.4,0.0,571.3,24.42,8.44,744.03,16.43,10128500,4.2192032
1980-07-25,10128500,0.0,51671.68,0.0,583.74,23.84,7.35,684.96,15.595,10128500,4.0209856
1980-07-26,10128500,0.0,51559.6,0.0,624.23,24.74,6.16,557.3,15.45,10128500,3.8794016
1980-07-27,10128500,0.0,51445.24,0.0,624.36,24.53,5.89,548.91,15.21,10128500,3.7661344
1980-07-28,10128500,0.0,51328.65,0.0,646.28,26.76,6.48,543.73,16.62,10128500,3.6245504
1980-07-29,10128500,0.0,51209.88,0.0,583.37,24.14,7.28,643.68,15.71,10128500,3.5112832
1980-07-30,10128500,0.0,51088.99,0.0,533.72,23.41,8.59,692.34,16.0,10128500,3.5112832
1980-07-31,10128500,0.0,50966.05,0.0,581.55,23.7,6.69,565.29,15.195,10128500,3.3696992
1980-08-01,10128500,0.0,50841.11,0.0,499.08,22.96,9.12,762.35,16.04,10128500,3.3696992
1980-08-02,10128500,0.0,50714.23,0.0,556.87,22.76,6.51,588.18,14.635000000000002,10128500,3.1997984
1980-08-03,10128500,0.0,50585.46,0.0,442.01,19.79,7.85,784.9,13.82,10128500,3.0865312
1980-08-04,10128500,0.0,50454.86,0.0,627.21,20.44,0.41,357.61,10.425,10128500,2.7750464
1980-08-05,10128500,0.0,50322.49,0.0,613.11,23.93,4.27,443.94,14.1,10128500,3.0865312
1980-08-06,10128500,0.0,50188.4,0.0,505.6,25.2,10.42,745.12,17.81,10128500,3.3130656
1980-08-07,10128500,0.0,50052.65,0.0,554.62,25.4,8.42,545.95,16.91,10128500,3.1997984
1980-08-08,10128500,0.0,49915.29,0.0,552.3,25.69,8.59,554.52,17.14,10128500,3.0298976
1980-08-09,10128500,0.0,49776.38,0.0,579.59,25.49,6.79,406.65,16.14,10128500,2.8883136
1980-08-10,10128500,0.0,49635.96,0.0,574.91,22.53,4.23,303.05,13.38,10128500,3.0015808
1980-08-11,10128500,0.0,49494.08,0.0,609.26,25.08,3.95,288.07,14.515,10128500,3.0015808
1980-08-12,10128500,0.0,49350.81,0.0,601.08,26.2,5.07,313.26,15.635,10128500,3.1997984
1980-08-13,10128500,0.0,49206.18,0.0,470.36,25.43,8.67,427.35,17.05,10128500,3.256432
1980-08-14,10128500,0.0,49060.26,0.0,454.92,24.19,8.19,441.89,16.19,10128500,3.1431648
1980-08-15,10128500,0.0,48913.07,0.0,326.97,17.27,6.86,530.67,12.065,10128500,3.0865312
1980-08-16,10128500,0.0,48764.68,0.0,434.32,17.54,3.11,270.39,10.325,10128500,3.0298976
1980-08-17,10128500,0.0,48615.13,0.0,513.7,21.35,2.29,254.13,11.82,10128500,2.9449472
1980-08-18,10128500,0.0,48464.47,0.0,498.45,22.31,4.04,290.03,13.175,10128500,2.7750464
1980-08-19,10128500,0.0,48312.73,0.0,470.32,17.12,0.74,225.51,8.93,10128500,2.8883136
1980-08-20,10128500,0.0,48159.97,0.0,507.58,15.65,-2.95,168.93,6.35,10128500,2.8033632
1980-08-21,10128500,0.0,48006.22,0.0,534.1,20.38,-0.64,202.7,9.87,10128500,2.6334624
1980-08-22,10128500,0.0,47851.53,0.0,533.26,23.38,1.85,245.73,12.615,10128500,2.5201952
1980-08-23,10128500,0.0,47695.94,0.0,435.09,19.94,4.88,308.9,12.41,10128500,2.6617792
1980-08-24,10128500,0.0,47539.49,0.0,402.37,20.13,6.58,350.26,13.355,10128500,2.548512
1980-08-25,10128500,0.0,47382.22,0.0,310.19,15.9,6.08,364.6,10.99,10128500,2.8033632
1980-08-26,10128500,0.0,47224.17,0.0,483.47,18.93,1.32,235.91,10.125,10128500,2.8599968
1980-08-27,10128500,0.0,47065.37,0.0,457.93,19.74,3.64,281.37,11.69,10128500,2.548512
1980-08-28,10128500,0.0,46905.86,0.0,487.74,20.16,2.15,251.29,11.155,10128500,2.4352448
1980-08-29,10128500,0.0,46745.68,0.0,457.11,19.02,2.7,262.19,10.86,10128500,2.3502944
1980-08-30,10128500,0.0,46584.87,0.0,441.53,16.82,1.39,237.21,9.105,10128500,2.3219776
1980-08-31,10128500,0.0,46423.45,0.0,386.04,12.1,-0.66,202.29,5.72,10128500,2.406928
1980-09-01,10128500,0.0,46261.47,0.0,488.01,16.76,-1.64,187.4,7.56,10128500,2.4635616
