Date,gage_id,dayl_s,prcp_mm_day,srad_W_m2,tmax_C,tmin_C,vp_Pa,tmean_C,site_no,flow_cms
1980-01-01,09289500,32913.8,0.0,197.41,-2.62,-12.35,236.96,-7.484999999999999,9289500,0.5097024
1980-01-02,09289500,32956.22,0.0,258.58,-3.1,-16.65,166.22,-9.875,9289500,0.5097024
1980-01-03,09289500,33002.11,0.0,326.4,-0.15,-21.28,111.72,-10.715,9289500,0.5097024
1980-01-04,09289500,33051.44,0.0,237.97,1.35,-10.75,269.41,-4.7,9289500,0.5097024
1980-01-05,09289500,33104.16,3.78,233.51,6.42,-13.15,222.03,-3.365,9289500,0.5097024
1980-01-06,09289500,33160.24,2.45,186.35,-2.57,-15.34,185.36,-8.955,9289500,0.5380192
1980-01-07,09289500,33219.65,8.92,178.89,-5.08,-16.95,162.06,-11.015,9289500,0.5380192
1980-01-08,09289500,33282.33,5.9,151.41,-3.29,-12.91,226.43,-8.1,9289500,0.566336
1980-01-09,09289500,33348.25,18.01,136.24,-1.59,-9.99,286.16,-5.79,9289500,0.5946528
1980-01-10,09289500,33417.36,20.81,249.67,-3.17,-22.23,102.78,-12.7,9289500,0.566336
1980-01-11,09289500,33489.61,11.13,264.63,-2.88,-24.45,84.3,-13.665,9289500,0.5380192
1980-01-12,09289500,33564.96,20.15,168.27,0.48,-9.57,295.74,-4.545,9289500,0.566336
1980-01-13,09289500,33643.35,23.02,124.08,2.69,-4.52,436.79,-0.9149999999999998,9289500,0.5946528
1980-01-14,09289500,33724.73,13.81,82.19,-0.39,-4.95,422.75,-2.67,9289500,0.5946528
1980-01-15,09289500,33809.06,0.0,341.92,4.67,-12.81,228.28,-4.07,9289500,0.5946528
1980-01-16,09289500,33896.27,1.1,367.27,1.12,-18.58,141.08,-8.729999999999999,9289500,0.5946528
1980-01-17,09289500,33986.31,6.44,241.73,-1.2,-16.67,165.94,-8.935,9289500,0.5946528
1980-01-18,09289500,34079.13,0.0,355.09,-0.53,-18.06,147.5,-9.295,9289500,0.5946528
1980-01-19,09289500,34174.68,0.0,330.87,-7.21,-22.31,102.03,-14.76,9289500,0.5946528
1980-01-20,09289500,34272.88,9.07,258.39,-0.38,-16.98,161.67,-8.68,9289500,0.566336
1980-01-21,09289500,34373.7,0.0,332.49,-0.44,-15.26,186.7,-7.85,9289500,0.5946528
1980-01-22,09289500,34477.06,0.0,397.91,-3.03,-23.93,88.33,-13.48,9289500,0.5946528
1980-01-23,09289500,34582.92,0.0,404.18,0.58,-21.02,114.25,-10.22,9289500,0.5946528
1980-01-24,09289500,34691.2,8.3,277.78,1.49,-16.37,170.08,-7.44,9289500,0.5946528
1980-01-25,09289500,34801.87,0.0,356.41,-3.14,-18.72,139.39,-10.93,9289500,0.5946528
1980-01-26,09289500,34914.85,0.0,303.6,-7.43,-19.54,129.91,-13.485,9289500,0.5946528
1980-01-27,09289500,35030.08,10.92,283.01,-3.0,-20.18,122.95,-11.59,9289500,0.6229696
1980-01-28,09289500,35147.52,12.81,222.2,-4.84,-16.38,170.07,-10.61,9289500,0.566336
1980-01-29,09289500,35267.09,15.09,208.62,-4.21,-14.66,196.21,-9.435,9289500,0.566336
1980-01-30,09289500,35388.75,0.0,420.29,-2.01,-20.91,115.41,-11.46,9289500,0.5380192
1980-01-31,09289500,35512.43,5.02,311.14,-3.57,-22.53,100.04,-13.05,9289500,0.4530688
1980-02-01,09289500,35638.08,0.0,432.05,1.85,-18.01,148.17,-8.08,9289500,0.5097024
1980-02-02,09289500,35765.64,0.0,395.3,3.12,-13.18,221.53,-5.029999999999999,9289500,0.5380192
1980-02-03,09289500,35895.05,0.0,355.66,5.13,-8.67,317.56,-1.77,9289500,0.566336
1980-02-04,09289500,36026.26,0.0,401.37,4.92,-11.31,257.63,-3.1950000000000003,9289500,0.566336
1980-02-05,09289500,36159.21,0.0,424.96,4.45,-13.44,216.72,-4.494999999999999,9289500,0.5946528
1980-02-06,09289500,36293.85,0.0,364.55,2.25,-11.49,253.88,-4.62,9289500,0.566336
1980-02-07,09289500,36430.12,0.0,260.82,-3.72,-12.7,230.32,-8.209999999999999,9289500,0.5380192
1980-02-08,09289500,36567.97,0.0,448.52,-7.11,-26.11,72.44,-16.61,9289500,0.5380192
1980-02-09,09289500,36707.35,0.0,462.79,-1.93,-22.02,104.67,-11.975,9289500,0.5380192
1980-02-10,09289500,36848.2,0.0,468.95,-0.33,-20.67,117.77,-10.5,9289500,0.5380192
1980-02-11,09289500,36990.48,0.0,451.86,1.05,-17.69,152.23,-8.32,9289500,0.5380192
1980-02-12,09289500,37134.14,0.0,465.46,2.34,-17.65,152.73,-7.654999999999999,9289500,0.5380192
1980-02-13,09289500,37279.12,0.0,430.99,4.65,-12.86,227.24,-4.105,9289500,0.5380192
1980-02-14,09289500,37425.37,11.09,266.82,4.91,-8.32,326.28,-1.705,9289500,0.5380192
1980-02-15,09289500,37572.85,14.63,280.69,4.49,-9.15,305.63,-2.33,9289500,0.566336
1980-02-16,09289500,37721.52,14.38,335.97,5.91,-11.55,252.76,-2.8200000000000003,9289500,0.566336
1980-02-17,09289500,37871.32,10.21,365.13,5.87,-14.06,206.09,-4.095000000000001,9289500,0.566336
1980-02-18,09289500,38022.21,25.33,169.6,0.68,-6.42,377.87,-2.87,9289500,0.566336
1980-02-19,09289500,38174.15,4.56,224.89,1.67,-7.72,341.75,-3.025,9289500,0.5946528
1980-02-20,09289500,38327.09,5.9,164.36,-1.26,-7.75,341.04,-4.505,9289500,0.6229696
1980-02-21,09289500,38481.0,8.93,349.9,-0.61,-16.13,173.59,-8.37,9289500,0.6229696
1980-02-22,09289500,38635.82,5.12,231.86,-1.9,-10.75,269.35,-6.325,9289500,0.5946528
1980-02-23,09289500,38791.52,0.0,353.56,-4.7,-14.56,197.76,-9.63,9289500,0.5946528
1980-02-24,09289500,38948.06,0.0,582.24,0.22,-21.76,107.08,-10.77,9289500,0.5946528
1980-02-25,09289500,39105.41,0.0,609.27,6.36,-20.26,122.13,-6.950000000000001,9289500,0.566336
1980-02-26,09289500,39263.51,0.0,584.16,7.87,-14.66,196.08,-3.395,9289500,0.566336
1980-02-27,09289500,39422.34,0.0,558.54,12.16,-8.17,330.17,1.995,9289500,0.566336
1980-02-28,09289500,39581.86,0.0,535.3,7.45,-10.84,267.43,-1.6949999999999998,9289500,0.566336
1980-02-29,09289500,39742.04,0.0,313.52,-2.27,-10.99,264.18,-6.63,9289500,0.566336
1980-03-01,09289500,39902.83,1.38,537.08,-0.87,-18.07,147.37,-9.47,9289500,0.566336
1980-03-02,09289500,40064.2,6.09,401.61,2.14,-15.25,186.86,-6.555,9289500,0.566336
1980-03-03,09289500,40226.13,6.94,249.38,0.6,-8.42,323.65,-3.91,9289500,0.566336
1980-03-04,09289500,40388.57,7.52,151.98,-3.2,-8.34,325.67,-5.77,9289500,0.5946528
1980-03-05,09289500,40551.49,7.82,435.94,3.45,-15.79,178.6,-6.17,9289500,0.5946528
1980-03-06,09289500,40714.87,6.41,290.78,-1.66,-11.81,247.5,-6.735,9289500,0.5946528
1980-03-07,09289500,40878.67,0.0,501.51,-1.61,-15.34,185.39,-8.475,9289500,0.5946528
1980-03-08,09289500,41042.87,0.0,534.91,-3.34,-18.44,142.79,-10.89,9289500,0.5946528
1980-03-09,09289500,41207.42,0.0,567.3,-4.17,-20.48,119.76,-12.325,9289500,0.5946528
1980-03-10,09289500,41372.31,0.0,625.53,2.08,-17.8,150.8,-7.86,9289500,0.5946528
1980-03-11,09289500,41537.49,12.45,454.85,3.07,-15.87,177.41,-6.4,9289500,0.566336
1980-03-12,09289500,41702.95,0.0,373.04,-4.99,-13.93,208.34,-9.46,9289500,0.566336
1980-03-13,09289500,41868.66,0.0,676.26,2.11,-21.08,113.72,-9.485,9289500,0.566336
1980-03-14,09289500,42034.58,0.0,538.54,4.24,-9.91,287.97,-2.835,9289500,0.566336
1980-03-15,09289500,42200.7,3.53,385.79,1.36,-11.92,245.35,-5.28,9289500,0.5380192
1980-03-16,09289500,42366.97,2.94,432.77,-6.91,-22.46,100.64,-14.685,9289500,0.5380192
1980-03-17,09289500,42533.38,0.0,713.73,1.9,-24.82,81.52,-11.46,9289500,0.566336
1980-03-18,09289500,42699.89,0.0,673.89,3.28,-17.93,149.12,-7.325,9289500,0.566336
1980-03-19,09289500,42866.49,0.0,642.19,-0.73,-19.59,129.35,-10.16,9289500,0.566336
1980-03-20,09289500,43033.14,0.0,682.58,2.14,-19.96,125.35,-8.91,9289500,0.566336
1980-03-21,09289500,43199.82,0.0,507.45,-0.06,-13.21,220.93,-6.635000000000001,9289500,0.566336
1980-03-22,09289500,43366.49,0.0,646.43,0.34,-18.88,137.55,-9.27,9289500,0.5380192
1980-03-23,09289500,43533.14,0.0,690.07,0.7,-21.84,106.32,-10.57,9289500,0.5380192
1980-03-24,09289500,43699.74,4.53,519.79,2.37,-21.7,107.69,-9.665,9289500,0.5380192
1980-03-25,09289500,43866.26,7.46,383.77,-5.04,-18.55,141.5,-11.795,9289500,0.5380192
1980-03-26,09289500,44032.67,8.71,469.41,-1.02,-19.08,135.19,-10.05,9289500,0.5380192
1980-03-27,09289500,44198.94,0.0,655.66,1.88,-17.11,159.83,-7.615,9289500,0.5380192
1980-03-28,09289500,44365.05,0.0,494.68,-4.47,-16.56,167.45,-10.515,9289500,0.5380192
1980-03-29,09289500,44530.98,0.0,609.51,-1.71,-17.75,151.46,-9.73,9289500,0.5380192
1980-03-30,09289500,44696.68,5.62,281.32,-4.62,-13.37,218.04,-8.995,9289500,0.5380192
1980-03-31,09289500,44862.15,0.0,559.17,-7.82,-21.54,109.19,-14.68,9289500,0.5380192
1980-04-01,09289500,45027.33,0.0,642.6,-5.74,-22.63,99.19,-14.185,9289500,0.5380192
1980-04-02,09289500,45192.22,0.0,715.42,-1.38,-22.81,97.58,-12.095,9289500,0.5380192
1980-04-03,09289500,45356.77,0.0,674.39,-0.33,-19.41,131.37,-9.87,9289500,0.5380192
1980-04-04,09289500,45520.97,0.0,520.53,0.62,-12.13,241.11,-5.755000000000001,9289500,0.5380192
1980-04-05,09289500,45684.77,0.0,422.18,4.07,-5.93,392.37,-0.9299999999999996,9289500,0.5380192
1980-04-06,09289500,45848.15,0.0,237.58,-3.24,-8.46,322.75,-5.8500000000000005,9289500,0.566336
1980-04-07,09289500,46011.08,0.0,378.2,-4.78,-13.2,221.06,-8.99,9289500,0.566336
1980-04-08,09289500,46173.52,0.0,738.18,0.4,-21.35,111.04,-10.475,9289500,0.5946528
1980-04-09,09289500,46335.44,0.0,720.64,9.63,-11.27,258.4,-0.8199999999999994,9289500,0.5946528
1980-04-10,09289500,46496.82,6.25,214.84,0.24,-5.98,391.06,-2.87,9289500,0.6229696
1980-04-11,09289500,46657.61,0.0,575.52,-1.97,-15.53,182.52,-8.75,9289500,0.5946528
1980-04-12,09289500,46817.79,0.0,589.09,-2.14,-15.84,177.83,-8.99,9289500,0.566336
1980-04-13,09289500,46977.31,0.0,774.21,2.92,-20.68,117.75,-8.879999999999999,9289500,0.566336
1980-04-14,09289500,47136.14,0.0,669.34,7.36,-9.86,289.15,-1.2499999999999996,9289500,0.5946528
1980-04-15,09289500,47294.25,0.0,594.77,5.82,-8.4,324.28,-1.29,9289500,0.6229696
1980-04-16,09289500,47451.59,0.0,625.73,3.79,-11.06,262.86,-3.635,9289500,0.6512864
1980-04-17,09289500,47608.14,4.87,493.79,11.85,-4.73,430.06,3.56,9289500,0.7362368
1980-04-18,09289500,47763.84,0.0,669.25,12.74,-3.88,455.0,4.43,9289500,0.849504
1980-04-19,09289500,47918.67,0.0,604.05,12.84,-1.14,562.04,5.85,9289500,1.0194048
1980-04-20,09289500,48072.57,0.0,553.01,10.85,-1.42,550.55,4.715,9289500,1.2176224
1980-04-21,09289500,48225.52,0.0,347.28,9.57,2.5,731.32,6.035,9289500,1.41584
1980-04-22,09289500,48377.46,0.0,434.6,6.8,-1.82,534.45,2.49,9289500,1.7273248
1980-04-23,09289500,48528.35,8.19,439.51,8.42,-3.78,461.9,2.3200000000000003,9289500,1.7273248
1980-04-24,09289500,48678.16,0.0,735.68,10.87,-6.76,352.58,2.055,9289500,1.5007904
1980-04-25,09289500,48826.82,0.0,723.44,8.09,-8.67,313.42,-0.29,9289500,1.7273248
1980-04-26,09289500,48974.31,0.0,682.72,9.14,-5.84,392.03,1.6500000000000004,9289500,1.982176
1980-04-27,09289500,49120.57,0.0,674.74,9.91,-4.82,414.9,2.545,9289500,1.9538592
1980-04-28,09289500,49265.55,0.0,719.97,12.45,-4.15,406.75,4.15,9289500,2.2087104
1980-04-29,09289500,49409.2,4.81,364.37,7.87,-1.66,540.77,3.105,9289500,2.5768288
1980-04-30,09289500,49551.49,8.27,399.17,5.67,-4.78,428.3,0.4449999999999998,9289500,2.7184128
1980-05-01,09289500,49692.34,0.0,563.12,6.78,-4.2,447.67,1.29,9289500,2.265344
1980-05-02,09289500,49831.73,0.0,657.09,9.92,-3.52,442.67,3.2,9289500,2.1520768
1980-05-03,09289500,49969.58,0.0,642.76,11.9,-0.99,527.2,5.455,9289500,2.3502944
1980-05-04,09289500,50105.86,4.99,495.71,11.72,-1.96,528.78,4.880000000000001,9289500,3.0582144
1980-05-05,09289500,50240.5,4.33,425.67,8.96,-1.93,529.97,3.515000000000001,9289500,3.5679168
1980-05-06,09289500,50373.45,0.0,611.07,10.32,-1.76,521.33,4.28,9289500,3.681184
1980-05-07,09289500,50504.67,3.87,536.27,11.27,-4.74,429.48,3.265,9289500,4.1342528
1980-05-08,09289500,50634.08,0.0,605.43,9.21,-2.57,499.21,3.3200000000000003,9289500,4.4740544
1980-05-09,09289500,50761.65,12.22,394.26,6.75,-2.85,495.03,1.95,9289500,4.4457376
1980-05-10,09289500,50887.3,15.54,122.39,-1.88,-4.29,444.57,-3.085,9289500,3.8510848
1980-05-11,09289500,51010.98,13.41,334.25,2.25,-5.38,409.3,-1.565,9289500,3.2847488
1980-05-12,09289500,51132.65,10.48,511.53,5.46,-7.85,338.53,-1.1949999999999998,9289500,2.9166304
1980-05-13,09289500,51252.23,0.0,677.0,3.28,-9.26,303.02,-2.99,9289500,2.6051456
1980-05-14,09289500,51369.66,8.75,465.57,7.73,-3.41,474.77,2.16,9289500,2.4635616
1980-05-15,09289500,51484.91,0.0,621.42,7.19,-3.73,463.7,1.7300000000000002,9289500,2.4635616
1980-05-16,09289500,51597.89,8.09,506.66,7.94,-4.51,437.31,1.7150000000000003,9289500,2.5201952
1980-05-17,09289500,51708.56,5.89,527.7,5.64,-7.44,349.36,-0.9000000000000004,9289500,2.3502944
1980-05-18,09289500,51816.85,0.0,729.39,9.93,-3.91,433.25,3.01,9289500,2.3502944
1980-05-19,09289500,51922.71,0.0,795.67,14.59,-2.58,420.49,6.005,9289500,2.6334624
1980-05-20,09289500,52026.08,0.0,757.03,15.56,0.13,513.6,7.845000000000001,9289500,3.5112832
1980-05-21,09289500,52126.9,0.0,763.0,18.11,1.91,558.99,10.01,9289500,5.097024
1980-05-22,09289500,52225.11,0.0,767.82,17.31,0.76,504.07,9.035,9289500,7.0792
1980-05-23,09289500,52320.66,0.0,753.42,10.51,-5.01,353.07,2.75,9289500,8.49504
1980-05-24,09289500,52413.49,0.0,500.37,5.93,-2.45,510.08,1.7399999999999998,9289500,6.9942496
1980-05-25,09289500,52503.54,0.0,654.04,2.61,-8.93,302.69,-3.16,9289500,5.804944
1980-05-26,09289500,52590.76,3.94,566.07,6.35,-8.83,311.23,-1.2400000000000002,9289500,5.0403904
1980-05-27,09289500,52675.09,0.0,768.27,11.48,-4.21,369.41,3.635,9289500,4.7572224
1980-05-28,09289500,52756.48,0.0,746.2,12.07,-2.67,416.52,4.7,9289500,4.95544
1980-05-29,09289500,52834.87,0.0,592.26,7.74,-2.44,487.08,2.6500000000000004,9289500,5.097024
1980-05-30,09289500,52910.23,5.23,540.61,10.48,-3.66,452.38,3.41,9289500,4.8704896
1980-05-31,09289500,52982.49,0.0,705.18,9.97,-3.41,416.85,3.28,9289500,5.3235584
1980-06-01,09289500,53051.6,0.0,726.35,8.61,-5.41,354.61,1.5999999999999996,9289500,5.804944
1980-06-02,09289500,53117.53,1.02,664.93,9.8,-2.35,448.76,3.725000000000001,9289500,5.9748448
1980-06-03,09289500,53180.22,0.0,753.8,14.5,-0.85,438.32,6.825,9289500,5.804944
1980-06-04,09289500,53239.63,0.0,686.25,14.92,1.85,543.99,8.385,9289500,7.4190016
1980-06-05,09289500,53295.72,0.0,807.34,15.35,-2.98,337.78,6.185,9289500,10.760384
1980-06-06,09289500,53348.45,0.0,797.45,14.19,-3.53,331.71,5.33,9289500,13.7619648
1980-06-07,09289500,53397.78,0.0,786.35,14.74,-2.61,355.29,6.065,9289500,15.1778048
1980-06-08,09289500,53443.68,0.0,734.69,16.86,1.48,486.47,9.17,9289500,18.830672
1980-06-09,09289500,53486.11,0.0,765.6,19.34,1.95,476.53,10.645,9289500,22.7100736
1980-06-10,09289500,53525.04,0.0,740.95,20.29,3.7,516.28,11.995,9289500,28.0902656
1980-06-11,09289500,53560.44,0.0,751.34,19.67,2.55,474.4,11.11,9289500,34.829664
1980-06-12,09289500,53592.28,0.0,631.28,18.74,5.8,677.04,12.27,9289500,37.378176
1980-06-13,09289500,53620.55,0.0,823.31,19.69,-2.04,317.33,8.825000000000001,9289500,30.582144
1980-06-14,09289500,53645.21,0.0,801.39,19.15,-1.28,338.67,8.934999999999999,9289500,27.6371968
1980-06-15,09289500,53666.26,0.0,763.88,12.43,-5.67,274.3,3.38,9289500,24.1259136
1980-06-16,09289500,53683.67,0.0,756.79,15.17,-2.89,326.32,6.14,9289500,23.1348256
1980-06-17,09289500,53697.43,0.0,776.88,19.82,0.24,378.21,10.03,9289500,24.8055168
1980-06-18,09289500,53707.54,0.0,575.55,20.42,8.15,807.77,14.285,9289500,26.3629408
1980-06-19,09289500,53713.97,0.0,688.33,19.99,4.38,555.07,12.185,9289500,30.298976
1980-06-20,09289500,53716.74,0.0,639.24,19.11,5.2,624.28,12.155,9289500,30.298976
1980-06-21,09289500,53715.83,0.0,649.17,19.74,5.56,629.31,12.65,9289500,28.3168
1980-06-22,09289500,53711.24,0.0,708.29,21.51,5.18,565.36,13.345,9289500,26.051456
1980-06-23,09289500,53702.99,0.0,637.39,19.33,5.33,617.21,12.329999999999998,9289500,23.786112
1980-06-24,09289500,53691.07,0.0,778.64,19.62,-0.34,337.93,9.64,9289500,23.219776
1980-06-25,09289500,53675.5,0.0,773.1,22.23,2.21,371.08,12.22,9289500,23.078192
1980-06-26,09289500,53656.28,0.0,720.89,21.25,3.68,445.53,12.465,9289500,23.0498752
1980-06-27,09289500,53633.44,0.0,798.67,19.98,-2.02,273.86,8.98,9289500,19.5102752
1980-06-28,09289500,53606.99,0.0,745.83,20.08,0.84,359.21,10.46,9289500,16.8768128
1980-06-29,09289500,53576.95,0.0,594.85,22.34,8.54,699.8,15.44,9289500,17.3581984
1980-06-30,09289500,53543.34,0.0,551.29,17.92,5.54,630.75,11.73,9289500,17.6696832
1980-07-01,09289500,53506.18,0.0,750.28,19.42,-0.47,315.41,9.475,9289500,17.981168
1980-07-02,09289500,53465.52,0.0,592.93,19.32,5.45,586.92,12.385,9289500,17.0467136
1980-07-03,09289500,53421.36,0.0,619.76,18.01,3.31,496.66,10.66,9289500,14.724736
1980-07-04,09289500,53373.76,0.0,648.92,18.16,2.35,447.11,10.255,9289500,11.7797888
1980-07-05,09289500,53322.74,0.0,644.29,20.36,4.58,512.73,12.47,9289500,10.1657312
1980-07-06,09289500,53268.34,0.0,682.69,21.55,4.15,467.37,12.85,9289500,9.0047424
1980-07-07,09289500,53210.6,0.0,596.66,20.54,6.27,612.92,13.405,9289500,8.49504
1980-07-08,09289500,53149.56,0.0,570.37,16.72,3.43,542.44,10.075,9289500,7.9003872
1980-07-09,09289500,53085.26,9.51,493.46,21.58,4.6,622.5,13.09,9289500,7.503952
1980-07-10,09289500,53017.74,0.0,611.02,21.53,6.61,623.59,14.07,9289500,7.4190016
1980-07-11,09289500,52947.06,0.0,647.41,23.43,7.01,600.63,15.22,9289500,6.4845472
1980-07-12,09289500,52873.26,0.0,559.04,22.15,8.67,763.46,15.41,9289500,6.1447456
1980-07-13,09289500,52796.4,0.0,695.08,21.63,3.15,441.9,12.39,9289500,5.7199936
1980-07-14,09289500,52716.51,0.0,654.37,20.22,3.62,489.14,11.92,9289500,5.3235584
1980-07-15,09289500,52633.66,0.0,632.84,17.77,2.13,465.91,9.95,9289500,4.95544
1980-07-16,09289500,52547.89,0.0,653.38,21.54,4.82,526.25,13.18,9289500,4.7572224
1980-07-17,09289500,52459.26,0.0,647.34,21.77,5.3,530.36,13.535,9289500,4.4740544
1980-07-18,09289500,52367.82,0.0,726.12,23.06,2.15,378.44,12.605,9289500,4.3324704
1980-07-19,09289500,52273.64,0.0,715.01,21.68,1.3,368.48,11.49,9289500,4.105936
1980-07-20,09289500,52176.77,0.0,682.54,20.93,2.15,412.73,11.54,9289500,3.9077184
1980-07-21,09289500,52077.25,0.0,669.95,22.53,3.98,469.3,13.255,9289500,3.6528672
1980-07-22,09289500,51975.16,0.0,644.05,23.49,5.9,550.52,14.695,9289500,3.3413824
1980-07-23,09289500,51870.55,0.0,514.87,23.22,10.2,837.04,16.71,9289500,3.256432
1980-07-24,09289500,51763.48,0.0,589.46,22.21,6.84,607.48,14.525,9289500,3.2281152
1980-07-25,09289500,51654.0,0.0,646.84,21.48,3.79,458.73,12.635,9289500,3.0298976
1980-07-26,09289500,51542.18,0.0,605.96,21.93,5.86,558.79,13.895,9289500,2.8883136
1980-07-27,09289500,51428.07,0.0,597.23,22.69,6.93,605.02,14.81,9289500,2.7467296
1980-07-28,09289500,51311.73,0.0,609.39,24.37,7.95,628.44,16.16,9289500,2.6334624
1980-07-29,09289500,51193.22,0.0,615.19,22.51,5.84,530.98,14.175,9289500,2.548512
1980-07-30,09289500,51072.6,0.0,529.92,21.39,7.82,656.61,14.605,9289500,2.548512
1980-07-31,09289500,50949.93,0.0,586.62,24.3,8.54,613.07,16.42,9289500,2.4635616
1980-08-01,09289500,50825.26,0.0,565.3,21.25,6.34,565.27,13.795,9289500,2.4352448
1980-08-02,09289500,50698.66,0.0,564.07,19.8,4.91,522.96,12.355,9289500,2.3502944
1980-08-03,09289500,50570.17,0.0,471.6,17.46,5.72,628.68,11.59,9289500,2.2370272
1980-08-04,09289500,50439.86,0.0,610.01,17.58,0.88,349.18,9.23,9289500,2.1520768
1980-08-05,09289500,50307.77,0.0,624.61,22.61,4.8,419.46,13.705,9289500,2.0671264
1980-08-06,09289500,50173.97,0.0,541.44,24.02,9.46,631.27,16.740000000000002,9289500,2.0104928
1980-08-07,09289500,50038.52,0.0,583.2,23.98,7.57,517.03,15.775,9289500,1.982176
1980-08-08,09289500,49901.45,0.0,582.81,23.41,7.06,429.93,15.235,9289500,1.9538592
1980-08-09,09289500,49762.83,0.0,607.26,22.87,5.35,319.87,14.11,9289500,1.9255424
1980-08-10,09289500,49622.71,0.0,529.47,20.57,6.44,346.77,13.505,9289500,1.8689088
1980-08-11,09289500,49481.14,0.0,580.57,22.84,6.26,342.18,14.55,9289500,1.8122752
1980-08-12,09289500,49338.17,0.0,684.1,25.01,0.72,225.19,12.865,9289500,1.8122752
1980-08-13,09289500,49193.85,0.0,592.92,23.13,5.46,322.51,14.295,9289500,1.982176
1980-08-14,09289500,49048.23,0.0,612.79,22.13,3.15,271.14,12.64,9289500,2.12376
1980-08-15,09289500,48901.36,0.0,436.53,16.12,4.67,304.12,10.395,9289500,2.265344
1980-08-16,09289500,48753.29,0.0,601.0,16.44,-1.83,184.62,7.305000000000001,9289500,2.7467296
1980-08-17,09289500,48604.05,0.0,581.99,19.49,2.1,250.4,10.795,9289500,2.690096
1980-08-18,09289500,48453.7,0.0,563.06,20.02,3.51,278.72,11.765,9289500,2.5768288
1980-08-19,09289500,48302.28,0.0,632.15,18.46,-2.39,176.48,8.035,9289500,2.4918784
1980-08-20,09289500,48149.84,0.0,639.75,15.52,-6.03,131.65,4.744999999999999,9289500,2.406928
1980-08-21,09289500,47996.41,0.0,577.5,18.16,0.51,221.55,9.335,9289500,2.265344
1980-08-22,09289500,47842.04,0.0,627.56,23.0,1.24,234.39,12.12,9289500,2.12376
1980-08-23,09289500,47686.78,0.0,511.99,17.69,2.67,261.56,10.18,9289500,2.12376
1980-08-24,09289500,47530.65,0.0,444.51,17.1,4.69,304.54,10.895,9289500,2.0671264
1980-08-25,09289500,47373.71,25.57,335.11,14.4,1.82,245.11,8.11,9289500,2.2087104
1980-08-26,09289500,47215.98,0.0,485.24,14.01,0.11,214.85,7.06,9289500,2.406928
1980-08-27,09289500,47057.51,0.0,535.73,16.75,0.42,219.98,8.585,9289500,2.0104928
1980-08-28,09289500,46898.33,0.0,500.91,18.44,3.56,279.77,11.0,9289500,1.8122752
1980-08-29,09289500,46738.48,0.0,525.01,17.63,1.47,238.51,9.55,9289500,1.6140576
1980-08-30,09289500,46577.99,0.0,488.47,15.05,0.54,222.07,7.795,9289500,1.5007904
1980-08-31,09289500,46416.91,0.0,344.72,7.38,-1.99,236.03,2.695,9289500,1.4724736
1980-09-01,09289500,46255.26,0.0,523.88,14.03,-2.23,178.87,5.9,9289500,1.41584
1980-09-02,09289500,46093.07,0.0,517.42,17.63,1.3,235.59,9.465,9289500,1.3592064
1980-09-03,09289500,45930.38,0.0,331.07,15.97,6.73,363.36,11.35,9289500,1.3025728
1980-09-04,09289500,45767.23,0.0,451.34,20.77,5.02,312.14,12.895,9289500,1.2459392
1980-09-05,09289500,45603.64,0.0,428.68,18.98,4.39,297.74,11.685,9289500,1.2176224
1980-09-06,09289500,45439.64,0.0,311.53,18.21,8.43,431.15,13.32,9289500,1.1609888
1980-09-07,09289500,45275.26,0.0,384.24,16.84,4.4,297.98,10.62,9289500,1.2459392
1980-09-08,09289500,45110.54,0.0,426.12,17.3,2.96,267.39,10.13,9289500,1.41584
1980-09-09,09289500,44945.5,14.52,334.43,15.67,-0.16,232.91,7.755,9289500,1.4441568
1980-09-10,09289500,44780.17,12.27,277.32,16.52,4.13,540.16,10.325,9289500,3.0015808
1980-09-11,09289500,44614.58,4.92,128.07,8.67,3.56,788.21,6.115,9289500,2.6617792
1980-09-12,09289500,44448.77,0.0,383.76,11.29,-0.92,398.62,5.185,9289500,2.406928
1980-09-13,09289500,44282.75,0.0,407.33,14.03,0.79,416.2,7.41,9289500,2.1803936
1980-09-14,09289500,44116.55,0.0,268.0,15.68,7.47,850.66,11.575,9289500,1.9255424
1980-09-15,09289500,43950.2,0.0,405.74,15.38,2.16,454.41,8.77,9289500,1.7556416
1980-09-16,09289500,43783.74,0.0,380.44,13.28,1.28,461.71,7.279999999999999,9289500,1.6140576
1980-09-17,09289500,43617.18,0.0,450.84,14.87,-0.73,344.19,7.069999999999999,9289500,1.5291072
1980-09-18,09289500,43450.55,0.0,450.68,19.51,3.64,441.21,11.575,9289500,1.4724736
1980-09-19,09289500,43283.89,0.0,390.66,16.59,4.12,534.87,10.355,9289500,1.4441568
1980-09-20,09289500,43117.21,0.0,466.8,12.64,-3.95,276.81,4.345000000000001,9289500,1.41584
1980-09-21,09289500,42950.54,0.0,396.57,10.01,-2.39,365.27,3.81,9289500,1.3875232
1980-09-22,09289500,42783.91,0.0,468.36,10.04,-6.74,236.22,1.6499999999999997,9289500,1.3592064
1980-09-23,09289500,42617.35,0.0,435.0,10.36,-4.43,295.64,2.965,9289500,1.3308896
1980-09-24,09289500,42450.89,0.0,441.88,10.95,-4.55,287.88,3.2,9289500,1.2459392
1980-09-25,09289500,42284.54,0.0,454.46,13.3,-3.55,293.5,4.875,9289500,1.2176224
