Date,gage_id,dayl_s,prcp_mm_day,srad_W_m2,tmax_C,tmin_C,vp_Pa,tmean_C,site_no,flow_cms
1996-09-18,09292000,43450.55,0.0,601.47,5.46,-11.51,241.13,-3.025,9292000.0,2.548512
1996-09-19,09292000,43283.89,0.0,492.72,4.72,-7.66,343.51,-1.4700000000000002,9292000.0,2.3786112
1996-09-20,09292000,43117.21,0.0,554.21,9.62,-5.36,359.35,2.1299999999999994,9292000.0,2.265344
1996-09-21,09292000,42950.54,0.0,507.8,13.07,-0.26,526.85,6.405,9292000.0,2.265344
1996-09-22,09292000,42783.91,0.0,422.59,11.09,0.68,616.77,5.885,9292000.0,2.2936608
1996-09-23,09292000,42617.35,0.0,464.52,11.16,-0.52,546.59,5.32,9292000.0,2.6051456
1996-09-24,09292000,42450.89,0.0,497.91,13.48,0.38,557.28,6.930000000000001,9292000.0,2.690096
1996-09-25,09292000,42284.54,0.0,526.84,7.34,-6.84,333.12,0.25,9292000.0,2.406928
1996-09-26,09292000,42118.34,0.0,403.28,1.09,-8.61,318.94,-3.76,9292000.0,1.982176
1996-09-27,09292000,41952.32,0.0,572.82,8.09,-8.52,249.71,-0.2149999999999998,9292000.0,1.8689088
1996-09-28,09292000,41786.5,0.0,578.02,15.15,-2.5,356.27,6.325,9292000.0,1.8972256
1996-09-29,09292000,41620.92,0.0,605.58,16.11,-4.44,296.98,5.834999999999999,9292000.0,1.840592
1996-09-30,09292000,41455.59,0.0,553.05,15.89,-0.95,409.56,7.470000000000001,9292000.0,1.7839584
1996-10-01,09292000,41290.54,0.0,535.78,15.33,-0.69,429.8,7.32,9292000.0,1.7556416
1996-10-02,09292000,41125.82,3.63,349.33,12.76,-0.27,563.24,6.245,9292000.0,1.7273248
1996-10-03,09292000,40961.44,5.02,251.54,7.96,-0.45,590.93,3.755,9292000.0,1.8689088
1996-10-04,09292000,40797.44,0.0,509.5,13.49,-1.46,450.43,6.015000000000001,9292000.0,1.8689088
1996-10-05,09292000,40633.84,0.0,535.84,14.93,-1.99,417.15,6.47,9292000.0,1.7273248
1996-10-06,09292000,40470.68,0.0,527.52,16.53,-0.53,462.18,8.0,9292000.0,1.6706912
1996-10-07,09292000,40307.99,0.0,535.44,17.14,-0.88,436.97,8.13,9292000.0,1.6140576
1996-10-08,09292000,40145.81,0.0,498.65,17.84,1.97,541.94,9.905,9292000.0,1.5857408
1996-10-09,09292000,39984.15,0.0,518.84,17.33,-0.12,459.65,8.604999999999999,9292000.0,1.5291072
1996-10-10,09292000,39823.06,0.0,526.37,18.58,-0.23,448.32,9.175,9292000.0,1.5007904
1996-10-11,09292000,39662.57,0.0,478.16,17.26,1.2,532.34,9.23,9292000.0,1.5291072
1996-10-12,09292000,39502.72,0.0,485.59,16.05,-0.7,466.68,7.675000000000001,9292000.0,1.5291072
1996-10-13,09292000,39343.54,5.31,344.82,14.26,-1.71,516.36,6.275,9292000.0,1.4724736
1996-10-14,09292000,39185.06,0.0,433.02,9.96,-4.38,402.67,2.7900000000000005,9292000.0,1.5291072
1996-10-15,09292000,39027.33,0.0,406.14,9.67,-3.48,434.34,3.095,9292000.0,1.5007904
1996-10-16,09292000,38870.38,0.0,411.28,0.46,-12.87,225.38,-6.204999999999999,9292000.0,1.4724736
1996-10-17,09292000,38714.24,0.0,413.99,0.68,-12.97,222.98,-6.1450000000000005,9292000.0,1.41584
1996-10-18,09292000,38558.97,0.0,473.16,8.68,-9.05,262.49,-0.1850000000000005,9292000.0,1.41584
1996-10-19,09292000,38404.6,10.49,326.64,-0.14,-15.39,184.62,-7.765000000000001,9292000.0,1.3592064
1996-10-20,09292000,38251.17,0.0,408.76,-4.69,-18.37,143.64,-11.53,9292000.0,1.3592064
1996-10-21,09292000,38098.72,0.0,382.05,-3.23,-15.84,177.78,-9.535,9292000.0,1.3025728
1996-10-22,09292000,37947.29,0.0,447.14,5.54,-11.37,245.88,-2.915,9292000.0,1.2459392
1996-10-23,09292000,37796.93,0.0,422.92,4.17,-11.43,253.17,-3.63,9292000.0,1.274256
1996-10-24,09292000,37647.69,7.87,278.27,1.08,-11.83,247.0,-5.375,9292000.0,1.2176224
1996-10-25,09292000,37499.61,7.61,231.76,-2.58,-12.72,229.9,-7.65,9292000.0,1.2176224
1996-10-26,09292000,37352.73,4.27,280.45,-5.39,-18.47,142.41,-11.93,9292000.0,1.2176224
1996-10-27,09292000,37207.1,0.0,488.3,4.49,-18.35,143.96,-6.930000000000001,9292000.0,1.2459392
1996-10-28,09292000,37062.77,7.9,243.23,2.64,-8.54,320.7,-2.9499999999999997,9292000.0,1.274256
1996-10-29,09292000,36919.79,4.68,311.81,6.8,-9.44,298.83,-1.3199999999999998,9292000.0,1.274256
1996-10-30,09292000,36778.21,0.0,205.96,-2.24,-8.77,315.02,-5.505,9292000.0,1.2459392
1996-10-31,09292000,36638.08,4.49,220.33,-2.57,-12.22,239.3,-7.395,9292000.0,1.2459392
1996-11-01,09292000,36499.45,3.44,334.87,6.14,-13.06,223.61,-3.4600000000000004,9292000.0,1.2176224
1996-11-02,09292000,36362.38,0.0,456.3,9.76,-11.32,257.46,-0.7800000000000002,9292000.0,1.1893056
1996-11-03,09292000,36226.91,0.0,352.26,3.32,-9.74,291.82,-3.21,9292000.0,1.2176224
1996-11-04,09292000,36093.1,7.32,273.62,4.24,-9.66,293.74,-2.71,9292000.0,1.2176224
1996-11-05,09292000,35961.0,6.5,333.22,-1.06,-21.35,110.98,-11.205,9292000.0,1.1893056
1996-11-06,09292000,35830.68,0.0,466.6,-0.62,-24.69,82.43,-12.655,9292000.0,1.1609888
1996-11-07,09292000,35702.18,0.0,353.11,-0.75,-14.34,201.33,-7.545,9292000.0,1.2176224
1996-11-08,09292000,35575.56,0.0,366.28,6.68,-8.07,332.73,-0.6950000000000003,9292000.0,1.274256
1996-11-09,09292000,35450.88,0.0,398.16,11.26,-6.29,381.91,2.485,9292000.0,1.2176224
1996-11-10,09292000,35328.19,0.0,422.44,13.43,-7.33,352.49,3.05,9292000.0,1.1893056
1996-11-11,09292000,35207.56,0.0,410.81,12.43,-7.35,351.83,2.54,9292000.0,1.1893056
1996-11-12,09292000,35089.04,0.0,380.45,12.48,-4.85,426.12,3.815,9292000.0,1.2459392
1996-11-13,09292000,34972.69,0.0,346.64,10.02,-4.87,425.57,2.575,9292000.0,1.2459392
1996-11-14,09292000,34858.56,0.0,349.98,1.87,-13.09,223.14,-5.609999999999999,9292000.0,1.2176224
1996-11-15,09292000,34746.73,4.43,238.77,-5.2,-18.25,145.16,-11.725,9292000.0,1.1609888
1996-11-16,09292000,34637.23,0.0,373.01,-5.44,-22.31,102.04,-13.875,9292000.0,1.3025728
1996-11-17,09292000,34530.14,12.88,261.65,-4.81,-20.03,124.56,-12.42,9292000.0,1.2459392
1996-11-18,09292000,34425.52,9.14,125.36,1.4,-4.9,424.33,-1.7500000000000002,9292000.0,1.1893056
1996-11-19,09292000,34323.41,0.0,305.63,10.27,-2.7,500.72,3.785,9292000.0,1.1609888
1996-11-20,09292000,34223.88,0.0,309.45,6.21,-6.9,364.16,-0.3450000000000002,9292000.0,1.132672
1996-11-21,09292000,34126.99,7.83,247.77,7.31,-7.32,352.68,-0.0050000000000003,9292000.0,1.1043552
1996-11-22,09292000,34032.78,20.26,190.51,0.48,-9.45,298.54,-4.484999999999999,9292000.0,1.0760384
1996-11-23,09292000,33941.33,0.0,364.32,-0.54,-17.28,157.62,-8.91,9292000.0,1.0760384
1996-11-24,09292000,33852.69,5.53,302.36,4.73,-18.04,147.76,-6.654999999999999,9292000.0,1.0477216
1996-11-25,09292000,33766.9,0.0,358.04,0.46,-16.58,167.16,-8.059999999999999,9292000.0,1.0477216
1996-11-26,09292000,33684.02,0.0,388.76,-2.18,-22.6,99.47,-12.39,9292000.0,0.991088
1996-11-27,09292000,33604.12,0.0,398.27,1.11,-21.78,106.88,-10.335,9292000.0,0.991088
1996-11-28,09292000,33527.23,2.62,258.36,2.24,-14.69,195.7,-6.225,9292000.0,0.991088
1996-11-29,09292000,33453.41,3.79,164.99,-6.0,-15.27,186.49,-10.635,9292000.0,0.991088
1996-11-30,09292000,33382.71,0.0,285.16,-6.13,-18.89,137.38,-12.51,9292000.0,0.9627712
1996-12-01,09292000,33315.18,5.93,210.18,-3.58,-16.13,173.62,-9.855,9292000.0,0.9344544
1996-12-02,09292000,33250.86,3.1,258.78,-8.54,-25.78,74.67,-17.16,9292000.0,0.8778208
1996-12-03,09292000,33189.79,2.74,263.76,-6.13,-24.38,84.8,-15.255,9292000.0,0.849504
1996-12-04,09292000,33132.03,0.0,328.05,-4.61,-20.66,117.89,-12.635,9292000.0,0.8211872
1996-12-05,09292000,33077.61,16.44,176.82,-4.69,-14.91,192.15,-9.8,9292000.0,0.8211872
1996-12-06,09292000,33026.56,3.43,220.46,-3.16,-16.55,167.65,-9.855,9292000.0,0.7928704
1996-12-07,09292000,32978.94,3.51,243.39,-0.31,-16.19,172.7,-8.25,9292000.0,0.7928704
1996-12-08,09292000,32934.76,0.0,308.13,6.91,-7.89,337.53,-0.4899999999999997,9292000.0,0.7928704
1996-12-09,09292000,32894.07,10.95,144.0,3.18,-4.94,423.14,-0.8800000000000001,9292000.0,0.7645535999999999
1996-12-10,09292000,32856.9,12.53,91.12,-0.55,-5.32,411.08,-2.935,9292000.0,0.7645535999999999
1996-12-11,09292000,32823.26,16.19,117.28,-2.75,-8.82,313.77,-5.785,9292000.0,0.7645535999999999
1996-12-12,09292000,32793.2,17.98,107.79,-0.78,-6.23,383.62,-3.5050000000000003,9292000.0,0.7362368
1996-12-13,09292000,32766.72,7.33,252.28,2.08,-13.97,207.65,-5.945,9292000.0,0.7362368
1996-12-14,09292000,32743.86,0.0,272.86,-10.15,-21.2,112.45,-15.675,9292000.0,0.7362368
1996-12-15,09292000,32724.62,2.99,282.44,-3.5,-25.42,77.15,-14.46,9292000.0,0.70792
1996-12-16,09292000,32709.02,8.27,279.7,-4.95,-26.31,71.14,-15.63,9292000.0,0.70792
1996-12-17,09292000,32697.08,0.0,253.62,-17.44,-27.67,62.77,-22.555,9292000.0,0.6796032
1996-12-18,09292000,32688.8,0.0,299.41,-9.35,-22.5,100.36,-15.925,9292000.0,0.6796032
1996-12-19,09292000,32684.19,3.76,172.78,-6.56,-15.89,177.18,-11.225,9292000.0,0.6796032
1996-12-20,09292000,32683.26,4.22,178.48,-2.1,-11.8,247.62,-6.95,9292000.0,0.6512864
1996-12-21,09292000,32686.0,12.86,77.38,-7.65,-11.34,256.96,-9.495,9292000.0,0.6512864
1996-12-22,09292000,32692.41,17.71,204.1,-8.01,-19.16,134.29,-13.585,9292000.0,0.6796032
1996-12-23,09292000,32702.49,6.41,159.39,-9.14,-17.18,159.0,-13.16,9292000.0,0.6796032
1996-12-24,09292000,32716.23,0.0,310.59,-2.38,-15.36,185.16,-8.87,9292000.0,0.70792
1996-12-25,09292000,32733.61,4.16,244.51,0.8,-13.43,216.95,-6.315,9292000.0,0.7362368
1996-12-26,09292000,32754.64,6.33,144.37,-1.57,-8.38,324.63,-4.9750000000000005,9292000.0,0.7362368
1996-12-27,09292000,32779.28,13.93,132.98,-4.21,-10.13,283.04,-7.17,9292000.0,0.7362368
1996-12-28,09292000,32807.52,1.9,211.21,-3.19,-10.14,282.76,-6.665,9292000.0,0.7645535999999999
1996-12-29,09292000,32839.34,2.36,230.8,1.82,-9.74,291.83,-3.96,9292000.0,0.7645535999999999
1996-12-30,09292000,32874.72,0.0,279.77,1.78,-8.05,333.1,-3.135,9292000.0,0.7645535999999999
1996-12-31,09292000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9292000.0,0.7645535999999999
1997-01-01,09292000,32913.8,0.0,216.59,4.41,-6.11,387.12,-0.8500000000000001,9292000.0,0.7645535999999999
1997-01-02,09292000,32956.22,7.89,139.83,5.26,-3.64,466.82,0.8099999999999998,9292000.0,0.7362368
1997-01-03,09292000,33002.11,8.93,235.11,-0.02,-17.9,149.56,-8.959999999999999,9292000.0,0.7362368
1997-01-04,09292000,33051.44,0.0,336.52,-5.13,-25.47,76.8,-15.3,9292000.0,0.70792
1997-01-05,09292000,33104.16,0.0,319.51,-8.73,-26.43,70.35,-17.58,9292000.0,0.70792
1997-01-06,09292000,33160.24,0.0,328.6,-8.43,-27.11,66.07,-17.77,9292000.0,0.6796032
1997-01-07,09292000,33219.65,3.86,195.89,-3.88,-16.56,167.48,-10.22,9292000.0,0.6796032
1997-01-08,09292000,33282.33,0.0,218.96,-4.77,-14.75,194.71,-9.76,9292000.0,0.70792
1997-01-09,09292000,33348.25,5.91,132.72,-3.52,-11.35,256.83,-7.435,9292000.0,0.7362368
1997-01-10,09292000,33417.36,6.06,152.12,-1.29,-10.33,278.54,-5.8100000000000005,9292000.0,0.7362368
1997-01-11,09292000,33489.61,8.51,231.17,-2.97,-18.41,143.18,-10.69,9292000.0,0.6796032
1997-01-12,09292000,33564.96,10.2,144.19,-12.92,-21.06,113.83,-16.99,9292000.0,0.6229696
1997-01-13,09292000,33643.35,19.79,138.9,-8.85,-16.53,167.85,-12.69,9292000.0,0.6229696
1997-01-14,09292000,33724.73,8.19,225.87,-2.93,-16.81,163.92,-9.87,9292000.0,0.6229696
1997-01-15,09292000,33809.06,0.0,368.11,1.45,-18.55,141.49,-8.55,9292000.0,0.6796032
1997-01-16,09292000,33896.27,0.0,376.13,1.2,-19.59,129.4,-9.195,9292000.0,0.70792
1997-01-17,09292000,33986.31,0.0,370.48,2.75,-16.79,164.2,-7.02,9292000.0,0.70792
1997-01-18,09292000,34079.13,0.0,340.65,5.94,-10.4,276.95,-2.23,9292000.0,0.70792
1997-01-19,09292000,34174.68,0.0,387.98,9.66,-12.28,238.26,-1.3099999999999996,9292000.0,0.70792
1997-01-20,09292000,34272.88,0.0,314.44,-0.65,-14.44,199.77,-7.545,9292000.0,0.70792
1997-01-21,09292000,34373.7,3.76,250.08,-3.43,-18.4,143.35,-10.915,9292000.0,0.70792
1997-01-22,09292000,34477.06,8.66,201.8,-5.24,-16.08,174.32,-10.66,9292000.0,0.7645535999999999
1997-01-23,09292000,34582.92,8.6,263.46,-1.02,-16.66,166.07,-8.84,9292000.0,0.7928704
1997-01-24,09292000,34691.2,0.0,368.75,-3.2,-19.74,127.78,-11.47,9292000.0,0.7928704
1997-01-25,09292000,34801.87,23.76,210.11,-4.05,-14.83,193.4,-9.44,9292000.0,0.7928704
1997-01-26,09292000,34914.85,4.36,182.74,-0.46,-9.55,296.37,-5.005000000000001,9292000.0,0.7645535999999999
1997-01-27,09292000,35030.08,0.0,438.02,3.72,-19.66,128.56,-7.97,9292000.0,0.7362368
1997-01-28,09292000,35147.52,2.07,322.01,1.98,-19.65,128.7,-8.834999999999999,9292000.0,0.70792
1997-01-29,09292000,35267.09,0.0,422.58,4.88,-14.9,192.29,-5.01,9292000.0,0.6796032
1997-01-30,09292000,35388.75,0.0,424.34,8.34,-11.51,253.54,-1.585,9292000.0,0.6796032
1997-01-31,09292000,35512.43,0.0,343.01,7.28,-6.13,386.35,0.5750000000000002,9292000.0,0.6796032
1997-02-01,09292000,35638.08,0.0,362.41,4.33,-10.03,285.18,-2.85,9292000.0,0.6512864
1997-02-02,09292000,35765.64,12.85,293.86,-1.32,-17.04,160.78,-9.18,9292000.0,0.6512864
1997-02-03,09292000,35895.05,0.0,381.05,-2.37,-16.8,164.1,-9.585,9292000.0,0.6512864
1997-02-04,09292000,36026.26,0.0,296.82,-5.5,-15.52,182.69,-10.51,9292000.0,0.6796032
1997-02-05,09292000,36159.21,2.38,278.19,-5.93,-19.12,134.72,-12.525,9292000.0,0.7362368
1997-02-06,09292000,36293.85,0.0,437.12,-5.6,-22.79,97.74,-14.195,9292000.0,0.7362368
1997-02-07,09292000,36430.12,0.0,495.85,0.96,-23.86,88.83,-11.45,9292000.0,0.6796032
1997-02-08,09292000,36567.97,0.0,498.26,2.36,-22.96,96.29,-10.3,9292000.0,0.6512864
1997-02-09,09292000,36707.35,0.0,480.75,3.16,-19.18,134.08,-8.01,9292000.0,0.6512864
1997-02-10,09292000,36848.2,0.0,460.16,1.84,-17.87,149.92,-8.015,9292000.0,0.70792
1997-02-11,09292000,36990.48,0.0,476.42,4.94,-16.42,169.37,-5.74,9292000.0,0.6512864
1997-02-12,09292000,37134.14,0.0,395.5,-2.97,-17.98,148.58,-10.475,9292000.0,0.566336
1997-02-13,09292000,37279.12,0.0,394.38,-1.82,-16.65,166.25,-9.235,9292000.0,0.5380192
1997-02-14,09292000,37425.37,3.45,296.42,0.83,-13.91,208.68,-6.54,9292000.0,0.566336
1997-02-15,09292000,37572.85,0.0,467.06,6.39,-12.63,231.66,-3.120000000000001,9292000.0,0.6229696
1997-02-16,09292000,37721.52,0.0,497.77,7.55,-13.97,207.52,-3.2100000000000004,9292000.0,0.6512864
1997-02-17,09292000,37871.32,2.29,209.96,1.68,-7.55,346.36,-2.935,9292000.0,0.5946528
1997-02-18,09292000,38022.21,0.0,505.33,2.57,-18.26,145.02,-7.845000000000001,9292000.0,0.6512864
1997-02-19,09292000,38174.15,0.0,531.07,7.57,-16.17,172.97,-4.300000000000001,9292000.0,0.6229696
1997-02-20,09292000,38327.09,0.0,439.47,-3.36,-19.01,135.99,-11.185,9292000.0,0.5946528
1997-02-21,09292000,38481.0,0.0,542.73,-1.53,-25.64,75.63,-13.585,9292000.0,0.6796032
1997-02-22,09292000,38635.82,0.0,551.02,-1.52,-26.5,69.88,-14.01,9292000.0,0.7645535999999999
1997-02-23,09292000,38791.52,0.0,502.89,-4.63,-24.16,86.51,-14.395,9292000.0,0.8211872
1997-02-24,09292000,38948.06,0.0,552.54,-1.73,-26.08,72.64,-13.905,9292000.0,0.7645535999999999
1997-02-25,09292000,39105.41,0.0,571.38,4.74,-22.64,99.09,-8.95,9292000.0,0.7928704
1997-02-26,09292000,39263.51,3.99,339.76,-0.41,-16.92,162.39,-8.665000000000001,9292000.0,0.849504
1997-02-27,09292000,39422.34,14.7,208.85,-4.22,-12.97,225.2,-8.595,9292000.0,0.8211872
1997-02-28,09292000,39581.86,5.89,317.37,-8.46,-22.34,101.75,-15.4,9292000.0,0.7928704
1997-03-01,09292000,39742.04,0.0,584.15,0.75,-23.58,91.13,-11.415,9292000.0,0.8778208
1997-03-02,09292000,39902.83,8.45,335.91,1.03,-13.88,209.08,-6.425000000000001,9292000.0,0.991088
1997-03-03,09292000,40064.2,0.0,544.6,-4.36,-24.15,86.56,-14.255,9292000.0,0.9061376
1997-03-04,09292000,40226.13,0.0,539.44,-5.16,-24.43,84.44,-14.795,9292000.0,0.9627712
1997-03-05,09292000,40388.57,0.0,587.85,4.29,-18.99,136.3,-7.35,9292000.0,1.0760384
1997-03-06,09292000,40551.49,0.0,555.26,6.92,-13.69,212.4,-3.385,9292000.0,1.1043552
1997-03-07,09292000,40714.87,0.0,565.29,6.75,-14.48,199.16,-3.865,9292000.0,1.0477216
1997-03-08,09292000,40878.67,2.5,387.49,2.97,-15.07,189.59,-6.05,9292000.0,0.8778208
1997-03-09,09292000,41042.87,2.47,454.86,8.8,-15.81,178.27,-3.505,9292000.0,0.9344544
1997-03-10,09292000,41207.42,0.0,596.55,11.94,-10.96,264.79,0.4899999999999993,9292000.0,0.7928704
1997-03-11,09292000,41372.31,0.0,571.99,11.65,-9.09,307.2,1.2800000000000002,9292000.0,0.7362368
1997-03-12,09292000,41537.49,0.0,538.12,10.19,-8.18,329.91,1.005,9292000.0,0.7645535999999999
1997-03-13,09292000,41702.95,0.0,457.31,0.92,-13.13,222.43,-6.105,9292000.0,0.7928704
1997-03-14,09292000,41868.66,0.0,462.4,2.16,-11.95,244.58,-4.895,9292000.0,0.849504
1997-03-15,09292000,42034.58,0.0,458.43,6.4,-7.57,345.95,-0.585,9292000.0,0.8211872
1997-03-16,09292000,42200.7,0.0,493.03,9.07,-6.28,382.18,1.395,9292000.0,0.9061376
1997-03-17,09292000,42366.97,0.0,519.0,5.82,-10.27,279.81,-2.225,9292000.0,0.9627712
1997-03-18,09292000,42533.38,0.0,632.59,10.8,-11.86,245.04,-0.5299999999999994,9292000.0,0.8211872
1997-03-19,09292000,42699.89,0.0,631.75,15.24,-7.75,325.67,3.745,9292000.0,0.8778208
1997-03-20,09292000,42866.49,0.0,613.65,14.96,-6.48,362.46,4.24,9292000.0,1.3025728
1997-03-21,09292000,43033.14,0.0,597.27,10.85,-8.91,311.48,0.9699999999999998,9292000.0,0.8211872
1997-03-22,09292000,43199.82,0.0,643.41,11.69,-11.07,254.2,0.3099999999999996,9292000.0,0.849504
1997-03-23,09292000,43366.49,0.0,548.66,10.76,-6.23,383.61,2.265,9292000.0,0.8778208
1997-03-24,09292000,43533.14,7.45,370.64,-2.09,-16.24,172.07,-9.165,9292000.0,1.1043552
1997-03-25,09292000,43699.74,0.0,687.55,8.27,-16.63,165.4,-4.18,9292000.0,0.8778208
1997-03-26,09292000,43866.26,0.0,680.87,13.12,-11.19,245.78,0.965,9292000.0,0.8778208
1997-03-27,09292000,44032.67,0.0,439.52,2.1,-9.74,291.76,-3.82,9292000.0,0.9344544
1997-03-28,09292000,44198.94,0.0,652.41,7.06,-13.86,209.48,-3.4,9292000.0,0.9344544
1997-03-29,09292000,44365.05,0.0,646.97,4.52,-16.04,174.84,-5.76,9292000.0,0.9061376
1997-03-30,09292000,44530.98,0.0,663.13,9.92,-11.93,235.52,-1.005,9292000.0,0.9061376
1997-03-31,09292000,44696.68,3.41,493.65,4.4,-16.92,162.43,-6.260000000000001,9292000.0,0.9627712
1997-04-01,09292000,44862.15,0.0,531.76,-2.99,-17.73,151.73,-10.36,9292000.0,1.0477216
1997-04-02,09292000,45027.33,5.46,418.62,0.24,-15.55,182.2,-7.655,9292000.0,1.0477216
1997-04-03,09292000,45192.22,5.64,464.1,8.99,-9.67,293.45,-0.3399999999999998,9292000.0,1.1043552
1997-04-04,09292000,45356.77,0.0,709.47,4.82,-18.63,138.84,-6.904999999999999,9292000.0,1.0477216
1997-04-05,09292000,45520.97,3.39,471.14,-2.89,-21.24,112.14,-12.065,9292000.0,1.0477216
1997-04-06,09292000,45684.77,3.11,544.74,1.15,-23.62,90.77,-11.235,9292000.0,0.9627712
1997-04-07,09292000,45848.15,0.0,688.59,5.75,-15.82,176.21,-5.035,9292000.0,1.41584
1997-04-08,09292000,46011.08,5.75,492.79,2.49,-17.08,160.22,-7.294999999999999,9292000.0,0.7928704
1997-04-09,09292000,46173.52,11.63,360.02,2.99,-9.39,299.99,-3.2,9292000.0,1.1043552
1997-04-10,09292000,46335.44,5.76,526.65,-0.7,-22.29,102.22,-11.495,9292000.0,1.0760384
1997-04-11,09292000,46496.82,0.0,737.34,-2.9,-26.54,69.65,-14.72,9292000.0,1.0760384
1997-04-12,09292000,46657.61,0.0,750.16,-2.55,-27.24,65.29,-14.895,9292000.0,1.0760384
1997-04-13,09292000,46817.79,3.66,594.64,4.25,-27.14,65.92,-11.445,9292000.0,1.0760384
1997-04-14,09292000,46977.31,0.0,644.24,6.76,-11.96,226.95,-2.6000000000000005,9292000.0,0.9627712
