M-D,M,D,1979_SWE_in,1980_SWE_in,1981_SWE_in,1982_SWE_in,1983_SWE_in,1984_SWE_in,1985_SWE_in,1986_SWE_in,1987_SWE_in,1988_SWE_in,1989_SWE_in,1990_SWE_in,1991_SWE_in,1992_SWE_in,1993_SWE_in,1994_SWE_in,1995_SWE_in,1996_SWE_in,1997_SWE_in,1998_SWE_in,1999_SWE_in,2000_SWE_in,2001_SWE_in,2002_SWE_in,2003_SWE_in,2004_SWE_in,2005_SWE_in,2006_SWE_in,2007_SWE_in,2008_SWE_in,2009_SWE_in,2010_SWE_in,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
10-11,10,11,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.0,0.027900015065999997,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017416676071666665,0.0,0.0,0.00250000135,0.027900015065999997,2023-10-11
10-12,10,12,0.0,0.0,0.0,0.015200008207999998,0.027900015065999997,0.0,0.005100002754000001,0.027900015065999997,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.012700006858,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.005100002754000001,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0024291679784166666,0.0,0.0006250003375,0.0058500031590000105,0.027900015065999997,2023-10-12
10-13,10,13,0.0,0.0,0.0,0.015200008207999998,0.020300010961999997,0.0,0.005100002754000001,0.03300001782,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.002168751171125,0.0,0.0,0.006630003580200022,0.03300001782,2023-10-13
10-14,10,14,0.0,0.0,0.0,0.025400013716,0.010200005508000001,0.0,0.010200005508000001,0.027900015065999997,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002222917867041667,0.0,0.0,0.010200005508000001,0.027900015065999997,2023-10-14
10-15,10,15,0.0,0.0,0.022900012366000002,0.027900015065999997,0.005100002754000001,0.0,0.012700006858,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002541668039166667,0.0,0.0,0.010950005913000011,0.027900015065999997,2023-10-15
10-16,10,16,0.0,0.0,0.025400013716,0.027900015065999997,0.005100002754000001,0.0,0.015200008207999998,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.007600004103999999,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002431251312875,0.0,0.0,0.00838000452520001,0.027900015065999997,2023-10-16
10-17,10,17,0.0,0.0,0.03300001782,0.027900015065999997,0.0,0.0,0.022900012366000002,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.015200008207999998,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.002589584731708333,0.0,0.0,0.0058500031590000105,0.03300001782,2023-10-17
10-18,10,18,0.0,0.0,0.038100020574,0.038100020574,0.0,0.0,0.03300001782,0.005100002754000001,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.012700006858,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.004022918839041666,0.0,0.005100002754000001,0.012700006858,0.038100020574,2023-10-18
10-19,10,19,0.0,0.00250000135,0.038100020574,0.038100020574,0.0,0.0,0.03300001782,0.005100002754000001,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.015200008207999998,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.00250000135,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.004545835788083334,0.0,0.003150001701,0.015200008207999998,0.038100020574,2023-10-19
10-20,10,20,0.0,0.010200005508000001,0.038100020574,0.040600021923999995,0.0,0.0,0.03300001782,0.005100002754000001,0.03300001782,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.015200008207999998,0.0,0.007600004103999999,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.020300010961999997,0.0,0.010200005508000001,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.005445836274083332,0.0,0.0057250030915000005,0.02258001219320003,0.040600021923999995,2023-10-20
10-21,10,21,0.0,0.035600019223999996,0.038100020574,0.048300026082,0.0,0.0,0.038100020574,0.005100002754000001,0.03300001782,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.005100002754000001,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040600021923999995,0.0,0.007600004103999999,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.022900012366000002,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006614586905208333,0.0,0.005100002754000001,0.033780018241200006,0.048300026082,2023-10-21
10-22,10,22,0.0,0.035600019223999996,0.038100020574,0.048300026082,0.0,0.0,0.040600021923999995,0.022900012366000002,0.03300001782,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050800027432,0.0,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900012366000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006881253715874999,0.0,0.0,0.033780018241200006,0.050800027432,2023-10-22
10-23,10,23,0.0,0.035600019223999996,0.038100020574,0.048300026082,0.0,0.0,0.040600021923999995,0.022900012366000002,0.03050001647,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.010200005508000001,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.0,0.055900030186,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.007729170840416667,0.0,0.010200005508000001,0.03203001729620002,0.055900030186,2023-10-23
10-24,10,24,0.0,0.035600019223999996,0.038100020574,0.048300026082,0.0,0.0,0.040600021923999995,0.022900012366000002,0.03050001647,0.0,0.0,0.0,0.00250000135,0.007600004103999999,0.0,0.0,0.0,0.007600004103999999,0.012700006858,0.00250000135,0.0,0.0,0.0,0.00250000135,0.022900012366000002,0.0,0.058400031536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.0,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.0,0.007935420951791667,0.0,0.007600004103999999,0.03203001729620002,0.058400031536,2023-10-24
10-25,10,25,0.0,0.03300001782,0.03300001782,0.048300026082,0.0,0.0,0.040600021923999995,0.007600004103999999,0.022900012366000002,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.007600004103999999,0.020300010961999997,0.010200005508000001,0.0,0.0,0.0,0.00250000135,0.022900012366000002,0.0,0.06100003294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0076187541141249995,0.0,0.007600004103999999,0.02943001589220002,0.06100003294,2023-10-25
10-26,10,26,0.0,0.03050001647,0.03300001782,0.048300026082,0.0,0.0,0.040600021923999995,0.007600004103999999,0.015200008207999998,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.007600004103999999,0.027900015065999997,0.007600004103999999,0.0,0.0,0.0,0.0,0.025400013716,0.0,0.07110003839399999,0.0,0.007600004103999999,0.0,0.0,0.0,0.020300010961999997,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.007600004103999999,0.012700006858,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.008935421491791667,0.0,0.0133250071955,0.02868001548720001,0.07110003839399999,2023-10-26
10-27,10,27,0.0,0.03050001647,0.03300001782,0.048300026082,0.015200008207999998,0.0,0.048300026082,0.007600004103999999,0.007600004103999999,0.0,0.0,0.005100002754000001,0.0,0.007600004103999999,0.0,0.0,0.0,0.007600004103999999,0.027900015065999997,0.007600004103999999,0.0,0.0,0.0,0.0,0.015200008207999998,0.0,0.07110003839399999,0.0,0.007600004103999999,0.0,0.0,0.0,0.035600019223999996,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.007600004103999999,0.015200008207999998,0.025400013716,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.009891672008166666,0.0,0.0133250071955,0.03125001687500001,0.07110003839399999,2023-10-27
10-28,10,28,0.0,0.027900015065999997,0.038100020574,0.048300026082,0.015200008207999998,0.0,0.053300028782,0.007600004103999999,0.005100002754000001,0.0,0.0,0.010200005508000001,0.0,0.025400013716,0.0,0.0,0.0,0.0,0.027900015065999997,0.00250000135,0.0,0.0,0.0,0.0,0.015200008207999998,0.0,0.078700042498,0.0,0.007600004103999999,0.0,0.0,0.010200005508000001,0.035600019223999996,0.0,0.012700006858,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.007600004103999999,0.015200008207999998,0.025400013716,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.010631255740875,0.0,0.015200008207999998,0.03021001631340003,0.078700042498,2023-10-28
10-29,10,29,0.0,0.027900015065999997,0.038100020574,0.053300028782,0.017800009611999998,0.0,0.053300028782,0.007600004103999999,0.00250000135,0.0,0.0,0.022900012366000002,0.0,0.025400013716,0.0,0.0,0.0,0.0,0.038100020574,0.0,0.0,0.010200005508000001,0.0,0.0,0.015200008207999998,0.0,0.08380004525200001,0.0,0.0,0.0,0.0,0.012700006858,0.03300001782,0.0,0.005100002754000001,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.010200005508000001,0.020300010961999997,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.011056255970374998,0.0,0.015850008558999998,0.03453001864620002,0.08380004525200001,2023-10-29
10-30,10,30,0.0,0.027900015065999997,0.040600021923999995,0.06350003429000001,0.010200005508000001,0.0,0.053300028782,0.007600004103999999,0.0,0.0,0.0,0.022900012366000002,0.0,0.025400013716,0.0,0.0,0.0,0.0,0.038100020574,0.0,0.0,0.010200005508000001,0.0,0.0,0.020300010961999997,0.0,0.088900048006,0.0,0.0,0.0,0.0,0.015200008207999998,0.027900015065999997,0.0,0.005100002754000001,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.0,0.0,0.020300010961999997,0.005100002754000001,0.015200008207999998,0.0,0.0,0.0,0.0,0.011214589389208334,0.0,0.0164750088965,0.03096001671840004,0.088900048006,2023-10-30
10-31,10,31,0.0,0.038100020574,0.040600021923999995,0.068600037044,0.012700006858,0.0,0.055900030186,0.012700006858,0.007600004103999999,0.0,0.0,0.020300010961999997,0.0,0.025400013716,0.012700006858,0.0,0.0,0.0,0.038100020574,0.0,0.0,0.0,0.010200005508000001,0.0,0.020300010961999997,0.007600004103999999,0.088900048006,0.0,0.0,0.0,0.0,0.015200008207999998,0.03300001782,0.0,0.005100002754000001,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.022900012366000002,0.0,0.0,0.020300010961999997,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.012168756571124999,0.0,0.0164750088965,0.038100020574,0.088900048006,2023-10-31
11-01,11,1,0.0,0.038100020574,0.038100020574,0.068600037044,0.025400013716,0.0,0.06350003429000001,0.010200005508000001,0.010200005508000001,0.0,0.0,0.022900012366000002,0.0,0.025400013716,0.012700006858,0.0,0.0,0.012700006858,0.038100020574,0.007600004103999999,0.0,0.0,0.015200008207999998,0.005100002754000001,0.020300010961999997,0.015200008207999998,0.09650005211,0.0,0.0,0.0,0.0,0.012700006858,0.03300001782,0.0,0.00250000135,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.022900012366000002,0.0,0.0,0.017800009611999998,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.013441673925166667,0.003800002052,0.0184250099495,0.038100020574,0.09650005211,2023-11-01
11-02,11,2,0.0,0.038100020574,0.038100020574,0.068600037044,0.027900015065999997,0.0,0.06350003429000001,0.010200005508000001,0.005100002754000001,0.0,0.0,0.022900012366000002,0.007600004103999999,0.03050001647,0.022900012366000002,0.0,0.0,0.012700006858,0.038100020574,0.005100002754000001,0.00250000135,0.0,0.020300010961999997,0.00250000135,0.020300010961999997,0.020300010961999997,0.09650005211,0.0,0.0,0.0,0.0,0.007600004103999999,0.03050001647,0.007600004103999999,0.00250000135,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.022900012366000002,0.0,0.0,0.015200008207999998,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.013916674181666666,0.005100002754000001,0.020950011313,0.038100020574,0.09650005211,2023-11-02
11-03,11,3,0.0,0.038100020574,0.03300001782,0.068600037044,0.038100020574,0.0,0.07110003839399999,0.010200005508000001,0.005100002754000001,0.0,0.0,0.022900012366000002,0.012700006858,0.03050001647,0.03300001782,0.0,0.005100002754000001,0.012700006858,0.038100020574,0.005100002754000001,0.0,0.0,0.020300010961999997,0.0,0.022900012366000002,0.020300010961999997,0.09650005211,0.0,0.0,0.0,0.0,0.00250000135,0.027900015065999997,0.007600004103999999,0.00250000135,0.017800009611999998,0.0,0.0,0.0,0.0,0.00250000135,0.022900012366000002,0.0,0.0,0.035600019223999996,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.014922924725041664,0.005100002754000001,0.022900012366000002,0.038100020574,0.09650005211,2023-11-03
11-04,11,4,0.0,0.038100020574,0.03300001782,0.068600037044,0.038100020574,0.0,0.078700042498,0.007600004103999999,0.007600004103999999,0.0,0.012700006858,0.022900012366000002,0.012700006858,0.03050001647,0.03300001782,0.00250000135,0.005100002754000001,0.012700006858,0.038100020574,0.005100002754000001,0.0,0.0,0.020300010961999997,0.0,0.027900015065999997,0.025400013716,0.09400005076,0.0,0.0,0.0,0.005100002754000001,0.0,0.022900012366000002,0.007600004103999999,0.00250000135,0.020300010961999997,0.00250000135,0.0,0.0,0.00250000135,0.005100002754000001,0.017800009611999998,0.0,0.0,0.035600019223999996,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.015608341761833332,0.006350003429,0.023525012703500003,0.038100020574,0.09400005076,2023-11-04
11-05,11,5,0.0,0.038100020574,0.025400013716,0.068600037044,0.038100020574,0.0,0.08130004390199999,0.010200005508000001,0.007600004103999999,0.0,0.015200008207999998,0.022900012366000002,0.012700006858,0.03050001647,0.03300001782,0.00250000135,0.005100002754000001,0.012700006858,0.048300026082,0.005100002754000001,0.0,0.0,0.020300010961999997,0.0,0.027900015065999997,0.025400013716,0.09400005076,0.017800009611999998,0.0,0.0,0.020300010961999997,0.0,0.010200005508000001,0.012700006858,0.00250000135,0.020300010961999997,0.0,0.0,0.0,0.007600004103999999,0.007600004103999999,0.017800009611999998,0.0,0.0,0.035600019223999996,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.01645834222083333,0.010200005508000001,0.023525012703500003,0.038100020574,0.09400005076,2023-11-05
11-06,11,6,0.0,0.038100020574,0.022900012366000002,0.068600037044,0.038100020574,0.0,0.08130004390199999,0.017800009611999998,0.00250000135,0.0,0.012700006858,0.020300010961999997,0.025400013716,0.03050001647,0.03300001782,0.00250000135,0.010200005508000001,0.012700006858,0.050800027432,0.005100002754000001,0.0,0.0,0.027900015065999997,0.0,0.027900015065999997,0.025400013716,0.09140004935599999,0.025400013716,0.0,0.0,0.020300010961999997,0.0,0.007600004103999999,0.012700006858,0.0,0.022900012366000002,0.0,0.0,0.0,0.012700006858,0.007600004103999999,0.017800009611999998,0.0,0.0,0.058400031536,0.0,0.017800009611999998,0.0,0.0,0.0,0.0,0.017672926210041667,0.012700006858,0.025400013716,0.041910022631400055,0.09140004935599999,2023-11-06
11-07,11,7,0.0,0.038100020574,0.017800009611999998,0.068600037044,0.038100020574,0.0,0.08130004390199999,0.017800009611999998,0.015200008207999998,0.005100002754000001,0.012700006858,0.020300010961999997,0.025400013716,0.027900015065999997,0.035600019223999996,0.005100002754000001,0.010200005508000001,0.012700006858,0.050800027432,0.00250000135,0.020300010961999997,0.0,0.03300001782,0.0,0.03050001647,0.025400013716,0.088900048006,0.025400013716,0.0,0.0,0.020300010961999997,0.0,0.0,0.012700006858,0.0,0.022900012366000002,0.0,0.007600004103999999,0.0,0.022900012366000002,0.007600004103999999,0.017800009611999998,0.0,0.0,0.06100003294,0.0,0.017800009611999998,0.0,0.0,0.0,0.0,0.018735426783791666,0.013950007532999999,0.025400013716,0.041910022631400055,0.088900048006,2023-11-07
11-08,11,8,0.0,0.038100020574,0.005100002754000001,0.068600037044,0.038100020574,0.012700006858,0.08130004390199999,0.022900012366000002,0.027900015065999997,0.010200005508000001,0.012700006858,0.020300010961999997,0.025400013716,0.027900015065999997,0.038100020574,0.007600004103999999,0.010200005508000001,0.017800009611999998,0.050800027432,0.00250000135,0.022900012366000002,0.0,0.03300001782,0.00250000135,0.03050001647,0.025400013716,0.08380004525200001,0.022900012366000002,0.0,0.0,0.020300010961999997,0.0,0.0,0.017800009611999998,0.0,0.025400013716,0.0,0.007600004103999999,0.0,0.022900012366000002,0.007600004103999999,0.017800009611999998,0.010200005508000001,0.0,0.06100003294,0.0,0.017800009611999998,0.0,0.0,0.0,0.0018750010125,0.019741677327166668,0.017800009611999998,0.026025014053500002,0.041910022631400055,0.08380004525200001,2023-11-08
11-09,11,9,0.0,0.045700024677999995,0.0,0.068600037044,0.038100020574,0.015200008207999998,0.12700006858000001,0.027900015065999997,0.050800027432,0.017800009611999998,0.012700006858,0.020300010961999997,0.03050001647,0.027900015065999997,0.040600021923999995,0.010200005508000001,0.010200005508000001,0.020300010961999997,0.050800027432,0.010200005508000001,0.03300001782,0.0,0.040600021923999995,0.0,0.045700024677999995,0.025400013716,0.08380004525200001,0.022900012366000002,0.0,0.0,0.020300010961999997,0.0,0.017800009611999998,0.017800009611999998,0.0,0.020300010961999997,0.0,0.010200005508000001,0.0,0.022900012366000002,0.007600004103999999,0.012700006858,0.015200008207999998,0.0,0.06350003429000001,0.0,0.017800009611999998,0.0,0.0,0.0,0.0,0.022964595734208337,0.017800009611999998,0.0311250168075,0.050800027432,0.12700006858000001,2023-11-09
