M-D,M,D,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
10-22,10,22,0.03050001647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002700001458,0.0,0.0,0.006350003429,0.03050001647,2023-10-22
10-23,10,23,0.03300001782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0025375013702499997,0.0,0.0,0.0038000020519999996,0.03300001782,2023-10-23
10-24,10,24,0.03300001782,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.003018751630125,0.0,0.0,0.007650004131000001,0.03300001782,2023-10-24
10-25,10,25,0.03300001782,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.002693751454625,0.0,0.0,0.005050002727,0.03300001782,2023-10-25
10-26,10,26,0.053300028782,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.005393752912625,0.0,0.0019000010259999998,0.012700006858,0.053300028782,2023-10-26
10-27,10,27,0.06350003429000001,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.010200005508000001,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.00698750377325,0.0,0.010200005508000001,0.013950007532999999,0.06350003429000001,2023-10-27
10-28,10,28,0.06600003564,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.007600004103999999,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.006825003685499999,0.0,0.008250004455,0.012700006858,0.06600003564,2023-10-28
10-29,10,29,0.073700039798,0.0,0.005100002754000001,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.006675003604499999,0.0,0.005100002754000001,0.011450006183000001,0.073700039798,2023-10-29
10-30,10,30,0.073700039798,0.0,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.010200005508000001,0.022900012366000002,0.0,0.0,0.0,0.0,0.007943754289624998,0.0,0.006375003442500001,0.019050010287,0.073700039798,2023-10-30
10-31,10,31,0.073700039798,0.0,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.010200005508000001,0.015200008207999998,0.0,0.0,0.0,0.0,0.007462504029749999,0.0,0.006375003442500001,0.015200008207999998,0.073700039798,2023-10-31
11-01,11,1,0.076200041148,0.0,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.007600004103999999,0.015200008207999998,0.0,0.0,0.0,0.0,0.0076125041107499986,0.0,0.007600004103999999,0.015200008207999998,0.076200041148,2023-11-01
11-02,11,2,0.076200041148,0.005100002754000001,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.005100002754000001,0.015200008207999998,0.0,0.0,0.0,0.0,0.0077750041985,0.0,0.0057250030915000005,0.015200008207999998,0.076200041148,2023-11-02
11-03,11,3,0.078700042498,0.005100002754000001,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.025400013716,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.009200004968,0.0,0.00950000513,0.020300010962,0.078700042498,2023-11-03
11-04,11,4,0.078700042498,0.005100002754000001,0.0,0.017800009611999998,0.00250000135,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.027900015065999997,0.0,0.020300010961999997,0.0,0.0,0.0,0.0,0.009993755396625,0.0,0.010150005480999999,0.024100013014,0.078700042498,2023-11-04
11-05,11,5,0.08380004525200001,0.007600004103999999,0.0,0.017800009611999998,0.00250000135,0.00250000135,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.020300010961999997,0.0,0.0,0.0,0.0,0.010468755653125,0.001250000675,0.010150005480999999,0.024100013014,0.08380004525200001,2023-11-05
11-06,11,6,0.08380004525200001,0.007600004103999999,0.0,0.017800009611999998,0.0,0.00250000135,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.043200023328,0.0,0.027900015065999997,0.0,0.0,0.0,0.0,0.011743756341625,0.0,0.010150005480999999,0.035550019197,0.08380004525200001,2023-11-06
11-07,11,7,0.086400046656,0.007600004103999999,0.00250000135,0.017800009611999998,0.0,0.00250000135,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.043200023328,0.0,0.027900015065999997,0.0,0.0,0.0,0.0,0.01253750677025,0.001250000675,0.013975007546499999,0.035550019197,0.086400046656,2023-11-07
11-08,11,8,0.086400046656,0.007600004103999999,0.00250000135,0.017800009611999998,0.0,0.00250000135,0.0,0.012700006858,0.0,0.0,0.007600004103999999,0.0,0.043200023328,0.012700006858,0.027900015065999997,0.0,0.0,0.0,0.0,0.013806257455375,0.005050002727,0.013975007546499999,0.035550019197,0.086400046656,2023-11-08
11-09,11,9,0.086400046656,0.005100002754000001,0.005100002754000001,0.010200005508000001,0.0,0.00250000135,0.0,0.012700006858,0.0,0.0,0.012700006858,0.0,0.043200023328,0.010200005508000001,0.027900015065999997,0.0,0.0,0.0,0.0,0.013500007290000001,0.005100002754000001,0.012700006858,0.035550019197,0.086400046656,2023-11-09
11-10,11,10,0.086400046656,0.005100002754000001,0.03300001782,0.007600004103999999,0.0,0.005100002754000001,0.0,0.012700006858,0.0,0.0,0.012700006858,0.005100002754000001,0.048300026082,0.010200005508000001,0.027900015065999997,0.0,0.0,0.0,0.0,0.015881258575875,0.006350003429,0.01650000891,0.040650021950999995,0.086400046656,2023-11-10
11-11,11,11,0.09650005211,0.007600004103999999,0.038100020574,0.005100002754000001,0.00250000135,0.020300010961999997,0.0,0.012700006858,0.0,0.0,0.012700006858,0.0,0.048300026082,0.010200005508000001,0.027900015065999997,0.0,0.0,0.0,0.0,0.017618759514125,0.008900004806,0.022200011987999996,0.043200023328,0.09650005211,2023-11-11
11-12,11,12,0.09650005211,0.007600004103999999,0.038100020574,0.0,0.00250000135,0.020300010961999997,0.0,0.012700006858,0.0,0.0,0.020300010961999997,0.0,0.048300026082,0.010200005508000001,0.027900015065999997,0.0,0.0,0.0,0.0,0.0177750095985,0.008900004806,0.022200011987999996,0.043200023328,0.09650005211,2023-11-12
11-13,11,13,0.09650005211,0.020300010961999997,0.038100020574,0.0,0.00250000135,0.020300010961999997,0.0,0.012700006858,0.0,0.0,0.020300010961999997,0.0,0.048300026082,0.005100002754000001,0.035600019223999996,0.0,0.0,0.0,0.0,0.018731260114875,0.008900004806,0.024125013027499996,0.043200023328,0.09650005211,2023-11-13
11-14,11,14,0.09650005211,0.022900012366000002,0.038100020574,0.0,0.010200005508000001,0.017800009611999998,0.0,0.012700006858,0.0,0.0,0.03300001782,0.0,0.048300026082,0.005100002754000001,0.035600019223999996,0.0,0.0,0.0,0.0,0.02001251080675,0.011450006183000001,0.033650018170999996,0.043200023328,0.09650005211,2023-11-14
11-15,11,15,0.111800060372,0.022900012366000002,0.038100020574,0.0,0.015200008207999998,0.017800009611999998,0.0,0.012700006858,0.0,0.0,0.040600021923999995,0.0,0.048300026082,0.005100002754000001,0.035600019223999996,0.0,0.0,0.0,0.0,0.021756261748375,0.013950007532999999,0.036225019561499996,0.044450024002999994,0.111800060372,2023-11-15
11-16,11,16,0.111800060372,0.022900012366000002,0.038100020574,0.0,0.015200008207999998,0.017800009611999998,0.0,0.012700006858,0.0,0.0,0.040600021923999995,0.0,0.048300026082,0.0,0.035600019223999996,0.0,0.0,0.0,0.0,0.02143751157625,0.013950007532999999,0.036225019561499996,0.044450024002999994,0.111800060372,2023-11-16
11-17,11,17,0.109200058968,0.022900012366000002,0.040600021923999995,0.020300010961999997,0.015200008207999998,0.03050001647,0.0,0.017800009611999998,0.0,0.0,0.038100020574,0.0,0.048300026082,0.0,0.040600021923999995,0.0,0.0,0.0,0.0,0.023968762943125,0.019050010287,0.0387250209115,0.044450024002999994,0.109200058968,2023-11-17
11-18,11,18,0.109200058968,0.025400013716,0.043200023328,0.020300010961999997,0.015200008207999998,0.03050001647,0.007600004103999999,0.040600021923999995,0.005100002754000001,0.0,0.038100020574,0.0,0.048300026082,0.0,0.040600021923999995,0.0,0.0,0.0,0.0038250020655000005,0.026506264313374998,0.022850012338999998,0.040600021923999995,0.045750024705,0.109200058968,2023-11-18
11-19,11,19,0.109200058968,0.038100020574,0.045700024677999995,0.020300010961999997,0.015200008207999998,0.03050001647,0.007600004103999999,0.040600021923999995,0.005100002754000001,0.0,0.038100020574,0.0,0.048300026082,0.00250000135,0.040600021923999995,0.0,0.0,0.0,0.004450002403,0.027612514910749997,0.025400013715999998,0.040600021923999995,0.04700002538,0.109200058968,2023-11-19
11-20,11,20,0.11940006447600002,0.038100020574,0.045700024677999995,0.022900012366000002,0.017800009611999998,0.03050001647,0.00250000135,0.040600021923999995,0.005100002754000001,0.0,0.038100020574,0.005100002754000001,0.048300026082,0.010200005508000001,0.040600021923999995,0.0,0.0,0.001250000675,0.005100002754000001,0.029056265690374998,0.026700014418,0.040600021923999995,0.04700002538,0.11940006447600002,2023-11-20
11-21,11,21,0.11940006447600002,0.040600021923999995,0.045700024677999995,0.025400013716,0.017800009611999998,0.035600019223999996,0.0,0.040600021923999995,0.005100002754000001,0.00250000135,0.038100020574,0.005100002754000001,0.048300026082,0.010200005508000001,0.040600021923999995,0.0,0.0,0.001250000675,0.005100002754000001,0.02968751603125,0.03050001647,0.040600021923999995,0.04700002538,0.11940006447600002,2023-11-21
11-22,11,22,0.11940006447600002,0.040600021923999995,0.043200023328,0.027900015065999997,0.017800009611999998,0.035600019223999996,0.007600004103999999,0.040600021923999995,0.007600004103999999,0.00250000135,0.038100020574,0.005100002754000001,0.048300026082,0.025400013716,0.040600021923999995,0.0,0.0,0.003800002052,0.007600004103999999,0.031268766885125004,0.031750017145,0.040600021923999995,0.045750024705,0.11940006447600002,2023-11-22
11-23,11,23,0.12190006582599998,0.040600021923999995,0.043200023328,0.027900015065999997,0.03300001782,0.035600019223999996,0.017800009611999998,0.040600021923999995,0.010200005508000001,0.00250000135,0.038100020574,0.007600004103999999,0.048300026082,0.027900015065999997,0.040600021923999995,0.0,0.0,0.005050002727,0.015900008586,0.03348751808325,0.034300018522,0.040600021923999995,0.045750024705,0.12190006582599998,2023-11-23
11-24,11,24,0.152400082296,0.040600021923999995,0.043200023328,0.027900015065999997,0.040600021923999995,0.035600019223999996,0.027900015065999997,0.038100020574,0.017800009611999998,0.00250000135,0.038100020574,0.007600004103999999,0.055900030186,0.03050001647,0.040600021923999995,0.0,0.0,0.005050002727,0.025375013702499997,0.037456270226375,0.036850019899,0.040600021923999995,0.049550026757,0.152400082296,2023-11-24
11-25,11,25,0.175300094662,0.040600021923999995,0.043200023328,0.027900015065999997,0.040600021923999995,0.035600019223999996,0.027900015065999997,0.035600019223999996,0.03300001782,0.00250000135,0.038100020574,0.007600004103999999,0.055900030186,0.03050001647,0.050800027432,0.0,0.0,0.005050002727,0.027900015065999997,0.04031877177212499,0.035600019223999996,0.04125002227499999,0.053350028809,0.175300094662,2023-11-25
11-26,11,26,0.18800010152,0.038100020574,0.043200023328,0.027900015065999997,0.043200023328,0.045700024677999995,0.025400013716,0.035600019223999996,0.03300001782,0.020300010961999997,0.038100020574,0.007600004103999999,0.055900030186,0.03050001647,0.050800027432,0.0,0.0,0.013950007532999999,0.027275014728499997,0.042706273061375,0.036850019899,0.0438250236655,0.053350028809,0.18800010152,2023-11-26
11-27,11,27,0.18800010152,0.038100020574,0.040600021923999995,0.03050001647,0.043200023328,0.045700024677999995,0.027900015065999997,0.03300001782,0.03300001782,0.020300010961999997,0.038100020574,0.007600004103999999,0.055900030186,0.03050001647,0.058400031536,0.0,0.0,0.013950007532999999,0.029850016118999997,0.0431750233145,0.035550019197,0.0438250236655,0.057150030861,0.18800010152,2023-11-27
11-28,11,28,0.18800010152,0.038100020574,0.040600021923999995,0.03050001647,0.043200023328,0.045700024677999995,0.03050001647,0.040600021923999995,0.035600019223999996,0.020300010961999997,0.038100020574,0.007600004103999999,0.055900030186,0.03050001647,0.058400031536,0.0,0.0,0.013950007532999999,0.03050001647,0.043975023746499996,0.038100020574,0.0438250236655,0.057150030861,0.18800010152,2023-11-28
11-29,11,29,0.18800010152,0.043200023328,0.040600021923999995,0.03050001647,0.043200023328,0.048300026082,0.038100020574,0.040600021923999995,0.040600021923999995,0.03300001782,0.038100020574,0.007600004103999999,0.06600003564,0.03050001647,0.058400031536,0.0,0.0,0.019050010287,0.0323750174825,0.046668775201125,0.040600021923999995,0.0444750240165,0.062200033588,0.18800010152,2023-11-29
11-30,11,30,0.18800010152,0.040600021923999995,0.043200023328,0.03050001647,0.043200023328,0.048300026082,0.040600021923999995,0.040600021923999995,0.043200023328,0.045700024677999995,0.038100020574,0.007600004103999999,0.068600037044,0.03050001647,0.058400031536,0.0,0.0,0.019050010287,0.036200019548,0.04794377588962499,0.041900022626,0.046350025029,0.06350003429000001,0.18800010152,2023-11-30
12-01,12,1,0.18800010152,0.045700024677999995,0.043200023328,0.03050001647,0.043200023328,0.048300026082,0.040600021923999995,0.040600021923999995,0.058400031536,0.045700024677999995,0.038100020574,0.007600004103999999,0.068600037044,0.03050001647,0.058400031536,0.00250000135,0.00250000135,0.019050010287,0.036200019548,0.049368776659124994,0.043200023328,0.0508250274455,0.06350003429000001,0.18800010152,2023-12-01
12-02,12,2,0.18800010152,0.045700024677999995,0.043200023328,0.03050001647,0.043200023328,0.048300026082,0.043200023328,0.040600021923999995,0.058400031536,0.050800027432,0.040600021923999995,0.007600004103999999,0.07110003839399999,0.03300001782,0.058400031536,0.00250000135,0.00250000135,0.019050010287,0.038700020897999995,0.050318777172125004,0.043200023328,0.052700028458,0.064750034965,0.18800010152,2023-12-02
12-03,12,3,0.18800010152,0.045700024677999995,0.055900030186,0.035600019223999996,0.043200023328,0.053300028782,0.043200023328,0.040600021923999995,0.058400031536,0.050800027432,0.040600021923999995,0.007600004103999999,0.076200041148,0.038100020574,0.058400031536,0.00250000135,0.00250000135,0.021600011663999996,0.039975021586499994,0.052381278285875,0.044450024002999994,0.056525030523500004,0.06730003634199999,0.18800010152,2023-12-03
12-04,12,4,0.198100106974,0.045700024677999995,0.055900030186,0.045700024677999995,0.043200023328,0.053300028782,0.043200023328,0.050800027432,0.058400031536,0.050800027432,0.040600021923999995,0.007600004103999999,0.08130004390199999,0.045700024677999995,0.058400031536,0.005100002754000001,0.005100002754000001,0.024100013013999996,0.043200023328,0.05523752982824999,0.048250026055,0.056525030523500004,0.069850037719,0.198100106974,2023-12-04
12-05,12,5,0.203200109728,0.045700024677999995,0.055900030186,0.045700024677999995,0.045700024677999995,0.053300028782,0.045700024677999995,0.050800027432,0.058400031536,0.050800027432,0.040600021923999995,0.007600004103999999,0.08130004390199999,0.045700024677999995,0.058400031536,0.005100002754000001,0.005100002754000001,0.024100013013999996,0.045700024677999995,0.05586878016912499,0.048250026055,0.056525030523500004,0.069850037719,0.203200109728,2023-12-05
12-06,12,6,0.203200109728,0.045700024677999995,0.055900030186,0.045700024677999995,0.045700024677999995,0.053300028782,0.048300026082,0.048300026082,0.06100003294,0.050800027432,0.040600021923999995,0.007600004103999999,0.086400046656,0.045700024677999995,0.058400031536,0.007600004103999999,0.007600004103999999,0.024100013013999996,0.045700024677999995,0.056512530516749995,0.048300026082,0.056525030523500004,0.073700039798,0.203200109728,2023-12-06
12-07,12,7,0.203200109728,0.043200023328,0.055900030186,0.045700024677999995,0.045700024677999995,0.053300028782,0.050800027432,0.048300026082,0.06100003294,0.050800027432,0.040600021923999995,0.007600004103999999,0.086400046656,0.045700024677999995,0.058400031536,0.015200008207999998,0.007600004103999999,0.027900015065999997,0.045075024340499995,0.05698753077325,0.049550026757,0.056525030523500004,0.073700039798,0.203200109728,2023-12-07
12-08,12,8,0.203200109728,0.043200023328,0.055900030186,0.050800027432,0.045700024677999995,0.055900030186,0.050800027432,0.048300026082,0.06100003294,0.050800027432,0.040600021923999995,0.007600004103999999,0.088900048006,0.055900030186,0.058400031536,0.015200008207999998,0.007600004103999999,0.027900015065999997,0.045075024340499995,0.058262531461750006,0.050800027432,0.056525030523500004,0.074950040473,0.203200109728,2023-12-08
12-09,12,9,0.203200109728,0.043200023328,0.06600003564,0.050800027432,0.045700024677999995,0.055900030186,0.055900030186,0.048300026082,0.06100003294,0.055900030186,0.040600021923999995,0.010200005508000001,0.088900048006,0.06350003429000001,0.058400031536,0.015200008207999998,0.010200005508000001,0.027900015065999997,0.045075024340499995,0.060168782491125,0.055900030186,0.0616250332775,0.077450041823,0.203200109728,2023-12-09
12-10,12,10,0.203200109728,0.043200023328,0.06600003564,0.050800027432,0.045700024677999995,0.055900030186,0.058400031536,0.048300026082,0.06100003294,0.055900030186,0.040600021923999995,0.025400013716,0.088900048006,0.06350003429000001,0.06100003294,0.015200008207999998,0.015200008207999998,0.03300001782,0.045075024340499995,0.06143753317625,0.055900030186,0.0616250332775,0.077450041823,0.203200109728,2023-12-10
12-11,12,11,0.203200109728,0.043200023328,0.068600037044,0.050800027432,0.045700024677999995,0.06100003294,0.076200041148,0.048300026082,0.06100003294,0.055900030186,0.040600021923999995,0.025400013716,0.088900048006,0.06350003429000001,0.06100003294,0.012700006858,0.012700006858,0.03300001782,0.045075024340499995,0.0628750339525,0.058450031563,0.06477503497850001,0.08255004457699999,0.203200109728,2023-12-11
12-12,12,12,0.203200109728,0.045700024677999995,0.068600037044,0.050800027432,0.045700024677999995,0.058400031536,0.076200041148,0.048300026082,0.06100003294,0.058400031536,0.040600021923999995,0.025400013716,0.09140004935599999,0.06350003429000001,0.06100003294,0.012700006858,0.012700006858,0.03300001782,0.045700024677999995,0.06318128411787499,0.058400031536,0.06477503497850001,0.083800045252,0.203200109728,2023-12-12
12-13,12,13,0.203200109728,0.045700024677999995,0.07110003839399999,0.050800027432,0.045700024677999995,0.055900030186,0.076200041148,0.048300026082,0.06350003429000001,0.07110003839399999,0.045700024677999995,0.027900015065999997,0.09400005076,0.06350003429000001,0.06100003294,0.012700006858,0.012700006858,0.036800019871999996,0.045700024677999995,0.064768784975125,0.058450031563,0.07110003839399999,0.085100045954,0.203200109728,2023-12-13
12-14,12,14,0.203200109728,0.045700024677999995,0.07110003839399999,0.055900030186,0.050800027432,0.06100003294,0.076200041148,0.055900030186,0.06350003429000001,0.078700042498,0.050800027432,0.027900015065999997,0.101600054864,0.06350003429000001,0.06100003294,0.012700006858,0.012700006858,0.036800019871999996,0.050800027432,0.067468786433125,0.06100003294,0.0723750390825,0.090150048681,0.203200109728,2023-12-14
12-15,12,15,0.20570011107800001,0.045700024677999995,0.073700039798,0.055900030186,0.050800027432,0.06350003429000001,0.08380004525200001,0.055900030186,0.06600003564,0.088900048006,0.053300028782,0.040600021923999995,0.101600054864,0.06350003429000001,0.06100003294,0.012700006858,0.012700006858,0.043150023301,0.0526750284445,0.07016253788775001,0.062250033615000006,0.0762250411615,0.09525005143500001,0.20570011107800001,2023-12-15
12-16,12,16,0.20570011107800001,0.045700024677999995,0.073700039798,0.055900030186,0.050800027432,0.068600037044,0.08380004525200001,0.055900030186,0.06600003564,0.088900048006,0.053300028782,0.040600021923999995,0.109200058968,0.06350003429000001,0.06100003294,0.012700006858,0.012700006858,0.043150023301,0.0526750284445,0.070956288316375,0.062250033615000006,0.0762250411615,0.099050053487,0.20570011107800001,2023-12-16
12-17,12,17,0.20570011107800001,0.045700024677999995,0.073700039798,0.055900030186,0.053300028782,0.068600037044,0.101600054864,0.058400031536,0.06600003564,0.088900048006,0.053300028782,0.045700024677999995,0.109200058968,0.06350003429000001,0.068600037044,0.012700006858,0.012700006858,0.045700024677999995,0.053300028782,0.0731750395145,0.06475003496500001,0.07750004184999999,0.105400056916,0.20570011107800001,2023-12-17
12-18,12,18,0.20570011107800001,0.045700024677999995,0.088900048006,0.055900030186,0.053300028782,0.068600037044,0.101600054864,0.058400031536,0.06600003564,0.088900048006,0.058400031536,0.045700024677999995,0.109200058968,0.06350003429000001,0.068600037044,0.020300010961999997,0.020300010961999997,0.045700024677999995,0.055250029835000006,0.074918790456125,0.06475003496500001,0.088900048006,0.105400056916,0.20570011107800001,2023-12-18
12-19,12,19,0.20570011107800001,0.045700024677999995,0.09400005076,0.055900030186,0.053300028782,0.068600037044,0.101600054864,0.058400031536,0.06600003564,0.09140004935599999,0.058400031536,0.045700024677999995,0.109200058968,0.06350003429000001,0.068600037044,0.020300010961999997,0.020300010961999997,0.045700024677999995,0.055250029835000006,0.075393790712625,0.06475003496500001,0.092050049707,0.105400056916,0.20570011107800001,2023-12-19
12-20,12,20,0.20570011107800001,0.045700024677999995,0.09400005076,0.06600003564,0.053300028782,0.07110003839399999,0.104100056214,0.058400031536,0.06600003564,0.09140004935599999,0.058400031536,0.045700024677999995,0.109200058968,0.06350003429000001,0.068600037044,0.03300001782,0.03300001782,0.045700024677999995,0.0571250308475,0.077131291650875,0.06600003564,0.092050049707,0.10665005759099999,0.20570011107800001,2023-12-20
