M-D,M,D,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
12-21,12,21,0.20570011107800001,0.045700024677999995,0.09400005076,0.06600003564,0.053300028782,0.073700039798,0.104100056214,0.06600003564,0.068600037044,0.09140004935599999,0.058400031536,0.045700024677999995,0.109200058968,0.06350003429000001,0.068600037044,0.043200023328,0.043200023328,0.045700024677999995,0.0571250308475,0.078568792427125,0.06730003634199999,0.092050049707,0.10665005759099999,0.20570011107800001,2023-12-21
12-22,12,22,0.20570011107800001,0.053300028782,0.09400005076,0.068600037044,0.06350003429000001,0.088900048006,0.104100056214,0.06600003564,0.07110003839399999,0.09140004935599999,0.058400031536,0.045700024677999995,0.12190006582599998,0.06350003429000001,0.068600037044,0.043200023328,0.043200023328,0.049500026729999994,0.0622250336015,0.081743794141625,0.068600037044,0.092050049707,0.11300006101999999,0.20570011107800001,2023-12-22
12-23,12,23,0.228600123444,0.053300028782,0.09400005076,0.07110003839399999,0.068600037044,0.101600054864,0.104100056214,0.06600003564,0.07110003839399999,0.09140004935599999,0.06100003294,0.048300026082,0.12190006582599998,0.06350003429000001,0.068600037044,0.043200023328,0.043200023328,0.050800027432,0.0628750339525,0.084768795775125,0.069850037719,0.095900051786,0.11300006101999999,0.228600123444,2023-12-23
12-24,12,24,0.228600123444,0.053300028782,0.09650005211,0.07110003839399999,0.068600037044,0.104100056214,0.104100056214,0.076200041148,0.07110003839399999,0.09140004935599999,0.06100003294,0.06100003294,0.12190006582599998,0.06600003564,0.07110003839399999,0.043200023328,0.043200023328,0.057150030861,0.064750034965,0.0868250468855,0.07110003839399999,0.098400053136,0.11300006101999999,0.228600123444,2023-12-24
12-25,12,25,0.23880012895200003,0.053300028782,0.09910005351399999,0.07110003839399999,0.07110003839399999,0.104100056214,0.109200058968,0.08130004390199999,0.07110003839399999,0.09400005076,0.06350003429000001,0.073700039798,0.12190006582599998,0.06600003564,0.07110003839399999,0.043200023328,0.043200023328,0.058400031536,0.0698250377055,0.08953129834687498,0.07240003909599999,0.10035005418899999,0.115550062397,0.23880012895200003,2023-12-25
12-26,12,26,0.23880012895200003,0.053300028782,0.09910005351399999,0.07110003839399999,0.073700039798,0.106700057618,0.111800060372,0.086400046656,0.073700039798,0.09650005211,0.06350003429000001,0.076200041148,0.12190006582599998,0.06600003564,0.078700042498,0.043200023328,0.043200023328,0.058400031536,0.0698250377055,0.09128754929525,0.077450041823,0.10100005454,0.11685006309899999,0.23880012895200003,2023-12-26
12-27,12,27,0.23880012895200003,0.053300028782,0.09910005351399999,0.07110003839399999,0.076200041148,0.104100056214,0.111800060372,0.086400046656,0.076200041148,0.09650005211,0.068600037044,0.09400005076,0.12190006582599998,0.06600003564,0.078700042498,0.045700024677999995,0.045700024677999995,0.059650032211,0.07047503805649999,0.09302505023350001,0.08255004457699999,0.10035005418899999,0.11685006309899999,0.23880012895200003,2023-12-27
12-28,12,28,0.24380013165199996,0.053300028782,0.104100056214,0.07110003839399999,0.076200041148,0.104100056214,0.114300061722,0.086400046656,0.078700042498,0.09650005211,0.068600037044,0.101600054864,0.13460007268399998,0.06600003564,0.09400005076,0.055900030186,0.053300028782,0.060950032912999996,0.07047503805649999,0.0968250522855,0.090200048708,0.104100056214,0.12445006720299999,0.24380013165199996,2023-12-28
12-29,12,29,0.24380013165199996,0.058400031536,0.104100056214,0.07110003839399999,0.078700042498,0.106700057618,0.114300061722,0.086400046656,0.078700042498,0.09650005211,0.07110003839399999,0.101600054864,0.14220007678799998,0.06600003564,0.09400005076,0.055900030186,0.055900030186,0.062200033588,0.07110003839399999,0.09809380297062499,0.090200048708,0.104750056565,0.128250069255,0.24380013165199996,2023-12-29
12-30,12,30,0.24380013165199996,0.06100003294,0.104100056214,0.07110003839399999,0.078700042498,0.106700057618,0.114300061722,0.086400046656,0.08130004390199999,0.09650005211,0.07110003839399999,0.106700057618,0.14220007678799998,0.06600003564,0.101600054864,0.055900030186,0.055900030186,0.06350003429,0.07110003839399999,0.09921255357475,0.091450049383,0.106700057618,0.128250069255,0.24380013165199996,2023-12-30
12-31,12,31,0.246400133056,0.06100003294,0.104100056214,0.07110003839399999,0.078700042498,0.106700057618,0.114300061722,0.086400046656,0.08130004390199999,0.09650005211,0.073700039798,0.12190006582599998,0.14480007819200003,0.06600003564,0.111800060372,0.055900030186,0.055900030186,0.06350003429,0.07305003944699999,0.10128755469525,0.091450049383,0.11242506070950001,0.133350072009,0.246400133056,2023-12-31
01-01,1,1,0.246400133056,0.06100003294,0.104100056214,0.07110003839399999,0.078700042498,0.106700057618,0.114300061722,0.086400046656,0.08130004390199999,0.101600054864,0.078700042498,0.12450006723,0.154900083646,0.06600003564,0.114300061722,0.055900030186,0.055900030186,0.06350003429,0.076800041472,0.102868805549125,0.09400005076000001,0.114300061722,0.139700075438,0.246400133056,2023-01-01
01-02,1,2,0.246400133056,0.06350003429000001,0.104100056214,0.07110003839399999,0.08130004390199999,0.106700057618,0.116800063072,0.086400046656,0.08130004390199999,0.109200058968,0.078700042498,0.12450006723,0.16260008780399998,0.06600003564,0.114300061722,0.055900030186,0.055900030186,0.06475003496500001,0.076800041472,0.10430005632199998,0.095250051435,0.1149250620595,0.143550077517,0.246400133056,2023-01-02
01-03,1,3,0.246400133056,0.06350003429000001,0.104100056214,0.07110003839399999,0.08130004390199999,0.111800060372,0.12950006993,0.086400046656,0.08380004525200001,0.109200058968,0.08130004390199999,0.12700006858000001,0.170200091908,0.06600003564,0.116800063072,0.058400031536,0.058400031536,0.06475003496500001,0.078750042525,0.1066750576045,0.095250051435,0.11935006444900001,0.14985008091899998,0.246400133056,2023-01-03
01-04,1,4,0.246400133056,0.06350003429000001,0.104100056214,0.076200041148,0.08130004390199999,0.111800060372,0.13210007133399998,0.086400046656,0.08380004525200001,0.109200058968,0.08130004390199999,0.12950006993,0.170200091908,0.06600003564,0.11940006447600002,0.058400031536,0.058400031536,0.06475003496500001,0.08002504321349999,0.1074750580365,0.095250051435,0.12192506583950001,0.151150081621,0.246400133056,2023-01-04
01-05,1,5,0.246400133056,0.06350003429000001,0.104100056214,0.076200041148,0.08380004525200001,0.111800060372,0.152400082296,0.086400046656,0.086400046656,0.109200058968,0.08130004390199999,0.12950006993,0.170200091908,0.068600037044,0.11940006447600002,0.058400031536,0.058400031536,0.066050035667,0.08002504321349999,0.1092250589815,0.095250051435,0.12192506583950001,0.161300087102,0.246400133056,2023-01-05
01-06,1,6,0.248900134406,0.06350003429000001,0.104100056214,0.076200041148,0.08380004525200001,0.111800060372,0.152400082296,0.086400046656,0.086400046656,0.109200058968,0.088900048006,0.147300079542,0.170200091908,0.07110003839399999,0.11940006447600002,0.068600037044,0.06350003429000001,0.069850037719,0.081900044226,0.11176256035175001,0.09650005211,0.1263750682425,0.161300087102,0.248900134406,2023-01-06
01-07,1,7,0.248900134406,0.06350003429000001,0.104100056214,0.076200041148,0.08380004525200001,0.111800060372,0.152400082296,0.088900048006,0.09140004935599999,0.111800060372,0.088900048006,0.147300079542,0.175300094662,0.07110003839399999,0.12190006582599998,0.068600037044,0.06350003429000001,0.069850037719,0.081900044226,0.112868810949125,0.09775005278499999,0.128250069255,0.163850088479,0.248900134406,2023-01-07
01-08,1,8,0.248900134406,0.068600037044,0.104100056214,0.08380004525200001,0.08380004525200001,0.116800063072,0.15750008505,0.088900048006,0.09910005351399999,0.111800060372,0.088900048006,0.149900080946,0.175300094662,0.076200041148,0.12190006582599998,0.07110003839399999,0.068600037044,0.07365003977099999,0.08380004525200001,0.11541256232274999,0.10160005486399999,0.12890006960599998,0.166400089856,0.248900134406,2023-01-08
01-09,1,9,0.248900134406,0.068600037044,0.104100056214,0.08380004525200001,0.08380004525200001,0.11940006447600002,0.16260008780399998,0.088900048006,0.09910005351399999,0.111800060372,0.088900048006,0.149900080946,0.175300094662,0.078700042498,0.12190006582599998,0.073700039798,0.068600037044,0.076200041148,0.08380004525200001,0.11621256275474999,0.10160005486399999,0.12890006960599998,0.16895009123299998,0.248900134406,2023-01-09
01-10,1,10,0.259100139914,0.068600037044,0.104100056214,0.088900048006,0.08380004525200001,0.116800063072,0.19050010287,0.09140004935599999,0.09910005351399999,0.114300061722,0.088900048006,0.149900080946,0.175300094662,0.08380004525200001,0.12450006723,0.073700039798,0.068600037044,0.07875004252500001,0.08762504731750001,0.119543814553625,0.10160005486399999,0.130850070659,0.182900098766,0.259100139914,2023-01-10
01-11,1,11,0.259100139914,0.068600037044,0.111800060372,0.09140004935599999,0.086400046656,0.116800063072,0.20570011107800001,0.09650005211,0.09910005351399999,0.116800063072,0.088900048006,0.149900080946,0.18540010011600003,0.09140004935599999,0.12450006723,0.073700039798,0.068600037044,0.08005004322699999,0.09077504901849999,0.1228750663525,0.105450056943,0.130850070659,0.19555010559700003,0.259100139914,2023-01-11
01-12,1,12,0.259100139914,0.068600037044,0.111800060372,0.09400005076,0.086400046656,0.116800063072,0.226100122094,0.09910005351399999,0.09910005351399999,0.12190006582599998,0.088900048006,0.149900080946,0.18800010152,0.09140004935599999,0.12700006858000001,0.073700039798,0.068600037044,0.08005004322699999,0.09077504901849999,0.12511256756074998,0.105450056943,0.1327250716715,0.207050111807,0.259100139914,2023-01-12
01-13,1,13,0.27940015087599995,0.068600037044,0.111800060372,0.101600054864,0.09400005076,0.116800063072,0.226100122094,0.101600054864,0.09910005351399999,0.12190006582599998,0.088900048006,0.149900080946,0.18800010152,0.106700057618,0.12950006993,0.073700039798,0.068600037044,0.08130004390199999,0.0978250528255,0.128600069444,0.10925005899500001,0.13460007268399998,0.207050111807,0.27940015087599995,2023-01-13
01-14,1,14,0.27940015087599995,0.068600037044,0.111800060372,0.101600054864,0.09400005076,0.116800063072,0.226100122094,0.101600054864,0.09910005351399999,0.12700006858000001,0.088900048006,0.149900080946,0.18800010152,0.114300061722,0.12950006993,0.073700039798,0.068600037044,0.08130004390199999,0.0978250528255,0.129393819872625,0.113050061047,0.13460007268399998,0.207050111807,0.27940015087599995,2023-01-14
01-15,1,15,0.27940015087599995,0.068600037044,0.111800060372,0.101600054864,0.09400005076,0.116800063072,0.226100122094,0.101600054864,0.09910005351399999,0.12700006858000001,0.088900048006,0.149900080946,0.18800010152,0.12190006582599998,0.12950006993,0.073700039798,0.068600037044,0.08130004390199999,0.0978250528255,0.12986882012912498,0.114300061722,0.13460007268399998,0.207050111807,0.27940015087599995,2023-01-15
01-16,1,16,0.27940015087599995,0.068600037044,0.114300061722,0.101600054864,0.09400005076,0.11940006447600002,0.226100122094,0.101600054864,0.101600054864,0.13460007268399998,0.09140004935599999,0.149900080946,0.18800010152,0.12450006723,0.12950006993,0.073700039798,0.068600037044,0.08255004457699999,0.099700053838,0.13113757081424998,0.116850063099,0.1384250747495,0.207050111807,0.27940015087599995,2023-01-16
01-17,1,17,0.27940015087599995,0.068600037044,0.114300061722,0.101600054864,0.09650005211,0.12190006582599998,0.226100122094,0.101600054864,0.101600054864,0.13460007268399998,0.09140004935599999,0.149900080946,0.18800010152,0.12450006723,0.12950006993,0.07110003839399999,0.068600037044,0.08125004387499998,0.1003250541755,0.13128757089525,0.11810006377399998,0.1384250747495,0.207050111807,0.27940015087599995,2023-01-17
01-18,1,18,0.27940015087599995,0.07110003839399999,0.114300061722,0.101600054864,0.09650005211,0.12450006723,0.226100122094,0.101600054864,0.12450006723,0.14220007678799998,0.09140004935599999,0.149900080946,0.18800010152,0.13460007268399998,0.12950006993,0.07110003839399999,0.07110003839399999,0.08125004387499998,0.1003250541755,0.134143822437625,0.12450006723,0.14412507782749998,0.207050111807,0.27940015087599995,2023-01-18
01-19,1,19,0.27940015087599995,0.073700039798,0.114300061722,0.101600054864,0.09650005211,0.12700006858000001,0.226100122094,0.101600054864,0.12450006723,0.14480007819200003,0.09140004935599999,0.149900080946,0.18800010152,0.13460007268399998,0.13460007268399998,0.073700039798,0.073700039798,0.08255004457699999,0.1003250541755,0.13510632295737499,0.125750067905,0.14607507888050003,0.207050111807,0.27940015087599995,2023-01-19
01-20,1,20,0.27940015087599995,0.076200041148,0.114300061722,0.101600054864,0.09650005211,0.12700006858000001,0.226100122094,0.106700057618,0.12450006723,0.14480007819200003,0.09140004935599999,0.149900080946,0.18800010152,0.13460007268399998,0.13460007268399998,0.073700039798,0.073700039798,0.083800045252,0.1003250541755,0.135581323213875,0.125750067905,0.14607507888050003,0.207050111807,0.27940015087599995,2023-01-20
01-21,1,21,0.27940015087599995,0.076200041148,0.114300061722,0.101600054864,0.09650005211,0.13460007268399998,0.231100124794,0.12700006858000001,0.12700006858000001,0.147300079542,0.09140004935599999,0.149900080946,0.18800010152,0.13460007268399998,0.13460007268399998,0.073700039798,0.073700039798,0.083800045252,0.1003250541755,0.137950074493,0.130800070632,0.147950079893,0.209550113157,0.27940015087599995,2023-01-21
01-22,1,22,0.28960015638400005,0.09140004935599999,0.114300061722,0.101600054864,0.09650005211,0.13460007268399998,0.23370012619799999,0.12700006858000001,0.137200074088,0.147300079542,0.09140004935599999,0.149900080946,0.18800010152,0.13460007268399998,0.13460007268399998,0.073700039798,0.073700039798,0.09140004935599999,0.1003250541755,0.14033757578224998,0.13460007268399998,0.147950079893,0.210850113859,0.28960015638400005,2023-01-22
01-23,1,23,0.28960015638400005,0.09140004935599999,0.114300061722,0.101600054864,0.09650005211,0.13460007268399998,0.23370012619799999,0.12950006993,0.137200074088,0.149900080946,0.09400005076,0.149900080946,0.18800010152,0.13460007268399998,0.13460007268399998,0.073700039798,0.073700039798,0.092700050058,0.1003250541755,0.14081882604212498,0.13460007268399998,0.149900080946,0.210850113859,0.28960015638400005,2023-01-23
01-24,1,24,0.28960015638400005,0.09400005076,0.114300061722,0.101600054864,0.09650005211,0.137200074088,0.248900134406,0.12950006993,0.14220007678799998,0.149900080946,0.09400005076,0.149900080946,0.18800010152,0.13460007268399998,0.13460007268399998,0.073700039798,0.073700039798,0.09400005076,0.1003250541755,0.142406326899375,0.13460007268399998,0.149900080946,0.218450117963,0.28960015638400005,2023-01-24
01-25,1,25,0.297200160488,0.09400005076,0.116800063072,0.101600054864,0.09650005211,0.147300079542,0.248900134406,0.13210007133399998,0.14220007678799998,0.152400082296,0.09400005076,0.154900083646,0.19300010422,0.13460007268399998,0.13460007268399998,0.073700039798,0.073700039798,0.09400005076,0.1003250541755,0.14461257809075,0.13460007268399998,0.1530250826335,0.22095011931300002,0.297200160488,2023-01-25
01-26,1,26,0.299700161838,0.09400005076,0.116800063072,0.101600054864,0.09910005351399999,0.147300079542,0.248900134406,0.137200074088,0.14220007678799998,0.152400082296,0.09400005076,0.154900083646,0.195600105624,0.13970007543799998,0.13460007268399998,0.073700039798,0.073700039798,0.09400005076,0.1009750545265,0.14573132869487498,0.13845007476299998,0.1530250826335,0.222250120015,0.299700161838,2023-01-26
01-27,1,27,0.302300163242,0.09910005351399999,0.116800063072,0.101600054864,0.09910005351399999,0.147300079542,0.248900134406,0.137200074088,0.14220007678799998,0.154900083646,0.09400005076,0.154900083646,0.195600105624,0.14220007678799998,0.13460007268399998,0.073700039798,0.073700039798,0.09655005213699999,0.1009750545265,0.1465250791235,0.139700075438,0.154900083646,0.222250120015,0.302300163242,2023-01-27
01-28,1,28,0.30730016594200005,0.09910005351399999,0.12190006582599998,0.101600054864,0.101600054864,0.147300079542,0.248900134406,0.137200074088,0.14220007678799998,0.15750008505,0.09400005076,0.154900083646,0.198100106974,0.14220007678799998,0.13460007268399998,0.073700039798,0.073700039798,0.09655005213699999,0.101600054864,0.147631329720875,0.139700075438,0.155550083997,0.22350012069,0.30730016594200005,2023-01-28
01-29,1,29,0.30730016594200005,0.09910005351399999,0.12190006582599998,0.101600054864,0.101600054864,0.147300079542,0.248900134406,0.137200074088,0.13970007543799998,0.15750008505,0.09650005211,0.15750008505,0.198100106974,0.14220007678799998,0.13460007268399998,0.073700039798,0.073700039798,0.097800052812,0.101600054864,0.147793829808625,0.13845007476299998,0.15750008505,0.22350012069,0.30730016594200005,2023-01-29
01-30,1,30,0.312400168696,0.09910005351399999,0.12450006723,0.11940006447600002,0.101600054864,0.154900083646,0.248900134406,0.137200074088,0.13970007543799998,0.15750008505,0.09650005211,0.15750008505,0.20570011107800001,0.14220007678799998,0.13460007268399998,0.073700039798,0.073700039798,0.097800052812,0.11495006207300001,0.15033758118225,0.13845007476299998,0.15750008505,0.227300122742,0.312400168696,2023-01-30
01-31,1,31,0.3200001728,0.09910005351399999,0.12950006993,0.11940006447600002,0.104100056214,0.16760009050400002,0.248900134406,0.137200074088,0.13970007543799998,0.15750008505,0.09650005211,0.15750008505,0.20570011107800001,0.14220007678799998,0.13460007268399998,0.076200041148,0.076200041148,0.097800052812,0.11557506241050002,0.152231332204875,0.13845007476299998,0.1600250864135,0.227300122742,0.3200001728,2023-01-31
02-01,2,1,0.332700179658,0.09910005351399999,0.12950006993,0.11940006447600002,0.104100056214,0.17270009325799998,0.248900134406,0.137200074088,0.13970007543799998,0.1600000864,0.09650005211,0.15750008505,0.20570011107800001,0.14220007678799998,0.14220007678799998,0.076200041148,0.076200041148,0.097800052812,0.11557506241050002,0.1539750831465,0.14095007611299998,0.1631750881145,0.227300122742,0.332700179658,2023-02-01
02-02,2,2,0.332700179658,0.101600054864,0.12950006993,0.11940006447600002,0.104100056214,0.18030009736199998,0.248900134406,0.137200074088,0.13970007543799998,0.1600000864,0.09910005351399999,0.15750008505,0.20570011107800001,0.14220007678799998,0.14480007819200003,0.076200041148,0.076200041148,0.100350054189,0.11557506241050002,0.15493133366287498,0.14095007611299998,0.16507508914049998,0.227300122742,0.332700179658,2023-02-02
02-03,2,3,0.332700179658,0.101600054864,0.12950006993,0.11940006447600002,0.104100056214,0.18030009736199998,0.248900134406,0.137200074088,0.14220007678799998,0.1600000864,0.09910005351399999,0.15750008505,0.20570011107800001,0.152400082296,0.14480007819200003,0.076200041148,0.076200041148,0.100350054189,0.11557506241050002,0.1557250840915,0.14350007749,0.16507508914049998,0.227300122742,0.332700179658,2023-02-03
02-04,2,4,0.332700179658,0.101600054864,0.12950006993,0.11940006447600002,0.109200058968,0.18030009736199998,0.25150013581,0.14220007678799998,0.16260008780399998,0.1600000864,0.101600054864,0.15750008505,0.20570011107800001,0.152400082296,0.14480007819200003,0.076200041148,0.076200041148,0.101600054864,0.116850063099,0.157950085293,0.148600080244,0.16702509019349998,0.22860012344400002,0.332700179658,2023-02-04
02-05,2,5,0.332700179658,0.101600054864,0.12950006993,0.11940006447600002,0.114300061722,0.18290009876600002,0.25400013716000003,0.14220007678799998,0.165100089154,0.16260008780399998,0.101600054864,0.15750008505,0.20570011107800001,0.15750008505,0.147300079542,0.076200041148,0.076200041148,0.101600054864,0.11812506378750001,0.159381336065875,0.152400082296,0.16955009155700002,0.22985012411900002,0.332700179658,2023-02-05
02-06,2,6,0.337800182412,0.101600054864,0.12950006993,0.11940006447600002,0.116800063072,0.18540010011600003,0.25400013716000003,0.14480007819200003,0.17270009325799998,0.16760009050400002,0.106700057618,0.15750008505,0.20570011107800001,0.15750008505,0.154900083646,0.076200041148,0.076200041148,0.104150056241,0.11875006412500001,0.161756337348375,0.15620008434799998,0.17587509497249998,0.22985012411900002,0.337800182412,2023-02-06
02-07,2,7,0.337800182412,0.101600054864,0.12950006993,0.11940006447600002,0.116800063072,0.18540010011600003,0.259100139914,0.14480007819200003,0.175300094662,0.170200091908,0.106700057618,0.15750008505,0.20570011107800001,0.15750008505,0.154900083646,0.076200041148,0.076200041148,0.104150056241,0.11875006412500001,0.162400087696,0.15620008434799998,0.1778250960255,0.232400125496,0.337800182412,2023-02-07
02-08,2,8,0.340400183816,0.101600054864,0.12950006993,0.12700006858000001,0.116800063072,0.18540010011600003,0.26670014401799996,0.14480007819200003,0.175300094662,0.170200091908,0.106700057618,0.15750008505,0.208300112482,0.175300094662,0.16760009050400002,0.076200041148,0.076200041148,0.104150056241,0.124450067203,0.16558133941387498,0.162550087777,0.1778250960255,0.23750012825,0.340400183816,2023-02-08
02-09,2,9,0.34290018516599996,0.106700057618,0.12950006993,0.137200074088,0.116800063072,0.18540010011600003,0.26670014401799996,0.147300079542,0.175300094662,0.170200091908,0.106700057618,0.15750008505,0.21080011383199998,0.18030009736199998,0.16760009050400002,0.076200041148,0.076200041148,0.106700057618,0.1263250682155,0.16731884035212502,0.162550087777,0.18157509805049998,0.23875012892499997,0.34290018516599996,2023-02-09
02-10,2,10,0.35050018927,0.106700057618,0.13210007133399998,0.14480007819200003,0.12450006723,0.18540010011600003,0.26670014401799996,0.147300079542,0.175300094662,0.170200091908,0.106700057618,0.1600000864,0.21080011383199998,0.18030009736199998,0.16760009050400002,0.076200041148,0.076200041148,0.106700057618,0.130200070308,0.169068841297125,0.163800088452,0.18157509805049998,0.23875012892499997,0.35050018927,2023-02-10
02-11,2,11,0.35050018927,0.109200058968,0.13210007133399998,0.14480007819200003,0.12700006858000001,0.18540010011600003,0.26670014401799996,0.149900080946,0.18030009736199998,0.17270009325799998,0.106700057618,0.1600000864,0.21080011383199998,0.18030009736199998,0.16760009050400002,0.078700042498,0.078700042498,0.107950058293,0.13082507064549997,0.170168841891125,0.163800088452,0.18157509805049998,0.23875012892499997,0.35050018927,2023-02-11
02-12,2,12,0.35050018927,0.109200058968,0.13210007133399998,0.14480007819200003,0.12700006858000001,0.18540010011600003,0.274300148122,0.149900080946,0.18030009736199998,0.17270009325799998,0.106700057618,0.1600000864,0.21080011383199998,0.18030009736199998,0.16760009050400002,0.086400046656,0.086400046656,0.107950058293,0.13082507064549997,0.1711250924075,0.163800088452,0.18157509805049998,0.24255013097699998,0.35050018927,2023-02-12
02-13,2,13,0.35050018927,0.11940006447600002,0.13210007133399998,0.147300079542,0.12700006858000001,0.18540010011600003,0.274300148122,0.149900080946,0.18290009876600002,0.17270009325799998,0.109200058968,0.1600000864,0.21080011383199998,0.18030009736199998,0.16760009050400002,0.086400046656,0.086400046656,0.11430006172200001,0.13082507064549997,0.17223759300824998,0.163800088452,0.1835250991035,0.24255013097699998,0.35050018927,2023-02-13
02-14,2,14,0.35310019067400006,0.11940006447600002,0.13210007133399998,0.152400082296,0.12950006993,0.18540010011600003,0.274300148122,0.149900080946,0.18800010152,0.17270009325799998,0.11940006447600002,0.1600000864,0.21080011383199998,0.18030009736199998,0.16760009050400002,0.086400046656,0.086400046656,0.11940006447600002,0.131450070983,0.173831343868875,0.163800088452,0.18605010046700002,0.24255013097699998,0.35310019067400006,2023-02-14
02-15,2,15,0.37850020439,0.116800063072,0.13210007133399998,0.152400082296,0.12950006993,0.18800010152,0.274300148122,0.152400082296,0.198100106974,0.175300094662,0.11940006447600002,0.1600000864,0.21080011383199998,0.18290009876600002,0.18030009736199998,0.086400046656,0.086400046656,0.11810006377400001,0.131450070983,0.17732509575549998,0.167650090531,0.1905251028835,0.24255013097699998,0.37850020439,2023-02-15
02-16,2,16,0.37850020439,0.116800063072,0.13210007133399998,0.152400082296,0.12950006993,0.18800010152,0.274300148122,0.152400082296,0.20570011107800001,0.175300094662,0.137200074088,0.1600000864,0.21080011383199998,0.18800010152,0.18030009736199998,0.086400046656,0.086400046656,0.123150066501,0.1359250733995,0.179231346784875,0.167650090531,0.1924251039095,0.24255013097699998,0.37850020439,2023-02-16
02-17,2,17,0.37850020439,0.116800063072,0.13210007133399998,0.16260008780399998,0.12950006993,0.18800010152,0.271800146772,0.154900083646,0.20570011107800001,0.18290009876600002,0.13970007543799998,0.16760009050400002,0.21080011383199998,0.19050010287,0.18800010152,0.09140004935599999,0.09140004935599999,0.123150066501,0.13780007441199998,0.18192509823949998,0.17525009463500002,0.194300104922,0.24130013030199998,0.37850020439,2023-02-17
02-18,2,18,0.37850020439,0.116800063072,0.13210007133399998,0.16260008780399998,0.12950006993,0.18800010152,0.26670014401799996,0.154900083646,0.20570011107800001,0.18290009876600002,0.14480007819200003,0.16760009050400002,0.21080011383199998,0.19300010422,0.198100106974,0.106700057618,0.106700057618,0.123150066501,0.1416250764775,0.18366884918112497,0.17525009463500002,0.200000108,0.23875012892499997,0.37850020439,2023-02-18
02-19,2,19,0.391200211248,0.116800063072,0.13460007268399998,0.16260008780399998,0.12950006993,0.19300010422,0.26670014401799996,0.16760009050400002,0.20570011107800001,0.18290009876600002,0.14480007819200003,0.16760009050400002,0.21080011383199998,0.19300010422,0.198100106974,0.116800063072,0.116800063072,0.123150066501,0.14225007681500001,0.186356350632375,0.17525009463500002,0.200000108,0.23875012892499997,0.391200211248,2023-02-19
02-20,2,20,0.391200211248,0.11940006447600002,0.13460007268399998,0.170200091908,0.12950006993,0.198100106974,0.26920014536799997,0.17270009325799998,0.20570011107800001,0.18290009876600002,0.147300079542,0.16760009050400002,0.21080011383199998,0.203200109728,0.20070010837799998,0.116800063072,0.116800063072,0.124450067203,0.1441250778275,0.188743851921625,0.177800096012,0.20382511006550003,0.24000012959999997,0.391200211248,2023-02-20
02-21,2,21,0.398800215352,0.12190006582599998,0.14480007819200003,0.17270009325799998,0.13210007133399998,0.20070010837799998,0.274300148122,0.17270009325799998,0.208300112482,0.18290009876600002,0.152400082296,0.170200091908,0.21080011383199998,0.21080011383199998,0.208300112482,0.11940006447600002,0.11940006447600002,0.12700006858,0.15050008127,0.192568853987125,0.177800096012,0.2089251128195,0.24255013097699998,0.398800215352,2023-02-21
02-22,2,22,0.398800215352,0.12450006723,0.14480007819200003,0.17270009325799998,0.13460007268399998,0.20070010837799998,0.27940015087599995,0.17270009325799998,0.208300112482,0.18540010011600003,0.152400082296,0.17270009325799998,0.22100011934000002,0.218400117936,0.208300112482,0.11940006447600002,0.11940006447600002,0.129550069957,0.15050008127,0.19463135510087498,0.179050096687,0.2108251138455,0.250200135108,0.398800215352,2023-02-22
02-23,2,23,0.40130021670199995,0.13210007133399998,0.147300079542,0.177800096012,0.13460007268399998,0.20570011107800001,0.28960015638400005,0.17270009325799998,0.208300112482,0.18540010011600003,0.152400082296,0.17270009325799998,0.228600123444,0.218400117936,0.208300112482,0.11940006447600002,0.11940006447600002,0.13335007200899998,0.1511250816075,0.19716260646774997,0.18160009806400002,0.2108251138455,0.25910013991400005,0.40130021670199995,2023-02-23
02-24,2,24,0.416600224964,0.13210007133399998,0.152400082296,0.177800096012,0.13460007268399998,0.20570011107800001,0.294600159084,0.175300094662,0.208300112482,0.18540010011600003,0.152400082296,0.17270009325799998,0.23370012619799999,0.218400117936,0.208300112482,0.11940006447600002,0.11940006447600002,0.13335007200899998,0.152400082296,0.19923135758487498,0.18160009806400002,0.2108251138455,0.264150142641,0.416600224964,2023-02-24
02-25,2,25,0.416600224964,0.13210007133399998,0.152400082296,0.177800096012,0.13460007268399998,0.20570011107800001,0.294600159084,0.175300094662,0.208300112482,0.18800010152,0.154900083646,0.17270009325799998,0.23370012619799999,0.218400117936,0.208300112482,0.11940006447600002,0.11940006447600002,0.13335007200899998,0.15427508330849998,0.199550107757,0.182900098766,0.2108251138455,0.264150142641,0.416600224964,2023-02-25
02-26,2,26,0.416600224964,0.13460007268399998,0.154900083646,0.177800096012,0.13460007268399998,0.20570011107800001,0.294600159084,0.175300094662,0.21080011383199998,0.18800010152,0.154900083646,0.177800096012,0.23880012895200003,0.218400117936,0.208300112482,0.12450006723,0.12450006723,0.13460007268399998,0.154900083646,0.2009751085265,0.182900098766,0.212700114858,0.266700144018,0.416600224964,2023-02-26
