M-D,M,D,1981_SWE_in,1982_SWE_in,1983_SWE_in,1984_SWE_in,1985_SWE_in,1986_SWE_in,1987_SWE_in,1988_SWE_in,1989_SWE_in,1990_SWE_in,1991_SWE_in,1992_SWE_in,1993_SWE_in,1994_SWE_in,1995_SWE_in,1996_SWE_in,1997_SWE_in,1998_SWE_in,1999_SWE_in,2000_SWE_in,2001_SWE_in,2002_SWE_in,2003_SWE_in,2004_SWE_in,2005_SWE_in,2006_SWE_in,2007_SWE_in,2008_SWE_in,2009_SWE_in,2010_SWE_in,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
10-11,10,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.058400031536,0.010200005508000001,0.0,0.00250000135,0.0,0.0,0.040600021923999995,0.007600004103999999,0.010200005508000001,0.0,0.0,0.0,0.027900015065999997,0.027900015065999997,0.0,0.007600004103999999,0.012700006858,0.06350003429000001,0.0,0.017800009611999998,0.0,0.0,0.012700006858,0.012700006858,0.012700006858,0.0,0.0,0.040600021923999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00816956962895652,0.0,0.010200005508000001,0.027900015065999997,0.06350003429000001,2023-10-11
10-12,10,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.055900030186,0.00250000135,0.0,0.007600004103999999,0.0,0.0,0.055900030186,0.020300010961999997,0.007600004103999999,0.0,0.0,0.0,0.027900015065999997,0.025400013716,0.007600004103999999,0.017800009611999998,0.00250000135,0.06100003294,0.0,0.012700006858,0.0,0.0,0.012700006858,0.010200005508000001,0.010200005508000001,0.0,0.007600004103999999,0.040600021923999995,0.0,0.007600004103999999,0.0,0.00250000135,0.0,0.0,0.0,0.008941309176130435,0.0,0.010200005508000001,0.026650014391,0.06100003294,2023-10-12
10-13,10,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.053300028782,0.0,0.0,0.012700006858,0.0,0.0,0.055900030186,0.020300010961999997,0.005100002754000001,0.0,0.0,0.0,0.027900015065999997,0.025400013716,0.007600004103999999,0.017800009611999998,0.0,0.058400031536,0.010200005508000001,0.020300010961999997,0.0,0.0,0.007600004103999999,0.010200005508000001,0.010200005508000001,0.0,0.005100002754000001,0.050800027432,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.009330439821043479,0.0,0.0120750065205,0.026650014391,0.058400031536,2023-10-13
10-14,10,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.053300028782,0.0,0.0,0.012700006858,0.0,0.0,0.055900030186,0.020300010961999997,0.00250000135,0.0,0.0,0.0,0.027900015065999997,0.025400013716,0.007600004103999999,0.027900015065999997,0.0,0.055900030186,0.012700006858,0.03050001647,0.0,0.0,0.005100002754000001,0.010200005508000001,0.010200005508000001,0.0,0.00250000135,0.050800027432,0.0,0.012700006858,0.0,0.005100002754000001,0.0,0.0,0.0,0.00966087478208696,0.0,0.012700006858,0.029200015768,0.055900030186,2023-10-14
10-15,10,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.058400031536,0.0,0.0,0.012700006858,0.0,0.0,0.055900030186,0.020300010961999997,0.00250000135,0.0,0.0,0.0,0.027900015065999997,0.025400013716,0.007600004103999999,0.040600021923999995,0.0,0.053300028782,0.010200005508000001,0.03050001647,0.0,0.0,0.0,0.015200008207999998,0.010200005508000001,0.0,0.0,0.050800027432,0.0,0.005100002754000001,0.0,0.005100002754000001,0.0,0.0,0.0,0.00971522263752174,0.0,0.0120750065205,0.035550019196999995,0.058400031536,2023-10-15
10-16,10,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.073700039798,0.0,0.0,0.012700006858,0.0,0.007600004103999999,0.055900030186,0.020300010961999997,0.00250000135,0.0,0.0,0.0,0.027900015065999997,0.025400013716,0.007600004103999999,0.040600021923999995,0.0,0.048300026082,0.007600004103999999,0.03050001647,0.0,0.0,0.0,0.015200008207999998,0.010200005508000001,0.0,0.0,0.050800027432,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.010267396848739133,0.0,0.0120750065205,0.035550019196999995,0.073700039798,2023-10-16
10-17,10,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.027900015065999997,0.078700042498,0.0,0.0,0.010200005508000001,0.0,0.007600004103999999,0.055900030186,0.020300010961999997,0.0,0.0,0.0,0.0,0.035600019223999996,0.035600019223999996,0.005100002754000001,0.040600021923999995,0.0,0.048300026082,0.0,0.03050001647,0.0,0.0,0.0,0.012700006858,0.010200005508000001,0.0,0.0,0.050800027432,0.0,0.0,0.0,0.03050001647,0.0,0.0,0.0,0.010934788513478262,0.0,0.0120750065205,0.038100020574,0.078700042498,2023-10-17
10-18,10,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.040600021923999995,0.09140004935599999,0.0,0.0,0.00250000135,0.0,0.0,0.055900030186,0.020300010961999997,0.0,0.0,0.005100002754000001,0.0,0.038100020574,0.043200023328,0.0,0.040600021923999995,0.0,0.048300026082,0.0,0.03050001647,0.0,0.0,0.012700006858,0.010200005508000001,0.015200008207999998,0.0,0.0,0.050800027432,0.0,0.0,0.020300010961999997,0.027900015065999997,0.0,0.0,0.0,0.012089136962913041,0.0,0.0190250102735,0.041900022626,0.09140004935599999,2023-10-18
10-19,10,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017800009611999998,0.0,0.0,0.040600021923999995,0.09140004935599999,0.0,0.0,0.0,0.0,0.0,0.050800027432,0.015200008207999998,0.0,0.0,0.025400013716,0.0,0.038100020574,0.045700024677999995,0.0,0.040600021923999995,0.0,0.048300026082,0.0,0.03050001647,0.0,0.0,0.017800009611999998,0.007600004103999999,0.015200008207999998,0.0,0.0,0.06100003294,0.0,0.0,0.03050001647,0.025400013716,0.0,0.0,0.0,0.013084789674478261,0.0,0.023500012690000002,0.043150023301,0.09140004935599999,2023-10-19
10-20,10,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.0,0.0,0.040600021923999995,0.09140004935599999,0.0,0.007600004103999999,0.0,0.0,0.0,0.050800027432,0.012700006858,0.0,0.0,0.045700024677999995,0.0,0.040600021923999995,0.045700024677999995,0.0,0.035600019223999996,0.0,0.048300026082,0.0,0.03050001647,0.0,0.0,0.017800009611999998,0.005100002754000001,0.012700006858,0.022900012366000002,0.0,0.068600037044,0.0,0.0,0.03050001647,0.027900015065999997,0.0,0.0,0.0,0.014356529491652172,0.0,0.027275014728499997,0.045700024677999995,0.09140004935599999,2023-10-20
10-21,10,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.0,0.0,0.040600021923999995,0.09140004935599999,0.0,0.010200005508000001,0.0,0.0,0.0,0.048300026082,0.007600004103999999,0.0,0.0,0.09140004935599999,0.0,0.050800027432,0.058400031536,0.0,0.035600019223999996,0.0,0.048300026082,0.0,0.03050001647,0.0,0.0,0.012700006858,0.0,0.007600004103999999,0.027900015065999997,0.0,0.068600037044,0.0,0.0,0.03300001782,0.025400013716,0.0,0.0,0.0,0.015515225769521735,0.0,0.027275014728499997,0.049550026757,0.09140004935599999,2023-10-21
10-22,10,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.025400013716,0.0,0.0,0.040600021923999995,0.088900048006,0.0,0.012700006858,0.0,0.0,0.0,0.055900030186,0.005100002754000001,0.0,0.0,0.111800060372,0.0,0.050800027432,0.058400031536,0.0,0.035600019223999996,0.0,0.048300026082,0.0,0.03050001647,0.0,0.0,0.005100002754000001,0.0,0.005100002754000001,0.03300001782,0.0,0.06600003564,0.0,0.0,0.03300001782,0.025400013716,0.0,0.0,0.0,0.016126095664608694,0.0,0.0292250157815,0.053350028809,0.111800060372,2023-10-22
10-23,10,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.025400013716,0.0,0.0,0.040600021923999995,0.088900048006,0.005100002754000001,0.012700006858,0.0,0.0,0.0,0.058400031536,0.0,0.0,0.0,0.116800063072,0.0,0.050800027432,0.058400031536,0.0,0.035600019223999996,0.00250000135,0.048300026082,0.025400013716,0.03050001647,0.0,0.0,0.0,0.0,0.010200005508000001,0.035600019223999996,0.0,0.06600003564,0.015200008207999998,0.0,0.03300001782,0.027900015065999997,0.0,0.0,0.0,0.01728044411404348,0.0,0.029850016118999997,0.054600029484,0.116800063072,2023-10-23
10-24,10,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.025400013716,0.005100002754000001,0.0,0.040600021923999995,0.08380004525200001,0.005100002754000001,0.012700006858,0.005100002754000001,0.0,0.0,0.058400031536,0.0,0.012700006858,0.0,0.12450006723,0.0,0.050800027432,0.058400031536,0.0,0.035600019223999996,0.005100002754000001,0.048300026082,0.025400013716,0.03050001647,0.0,0.0,0.0,0.0,0.010200005508000001,0.043200023328,0.0,0.068600037044,0.017800009611999998,0.0,0.027900015065999997,0.025400013716,0.0,0.0,0.0,0.018004357548434782,0.005100002754000001,0.027275014728499997,0.054600029484,0.12450006723,2023-10-24
10-25,10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.025400013716,0.005100002754000001,0.0,0.040600021923999995,0.08380004525200001,0.005100002754000001,0.022900012366000002,0.007600004103999999,0.0,0.0,0.058400031536,0.0,0.015200008207999998,0.0,0.12950006993,0.0,0.050800027432,0.058400031536,0.0,0.038100020574,0.045700024677999995,0.048300026082,0.020300010961999997,0.027900015065999997,0.0,0.0,0.0,0.0,0.010200005508000001,0.048300026082,0.0,0.07110003839399999,0.020300010961999997,0.0,0.022900012366000002,0.027900015065999997,0.0,0.0,0.0,0.019323923478391306,0.005100002754000001,0.027900015065999997,0.054600029484,0.12950006993,2023-10-25
10-26,10,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.025400013716,0.010200005508000001,0.0,0.040600021923999995,0.08380004525200001,0.010200005508000001,0.03050001647,0.010200005508000001,0.012700006858,0.0,0.058400031536,0.0,0.015200008207999998,0.0,0.147300079542,0.0,0.055900030186,0.058400031536,0.0,0.040600021923999995,0.06350003429000001,0.048300026082,0.03050001647,0.027900015065999997,0.0,0.0,0.0,0.0,0.010200005508000001,0.048300026082,0.00250000135,0.08380004525200001,0.022900012366000002,0.00250000135,0.027900015065999997,0.027900015065999997,0.0,0.0,0.0,0.02180870742886957,0.010200005508000001,0.03050001647,0.058400031536,0.147300079542,2023-10-26
10-27,10,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017800009611999998,0.025400013716,0.020300010961999997,0.0,0.040600021923999995,0.08380004525200001,0.010200005508000001,0.03300001782,0.012700006858,0.020300010961999997,0.0,0.058400031536,0.0,0.015200008207999998,0.0,0.149900080946,0.0,0.058400031536,0.058400031536,0.0,0.045700024677999995,0.078700042498,0.048300026082,0.03300001782,0.027900015065999997,0.0,0.0,0.0,0.0,0.012700006858,0.045700024677999995,0.010200005508000001,0.086400046656,0.027900015065999997,0.00250000135,0.027900015065999997,0.040600021923999995,0.0,0.0,0.0,0.023736969339695654,0.012700006858,0.038700020897999995,0.058400031536,0.149900080946,2023-10-27
10-28,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.025400013716,0.027900015065999997,0.010200005508000001,0.040600021923999995,0.08380004525200001,0.012700006858,0.03300001782,0.015200008207999998,0.027900015065999997,0.0,0.076200041148,0.0,0.015200008207999998,0.0,0.170200091908,0.0,0.058400031536,0.058400031536,0.0,0.045700024677999995,0.076200041148,0.048300026082,0.035600019223999996,0.03300001782,0.005100002754000001,0.0,0.0,0.0,0.012700006858,0.045700024677999995,0.012700006858,0.086400046656,0.027900015065999997,0.010200005508000001,0.027900015065999997,0.048300026082,0.0,0.0,0.0,0.026004361868434786,0.013950007532999999,0.03935002124899999,0.06730003634199999,0.170200091908,2023-10-28
10-29,10,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.025400013716,0.027900015065999997,0.012700006858,0.040600021923999995,0.078700042498,0.012700006858,0.050800027432,0.015200008207999998,0.025400013716,0.015200008207999998,0.08380004525200001,0.0,0.020300010961999997,0.0,0.18290009876600002,0.010200005508000001,0.058400031536,0.058400031536,0.0,0.048300026082,0.078700042498,0.048300026082,0.03300001782,0.045700024677999995,0.005100002754000001,0.00250000135,0.0,0.0,0.012700006858,0.050800027432,0.010200005508000001,0.086400046656,0.027900015065999997,0.020300010961999997,0.03050001647,0.045700024677999995,0.0,0.0,0.0,0.02804566731856522,0.017750009584999997,0.045700024677999995,0.06855003701699999,0.18290009876600002,2023-10-29
10-30,10,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.025400013716,0.027900015065999997,0.025400013716,0.040600021923999995,0.076200041148,0.012700006858,0.053300028782,0.017800009611999998,0.040600021923999995,0.017800009611999998,0.08380004525200001,0.0,0.03300001782,0.0,0.18540010011600003,0.010200005508000001,0.058400031536,0.055900030186,0.0,0.050800027432,0.078700042498,0.048300026082,0.03300001782,0.045700024677999995,0.005100002754000001,0.00250000135,0.0,0.0,0.010200005508000001,0.055900030186,0.0,0.086400046656,0.027900015065999997,0.022900012366000002,0.048300026082,0.045700024677999995,0.0,0.0,0.0,0.0293739289053913,0.024150013041,0.047650025730999995,0.06730003634199999,0.18540010011600003,2023-10-30
10-31,10,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.025400013716,0.035600019223999996,0.040600021923999995,0.040600021923999995,0.073700039798,0.012700006858,0.053300028782,0.020300010961999997,0.043200023328,0.017800009611999998,0.109200058968,0.012700006858,0.03300001782,0.0,0.18800010152,0.010200005508000001,0.058400031536,0.06100003294,0.0,0.058400031536,0.086400046656,0.048300026082,0.03300001782,0.048300026082,0.005100002754000001,0.00250000135,0.0,0.0,0.010200005508000001,0.058400031536,0.0,0.086400046656,0.027900015065999997,0.025400013716,0.048300026082,0.045700024677999995,0.0,0.0,0.0,0.03147610395360869,0.025400013716,0.048300026082,0.067350036369,0.18800010152,2023-10-31
11-01,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03050001647,0.027900015065999997,0.035600019223999996,0.06350003429000001,0.040600021923999995,0.076200041148,0.017800009611999998,0.06100003294,0.03300001782,0.043200023328,0.017800009611999998,0.12190006582599998,0.020300010961999997,0.03300001782,0.015200008207999998,0.19050010287,0.012700006858,0.058400031536,0.06100003294,0.0,0.06100003294,0.086400046656,0.048300026082,0.03300001782,0.050800027432,0.005100002754000001,0.00250000135,0.010200005508000001,0.0,0.010200005508000001,0.058400031536,0.0,0.086400046656,0.027900015065999997,0.025400013716,0.050800027432,0.045700024677999995,0.0,0.0,0.0006250003375,0.03396088790408695,0.027900015065999997,0.050800027432,0.069850037719,0.19050010287,2023-11-01
11-02,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03050001647,0.035600019223999996,0.045700024677999995,0.07110003839399999,0.040600021923999995,0.076200041148,0.017800009611999998,0.06100003294,0.03300001782,0.043200023328,0.017800009611999998,0.12450006723,0.020300010961999997,0.03300001782,0.022900012366000002,0.19050010287,0.012700006858,0.058400031536,0.06100003294,0.0,0.06100003294,0.08380004525200001,0.053300028782,0.03300001782,0.050800027432,0.027900015065999997,0.00250000135,0.010200005508000001,0.0,0.022900012366000002,0.058400031536,0.0,0.086400046656,0.027900015065999997,0.025400013716,0.050800027432,0.045700024677999995,0.0,0.0,0.0006250003375,0.035560888768086954,0.029200015768,0.0526750284445,0.07365003977099999,0.19050010287,2023-11-02
11-03,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03300001782,0.035600019223999996,0.048300026082,0.088900048006,0.040600021923999995,0.086400046656,0.017800009611999998,0.06100003294,0.03300001782,0.043200023328,0.017800009611999998,0.12450006723,0.020300010961999997,0.03300001782,0.025400013716,0.19050010287,0.012700006858,0.058400031536,0.06100003294,0.017800009611999998,0.06100003294,0.08380004525200001,0.06100003294,0.03300001782,0.050800027432,0.027900015065999997,0.00250000135,0.010200005508000001,0.0,0.022900012366000002,0.058400031536,0.0,0.09140004935599999,0.053300028782,0.025400013716,0.055900030186,0.045700024677999995,0.0,0.0,0.004425002389500001,0.03766088990208695,0.03300001782,0.0577750311985,0.085100045954,0.19050010287,2023-11-03
11-04,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035600019223999996,0.035600019223999996,0.050800027432,0.09140004935599999,0.040600021923999995,0.086400046656,0.017800009611999998,0.06100003294,0.03300001782,0.043200023328,0.017800009611999998,0.12450006723,0.020300010961999997,0.03300001782,0.03050001647,0.18540010011600003,0.015200008207999998,0.058400031536,0.06350003429000001,0.022900012366000002,0.06100003294,0.08380004525200001,0.06100003294,0.035600019223999996,0.048300026082,0.027900015065999997,0.005100002754000001,0.007600004103999999,0.00250000135,0.022900012366000002,0.058400031536,0.0,0.09140004935599999,0.053300028782,0.025400013716,0.055900030186,0.045700024677999995,0.0,0.0,0.0057250030915000005,0.038102194488217396,0.03300001782,0.0577750311985,0.085100045954,0.18540010011600003,2023-11-04
11-05,11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035600019223999996,0.038100020574,0.050800027432,0.09140004935599999,0.040600021923999995,0.088900048006,0.017800009611999998,0.068600037044,0.03300001782,0.043200023328,0.017800009611999998,0.12450006723,0.020300010961999997,0.035600019223999996,0.035600019223999996,0.18540010011600003,0.03050001647,0.058400031536,0.06350003429000001,0.03050001647,0.06100003294,0.08380004525200001,0.068600037044,0.035600019223999996,0.050800027432,0.027900015065999997,0.005100002754000001,0.007600004103999999,0.010200005508000001,0.03300001782,0.058400031536,0.0,0.088900048006,0.055900030186,0.025400013716,0.058400031536,0.045700024677999995,0.0,0.0,0.008250004455,0.03970436926643478,0.035600019223999996,0.058400031536,0.086350046629,0.18540010011600003,2023-11-05
11-06,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040600021923999995,0.040600021923999995,0.055900030186,0.09140004935599999,0.040600021923999995,0.09650005211,0.017800009611999998,0.076200041148,0.03300001782,0.053300028782,0.017800009611999998,0.13210007133399998,0.020300010961999997,0.035600019223999996,0.035600019223999996,0.18540010011600003,0.035600019223999996,0.058400031536,0.06350003429000001,0.03050001647,0.06100003294,0.08130004390199999,0.068600037044,0.043200023328,0.050800027432,0.027900015065999997,0.007600004103999999,0.005100002754000001,0.022900012366000002,0.03050001647,0.058400031536,0.0,0.088900048006,0.06600003564,0.025400013716,0.068600037044,0.045700024677999995,0.0,0.0,0.010150005480999999,0.04157828332182608,0.035600019223999996,0.060350032589,0.085100045954,0.18540010011600003,2023-11-06
11-07,11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040600021923999995,0.040600021923999995,0.06100003294,0.101600054864,0.040600021923999995,0.101600054864,0.017800009611999998,0.076200041148,0.03300001782,0.053300028782,0.017800009611999998,0.13210007133399998,0.020300010961999997,0.035600019223999996,0.035600019223999996,0.18290009876600002,0.035600019223999996,0.06100003294,0.06350003429000001,0.03300001782,0.06100003294,0.08130004390199999,0.07110003839399999,0.043200023328,0.053300028782,0.027900015065999997,0.010200005508000001,0.00250000135,0.03300001782,0.027900015065999997,0.058400031536,0.005100002754000001,0.086400046656,0.07110003839399999,0.025400013716,0.068600037044,0.045700024677999995,0.0,0.0,0.012100006534,0.042517414263739124,0.035600019223999996,0.06100003294,0.083850045279,0.18290009876600002,2023-11-07
