M-D,M,D,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
12-17,12,17,0.14220007678799998,0.022900012366000002,0.06350003429000001,0.045700024677999995,0.048300026082,0.114300061722,0.106700057618,0.06100003294,0.06100003294,0.07110003839399999,0.045700024677999995,0.050800027432,0.12950006993,0.08380004525200001,0.08130004390199999,0.045700024677999995,0.022900012366000002,0.045700024677999995,0.047650025730999995,0.073343789605625,0.062250033615000006,0.0895250483435,0.12190006582599999,0.14220007678799998,2023-12-17
12-18,12,18,0.14220007678799998,0.022900012366000002,0.076200041148,0.045700024677999995,0.048300026082,0.116800063072,0.106700057618,0.06100003294,0.06100003294,0.07110003839399999,0.048300026082,0.050800027432,0.12950006993,0.08380004525200001,0.08380004525200001,0.06100003294,0.022900012366000002,0.04700002538,0.0501750270945,0.075568790807125,0.06605003566699999,0.0895250483435,0.123150066501,0.14220007678799998,2023-12-18
12-19,12,19,0.14220007678799998,0.022900012366000002,0.08130004390199999,0.045700024677999995,0.048300026082,0.111800060372,0.106700057618,0.06100003294,0.06100003294,0.07110003839399999,0.050800027432,0.050800027432,0.12950006993,0.08380004525200001,0.08380004525200001,0.06100003294,0.022900012366000002,0.04700002538,0.050800027432,0.075731290894875,0.06605003566699999,0.0895250483435,0.12065006515099999,0.14220007678799998,2023-12-19
12-20,12,20,0.14480007819200003,0.022900012366000002,0.08130004390199999,0.053300028782,0.050800027432,0.116800063072,0.106700057618,0.06100003294,0.06350003429000001,0.073700039798,0.050800027432,0.050800027432,0.13460007268399998,0.08380004525200001,0.08380004525200001,0.073700039798,0.022900012366000002,0.050800027432,0.0526750284445,0.07826879226512501,0.073700039798,0.0895250483435,0.12570006787799998,0.14480007819200003,2023-12-20
12-21,12,21,0.14480007819200003,0.025400013716,0.08130004390199999,0.053300028782,0.053300028782,0.12190006582599998,0.106700057618,0.06600003564,0.06350003429000001,0.073700039798,0.050800027432,0.050800027432,0.13460007268399998,0.08380004525200001,0.08380004525200001,0.086400046656,0.025400013716,0.050800027432,0.053300028782,0.080006293203375,0.07750004184999999,0.0914750493965,0.128250069255,0.14480007819200003,2023-12-21
12-22,12,22,0.14480007819200003,0.03300001782,0.08130004390199999,0.055900030186,0.058400031536,0.12950006993,0.109200058968,0.06600003564,0.06600003564,0.073700039798,0.050800027432,0.050800027432,0.14480007819200003,0.08380004525200001,0.086400046656,0.086400046656,0.03300001782,0.050800027432,0.0577750311985,0.08255004457699999,0.07750004184999999,0.092100049734,0.137150074061,0.14480007819200003,2023-12-22
12-23,12,23,0.149900080946,0.035600019223999996,0.08380004525200001,0.055900030186,0.06100003294,0.14220007678799998,0.109200058968,0.06600003564,0.06600003564,0.078700042498,0.055900030186,0.050800027432,0.14480007819200003,0.08380004525200001,0.086400046656,0.086400046656,0.035600019223999996,0.053350028809,0.0597250322515,0.0847750457785,0.08125004387500001,0.092100049734,0.14350007749,0.149900080946,2023-12-23
12-24,12,24,0.149900080946,0.035600019223999996,0.08380004525200001,0.055900030186,0.06100003294,0.14220007678799998,0.109200058968,0.078700042498,0.073700039798,0.078700042498,0.055900030186,0.07110003839399999,0.14480007819200003,0.086400046656,0.09140004935599999,0.086400046656,0.035600019223999996,0.055900030186,0.0685750370305,0.087793797408625,0.08125004387500001,0.095850051759,0.14350007749,0.149900080946,2023-12-24
12-25,12,25,0.149900080946,0.038100020574,0.088900048006,0.055900030186,0.06100003294,0.14220007678799998,0.109200058968,0.08130004390199999,0.078700042498,0.078700042498,0.055900030186,0.08130004390199999,0.14480007819200003,0.086400046656,0.09140004935599999,0.086400046656,0.038100020574,0.055900030186,0.0742750401085,0.089381298265875,0.083850045279,0.095850051759,0.14350007749,0.149900080946,2023-12-25
12-26,12,26,0.149900080946,0.038100020574,0.088900048006,0.055900030186,0.06350003429000001,0.13970007543799998,0.114300061722,0.088900048006,0.078700042498,0.078700042498,0.055900030186,0.08380004525200001,0.149900080946,0.086400046656,0.09400005076,0.086400046656,0.038100020574,0.055900030186,0.074900040446,0.09081254903875,0.086400046656,0.0990750535005,0.14480007819199997,0.149900080946,2023-12-26
12-27,12,27,0.15750008505,0.038100020574,0.09140004935599999,0.055900030186,0.06600003564,0.13460007268399998,0.114300061722,0.088900048006,0.078700042498,0.078700042498,0.06350003429000001,0.09400005076,0.149900080946,0.086400046656,0.09910005351399999,0.09140004935599999,0.038100020574,0.05970003223800001,0.0755250407835,0.0930250502335,0.09015004868099999,0.10290005556599999,0.142250076815,0.15750008505,2023-12-27
12-28,12,28,0.15750008505,0.040600021923999995,0.09400005076,0.055900030186,0.068600037044,0.137200074088,0.114300061722,0.086400046656,0.078700042498,0.078700042498,0.06350003429000001,0.101600054864,0.15750008505,0.086400046656,0.106700057618,0.09650005211,0.040600021923999995,0.05970003223800001,0.0761750411345,0.095256301438375,0.090200048708,0.10860005864399999,0.14735007956899998,0.15750008505,2023-12-28
12-29,12,29,0.15750008505,0.043200023328,0.09400005076,0.055900030186,0.07110003839399999,0.13970007543799998,0.116800063072,0.086400046656,0.078700042498,0.078700042498,0.06350003429000001,0.104100056214,0.16260008780399998,0.086400046656,0.111800060372,0.09650005211,0.043200023328,0.05970003223800001,0.076800041472,0.09668130220787499,0.090200048708,0.11305006104700001,0.14860008024399998,0.16260008780399998,2023-12-29
12-30,12,30,0.16260008780399998,0.050800027432,0.09400005076,0.055900030186,0.07110003839399999,0.14220007678799998,0.116800063072,0.086400046656,0.08130004390199999,0.078700042498,0.068600037044,0.104100056214,0.16260008780399998,0.086400046656,0.11940006447600002,0.09650005211,0.050800027432,0.062250033615000006,0.076800041472,0.09858755323724999,0.090200048708,0.117450063423,0.152400082296,0.16260008780399998,2023-12-30
12-31,12,31,0.170200091908,0.050800027432,0.09400005076,0.055900030186,0.07110003839399999,0.14220007678799998,0.116800063072,0.086400046656,0.08130004390199999,0.078700042498,0.068600037044,0.114300061722,0.16260008780399998,0.086400046656,0.11940006447600002,0.09650005211,0.050800027432,0.062250033615000006,0.076800041472,0.09970005383799999,0.090200048708,0.117450063423,0.152400082296,0.170200091908,2023-12-31
01-01,1,1,0.170200091908,0.050800027432,0.09400005076,0.058400031536,0.07110003839399999,0.14220007678799998,0.116800063072,0.08130004390199999,0.08130004390199999,0.078700042498,0.068600037044,0.114300061722,0.17270009325799998,0.086400046656,0.11940006447600002,0.09650005211,0.050800027432,0.06350003429000001,0.076800041472,0.100168804091125,0.090200048708,0.117450063423,0.15620008434799998,0.17270009325799998,2023-01-01
01-02,1,2,0.17270009325799998,0.050800027432,0.09400005076,0.058400031536,0.076200041148,0.14480007819200003,0.12190006582599998,0.08130004390199999,0.08130004390199999,0.09140004935599999,0.068600037044,0.114300061722,0.177800096012,0.086400046656,0.12950006993,0.101600054864,0.050800027432,0.06350003429000001,0.08002504321349999,0.10318755572124999,0.092700050058,0.12380006685199998,0.158750085725,0.177800096012,2023-01-02
01-03,1,3,0.17270009325799998,0.050800027432,0.09400005076,0.058400031536,0.078700042498,0.147300079542,0.12700006858000001,0.08130004390199999,0.08380004525200001,0.09400005076,0.068600037044,0.114300061722,0.18290009876600002,0.086400046656,0.13460007268399998,0.104100056214,0.050800027432,0.06350003429000001,0.080650043551,0.104931306662875,0.09400005076,0.128900069606,0.1600000864,0.18290009876600002,2023-01-03
01-04,1,4,0.175300094662,0.050800027432,0.09400005076,0.06100003294,0.078700042498,0.149900080946,0.13210007133399998,0.08130004390199999,0.08380004525200001,0.09400005076,0.068600037044,0.11940006447600002,0.18290009876600002,0.086400046656,0.137200074088,0.104100056214,0.050800027432,0.064800034992,0.080650043551,0.106218807358125,0.09400005076,0.13337507202249999,0.16260008780399998,0.18290009876600002,2023-01-04
01-05,1,5,0.175300094662,0.050800027432,0.09400005076,0.06600003564,0.08130004390199999,0.152400082296,0.149900080946,0.08130004390199999,0.08380004525200001,0.09400005076,0.073700039798,0.12190006582599998,0.18290009876600002,0.09140004935599999,0.13970007543799998,0.104100056214,0.050800027432,0.069850037719,0.08130004390199999,0.10890630880937499,0.09400005076,0.142250076815,0.163850088479,0.18290009876600002,2023-01-05
01-06,1,6,0.175300094662,0.050800027432,0.09400005076,0.06600003564,0.08130004390199999,0.152400082296,0.149900080946,0.08130004390199999,0.08380004525200001,0.09400005076,0.073700039798,0.14220007678799998,0.18290009876600002,0.09140004935599999,0.13970007543799998,0.106700057618,0.050800027432,0.069850037719,0.08130004390199999,0.11033755958225,0.09400005076,0.14412507782749998,0.163850088479,0.18290009876600002,2023-01-06
01-07,1,7,0.175300094662,0.050800027432,0.09400005076,0.06600003564,0.08130004390199999,0.152400082296,0.149900080946,0.086400046656,0.086400046656,0.09650005211,0.073700039798,0.14480007819200003,0.18800010152,0.09140004935599999,0.147300079542,0.106700057618,0.050800027432,0.069850037719,0.0851250459675,0.11193131044287499,0.095250051435,0.147950079893,0.163850088479,0.18800010152,2023-01-07
01-08,1,8,0.175300094662,0.053300028782,0.09400005076,0.07110003839399999,0.08130004390199999,0.1600000864,0.152400082296,0.086400046656,0.09910005351399999,0.09650005211,0.073700039798,0.14480007819200003,0.18800010152,0.09400005076,0.147300079542,0.111800060372,0.053300028782,0.07240003909599999,0.0851250459675,0.11431256172874998,0.097800052812,0.1485750802305,0.167650090531,0.18800010152,2023-01-08
01-09,1,9,0.175300094662,0.053300028782,0.09400005076,0.073700039798,0.08130004390199999,0.1600000864,0.1600000864,0.086400046656,0.09910005351399999,0.09910005351399999,0.073700039798,0.14480007819200003,0.18800010152,0.09400005076,0.147300079542,0.114300061722,0.053300028782,0.073700039798,0.0851250459675,0.115268812245125,0.09910005351399999,0.1504750812565,0.167650090531,0.18800010152,2023-01-09
01-10,1,10,0.177800096012,0.053300028782,0.09400005076,0.078700042498,0.08130004390199999,0.1600000864,0.18540010011600003,0.086400046656,0.09910005351399999,0.09910005351399999,0.073700039798,0.14480007819200003,0.19050010287,0.104100056214,0.147300079542,0.114300061722,0.053300028782,0.076200041148,0.0851250459675,0.11811256378075001,0.10160005486399999,0.1504750812565,0.18160009806400002,0.19050010287,2023-01-10
01-11,1,11,0.177800096012,0.053300028782,0.09650005211,0.08130004390199999,0.08380004525200001,0.1600000864,0.18540010011600003,0.088900048006,0.09910005351399999,0.101600054864,0.073700039798,0.14480007819200003,0.195600105624,0.109200058968,0.154900083646,0.114300061722,0.053300028782,0.07750004184999999,0.08762504731750001,0.12001256480674999,0.105400056916,0.1561750843345,0.18160009806400002,0.195600105624,2023-01-11
01-12,1,12,0.177800096012,0.053300028782,0.09650005211,0.08380004525200001,0.08380004525200001,0.165100089154,0.195600105624,0.088900048006,0.09910005351399999,0.106700057618,0.073700039798,0.14480007819200003,0.20070010837799998,0.109200058968,0.154900083646,0.114300061722,0.053300028782,0.07875004252500001,0.08762504731750001,0.12176256575175001,0.107950058293,0.157450085023,0.18670010081799998,0.20070010837799998,2023-01-12
01-13,1,13,0.177800096012,0.053300028782,0.09650005211,0.09400005076,0.08380004525200001,0.165100089154,0.195600105624,0.088900048006,0.09910005351399999,0.106700057618,0.073700039798,0.14480007819200003,0.203200109728,0.12190006582599998,0.154900083646,0.114300061722,0.053300028782,0.07875004252500001,0.0927250500715,0.123350066609,0.11050005967,0.157450085023,0.18670010081799998,0.203200109728,2023-01-13
01-14,1,14,0.18030009736199998,0.053300028782,0.09650005211,0.09400005076,0.08380004525200001,0.165100089154,0.195600105624,0.088900048006,0.09910005351399999,0.114300061722,0.076200041148,0.14480007819200003,0.203200109728,0.12950006993,0.154900083646,0.114300061722,0.053300028782,0.08000004320000001,0.0927250500715,0.12461256729075,0.114300061722,0.157450085023,0.18795010149299998,0.203200109728,2023-01-14
01-15,1,15,0.18030009736199998,0.053300028782,0.09650005211,0.09400005076,0.08380004525200001,0.165100089154,0.195600105624,0.088900048006,0.09910005351399999,0.114300061722,0.076200041148,0.14480007819200003,0.203200109728,0.14220007678799998,0.154900083646,0.114300061722,0.053300028782,0.08000004320000001,0.0927250500715,0.125406317719375,0.114300061722,0.157450085023,0.18795010149299998,0.203200109728,2023-01-15
01-16,1,16,0.18290009876600002,0.053300028782,0.09650005211,0.09140004935599999,0.08380004525200001,0.165100089154,0.195600105624,0.088900048006,0.09910005351399999,0.114300061722,0.076200041148,0.14480007819200003,0.203200109728,0.14220007678799998,0.1600000864,0.114300061722,0.053300028782,0.08000004320000001,0.09077504901849999,0.1257250678915,0.114300061722,0.1612750870885,0.189250102195,0.203200109728,2023-01-16
01-17,1,17,0.18290009876600002,0.055900030186,0.09650005211,0.09140004935599999,0.08380004525200001,0.16760009050400002,0.195600105624,0.088900048006,0.09910005351399999,0.11940006447600002,0.078700042498,0.14480007819200003,0.203200109728,0.14220007678799998,0.1600000864,0.114300061722,0.055900030186,0.08125004387500001,0.09077504901849999,0.12651881832012501,0.116850063099,0.16190008742599998,0.189250102195,0.203200109728,2023-01-17
01-18,1,18,0.195600105624,0.058400031536,0.09650005211,0.09140004935599999,0.086400046656,0.16760009050400002,0.195600105624,0.088900048006,0.12190006582599998,0.11940006447600002,0.078700042498,0.14480007819200003,0.203200109728,0.154900083646,0.16260008780399998,0.114300061722,0.058400031536,0.08255004457699999,0.09077504901849999,0.13001257020675,0.12065006515099999,0.16385008847899998,0.195600105624,0.203200109728,2023-01-18
01-19,1,19,0.195600105624,0.06350003429000001,0.09650005211,0.088900048006,0.086400046656,0.17270009325799998,0.195600105624,0.088900048006,0.12190006582599998,0.12190006582599998,0.078700042498,0.14480007819200003,0.203200109728,0.154900083646,0.16260008780399998,0.114300061722,0.06350003429000001,0.08255004457699999,0.088900048006,0.130650070551,0.12190006582599998,0.1651250891675,0.195600105624,0.203200109728,2023-01-19
01-20,1,20,0.195600105624,0.06350003429000001,0.09650005211,0.088900048006,0.086400046656,0.17270009325799998,0.20070010837799998,0.09910005351399999,0.12190006582599998,0.12190006582599998,0.078700042498,0.14480007819200003,0.20570011107800001,0.15750008505,0.16260008780399998,0.114300061722,0.06350003429000001,0.08255004457699999,0.09460005108399999,0.13192507123949998,0.12190006582599998,0.1651250891675,0.198150107001,0.20570011107800001,2023-01-20
01-21,1,21,0.195600105624,0.06600003564,0.09650005211,0.088900048006,0.086400046656,0.177800096012,0.20070010837799998,0.109200058968,0.12190006582599998,0.12700006858000001,0.078700042498,0.147300079542,0.20570011107800001,0.15750008505,0.16260008780399998,0.114300061722,0.06600003564,0.08255004457699999,0.09460005108399999,0.13350632209337499,0.124450067203,0.166400089856,0.198150107001,0.20570011107800001,2023-01-21
01-22,1,22,0.195600105624,0.073700039798,0.09650005211,0.088900048006,0.086400046656,0.175300094662,0.203200109728,0.109200058968,0.13460007268399998,0.12950006993,0.078700042498,0.147300079542,0.20570011107800001,0.16260008780399998,0.16760009050400002,0.114300061722,0.073700039798,0.08255004457699999,0.09460005108399999,0.135568823207125,0.13205007130699997,0.1695250915435,0.199400107676,0.20570011107800001,2023-01-22
01-23,1,23,0.195600105624,0.073700039798,0.09650005211,0.088900048006,0.086400046656,0.177800096012,0.203200109728,0.109200058968,0.137200074088,0.13210007133399998,0.078700042498,0.147300079542,0.208300112482,0.16260008780399998,0.16760009050400002,0.114300061722,0.073700039798,0.08255004457699999,0.09460005108399999,0.13621257355475,0.134650072711,0.170150091881,0.199400107676,0.208300112482,2023-01-23
01-24,1,24,0.195600105624,0.076200041148,0.09650005211,0.088900048006,0.086400046656,0.18290009876600002,0.21080011383199998,0.109200058968,0.137200074088,0.13210007133399998,0.078700042498,0.147300079542,0.208300112482,0.16260008780399998,0.16760009050400002,0.116800063072,0.076200041148,0.08255004457699999,0.09460005108399999,0.137318824152125,0.134650072711,0.1714250925695,0.20195010905299998,0.21080011383199998,2023-01-24
01-25,1,25,0.195600105624,0.076200041148,0.09650005211,0.088900048006,0.09140004935599999,0.19050010287,0.21080011383199998,0.111800060372,0.137200074088,0.13460007268399998,0.08130004390199999,0.149900080946,0.208300112482,0.16260008780399998,0.170200091908,0.116800063072,0.076200041148,0.085100045954,0.09522505142149999,0.13891257501275,0.135900073386,0.1752750946485,0.20195010905299998,0.21080011383199998,2023-01-25
01-26,1,26,0.195600105624,0.076200041148,0.09650005211,0.088900048006,0.09140004935599999,0.19050010287,0.213400115236,0.11940006447600002,0.137200074088,0.137200074088,0.08130004390199999,0.152400082296,0.213400115236,0.165100089154,0.170200091908,0.116800063072,0.076200041148,0.085100045954,0.09522505142149999,0.140343825785625,0.137200074088,0.1752750946485,0.20450011043,0.213400115236,2023-01-26
01-27,1,27,0.20570011107800001,0.08130004390199999,0.09650005211,0.088900048006,0.09140004935599999,0.19050010287,0.213400115236,0.11940006447600002,0.137200074088,0.13970007543799998,0.08130004390199999,0.152400082296,0.213400115236,0.165100089154,0.170200091908,0.116800063072,0.08130004390199999,0.085100045954,0.09522505142149999,0.141450076383,0.13845007476299998,0.1752750946485,0.209550113157,0.213400115236,2023-01-27
01-28,1,28,0.20570011107800001,0.08130004390199999,0.106700057618,0.088900048006,0.09140004935599999,0.19050010287,0.213400115236,0.11940006447600002,0.137200074088,0.13970007543799998,0.08130004390199999,0.152400082296,0.215900116586,0.165100089154,0.17270009325799998,0.116800063072,0.08130004390199999,0.085100045954,0.1028750555525,0.142400076896,0.13845007476299998,0.17715009566099998,0.209550113157,0.215900116586,2023-01-28
01-29,1,29,0.20570011107800001,0.08130004390199999,0.106700057618,0.09140004935599999,0.09140004935599999,0.195600105624,0.213400115236,0.11940006447600002,0.137200074088,0.14220007678799998,0.08130004390199999,0.152400082296,0.215900116586,0.165100089154,0.17270009325799998,0.116800063072,0.08130004390199999,0.08635004662899999,0.1028750555525,0.143031327236875,0.139700075438,0.1784250963495,0.209550113157,0.215900116586,2023-01-29
01-30,1,30,0.213400115236,0.08130004390199999,0.106700057618,0.101600054864,0.09140004935599999,0.20070010837799998,0.213400115236,0.11940006447600002,0.137200074088,0.14220007678799998,0.08380004525200001,0.152400082296,0.218400117936,0.165100089154,0.17270009325799998,0.116800063072,0.08130004390199999,0.087600047304,0.1054250569295,0.144781328181875,0.139700075438,0.179700097038,0.213400115236,0.218400117936,2023-01-30
01-31,1,31,0.213400115236,0.08130004390199999,0.106700057618,0.101600054864,0.09400005076,0.208300112482,0.213400115236,0.11940006447600002,0.137200074088,0.14220007678799998,0.08380004525200001,0.152400082296,0.218400117936,0.165100089154,0.17270009325799998,0.12190006582599998,0.08130004390199999,0.088900048006,0.1054250569295,0.14573757869825,0.139700075438,0.181600098064,0.213400115236,0.218400117936,2023-01-31
02-01,2,1,0.213400115236,0.08130004390199999,0.106700057618,0.101600054864,0.09400005076,0.208300112482,0.213400115236,0.11940006447600002,0.137200074088,0.14220007678799998,0.08380004525200001,0.152400082296,0.218400117936,0.165100089154,0.177800096012,0.12190006582599998,0.08130004390199999,0.088900048006,0.1054250569295,0.146056328870375,0.139700075438,0.1854251001295,0.213400115236,0.218400117936,2023-02-01
02-02,2,2,0.213400115236,0.08130004390199999,0.106700057618,0.101600054864,0.09400005076,0.21080011383199998,0.213400115236,0.11940006447600002,0.137200074088,0.14220007678799998,0.08380004525200001,0.152400082296,0.218400117936,0.165100089154,0.18030009736199998,0.12190006582599998,0.08130004390199999,0.088900048006,0.1054250569295,0.14636882903912501,0.139700075438,0.18792510147949998,0.213400115236,0.218400117936,2023-02-02
02-03,2,3,0.215900116586,0.08380004525200001,0.106700057618,0.101600054864,0.09650005211,0.21080011383199998,0.213400115236,0.11940006447600002,0.137200074088,0.14220007678799998,0.08380004525200001,0.152400082296,0.218400117936,0.175300094662,0.18030009736199998,0.12190006582599998,0.08380004525200001,0.090150048681,0.1054250569295,0.1474750796365,0.139700075438,0.18792510147949998,0.214650115911,0.218400117936,2023-02-03
02-04,2,4,0.22100011934000002,0.08380004525200001,0.106700057618,0.104100056214,0.101600054864,0.21080011383199998,0.215900116586,0.11940006447600002,0.14480007819200003,0.14220007678799998,0.088900048006,0.152400082296,0.218400117936,0.177800096012,0.18030009736199998,0.12190006582599998,0.08380004525200001,0.09525005143500001,0.106050057267,0.1493750806625,0.14350007749,0.18792510147949998,0.217150117261,0.22100011934000002,2023-02-04
02-05,2,5,0.228600123444,0.08380004525200001,0.106700057618,0.106700057618,0.109200058968,0.215900116586,0.218400117936,0.11940006447600002,0.147300079542,0.14220007678799998,0.088900048006,0.152400082296,0.218400117936,0.177800096012,0.18030009736199998,0.12190006582599998,0.08380004525200001,0.097800052812,0.1085750586305,0.151118831604125,0.144750078165,0.18920010216799998,0.218400117936,0.228600123444,2023-02-05
02-06,2,6,0.231100124794,0.08380004525200001,0.106700057618,0.106700057618,0.109200058968,0.218400117936,0.218400117936,0.12450006723,0.147300079542,0.14220007678799998,0.09400005076,0.152400082296,0.22350012068999997,0.177800096012,0.18540010011600003,0.12190006582599998,0.08380004525200001,0.100350054189,0.1085750586305,0.152706332461375,0.144750078165,0.19365010457100001,0.220950119313,0.231100124794,2023-02-06
02-07,2,7,0.231100124794,0.08380004525200001,0.106700057618,0.106700057618,0.109200058968,0.218400117936,0.218400117936,0.12450006723,0.147300079542,0.147300079542,0.09400005076,0.152400082296,0.22350012068999997,0.177800096012,0.18540010011600003,0.12190006582599998,0.08380004525200001,0.100350054189,0.1085750586305,0.1530250826335,0.147300079542,0.19365010457100001,0.220950119313,0.231100124794,2023-02-07
02-08,2,8,0.231100124794,0.086400046656,0.106700057618,0.111800060372,0.109200058968,0.218400117936,0.218400117936,0.12450006723,0.152400082296,0.149900080946,0.09400005076,0.152400082296,0.226100122094,0.18800010152,0.195600105624,0.12190006582599998,0.086400046656,0.100350054189,0.111150060021,0.1554250839295,0.151150081621,0.201300108702,0.222250120015,0.231100124794,2023-02-08
02-09,2,9,0.231100124794,0.088900048006,0.106700057618,0.12190006582599998,0.109200058968,0.218400117936,0.218400117936,0.12450006723,0.152400082296,0.149900080946,0.088900048006,0.152400082296,0.226100122094,0.195600105624,0.195600105624,0.12190006582599998,0.088900048006,0.097800052812,0.11872506411149998,0.15636883443912497,0.151150081621,0.201300108702,0.222250120015,0.231100124794,2023-02-09
02-10,2,10,0.236200127548,0.088900048006,0.111800060372,0.12700006858000001,0.116800063072,0.218400117936,0.218400117936,0.12450006723,0.152400082296,0.149900080946,0.088900048006,0.152400082296,0.226100122094,0.195600105624,0.195600105624,0.12190006582599998,0.088900048006,0.100350054189,0.12062506513749999,0.157800085212,0.151150081621,0.201300108702,0.222250120015,0.236200127548,2023-02-10
02-11,2,11,0.241300130302,0.088900048006,0.111800060372,0.12950006993,0.11940006447600002,0.218400117936,0.218400117936,0.12450006723,0.152400082296,0.149900080946,0.088900048006,0.152400082296,0.226100122094,0.195600105624,0.195600105624,0.12190006582599998,0.088900048006,0.100350054189,0.12127506548849999,0.15843758555624998,0.151150081621,0.201300108702,0.222250120015,0.241300130302,2023-02-11
02-12,2,12,0.241300130302,0.088900048006,0.111800060372,0.12950006993,0.11940006447600002,0.218400117936,0.22350012068999997,0.12450006723,0.152400082296,0.149900080946,0.088900048006,0.152400082296,0.226100122094,0.195600105624,0.195600105624,0.12700006858000001,0.088900048006,0.100350054189,0.1232250665415,0.1590750859005,0.151150081621,0.201300108702,0.22480012139199998,0.241300130302,2023-02-12
02-13,2,13,0.241300130302,0.09400005076,0.114300061722,0.137200074088,0.11940006447600002,0.218400117936,0.22350012068999997,0.12450006723,0.152400082296,0.149900080946,0.09400005076,0.152400082296,0.226100122094,0.195600105624,0.195600105624,0.12700006858000001,0.09400005076,0.10415005624099999,0.1232250665415,0.16035008658900002,0.151150081621,0.201300108702,0.22480012139199998,0.241300130302,2023-02-13
02-14,2,14,0.248900134406,0.09400005076,0.114300061722,0.14480007819200003,0.11940006447600002,0.218400117936,0.22350012068999997,0.12450006723,0.1600000864,0.149900080946,0.09910005351399999,0.152400082296,0.226100122094,0.195600105624,0.20070010837799998,0.12700006858000001,0.09400005076,0.106700057618,0.1232250665415,0.16241258770275,0.151150081621,0.20512511076749998,0.22480012139199998,0.248900134406,2023-02-14
02-15,2,15,0.248900134406,0.09400005076,0.114300061722,0.147300079542,0.11940006447600002,0.22350012068999997,0.22350012068999997,0.12700006858000001,0.16260008780399998,0.152400082296,0.09910005351399999,0.152400082296,0.226100122094,0.20070010837799998,0.208300112482,0.12700006858000001,0.09400005076,0.106700057618,0.12510006755400002,0.164156338644375,0.152400082296,0.212100114534,0.22480012139199998,0.248900134406,2023-02-15
02-16,2,16,0.248900134406,0.09400005076,0.114300061722,0.147300079542,0.11940006447600002,0.22350012068999997,0.22350012068999997,0.12700006858000001,0.16760009050400002,0.152400082296,0.111800060372,0.152400082296,0.226100122094,0.20070010837799998,0.213400115236,0.12700006858000001,0.09400005076,0.113050061047,0.12510006755400002,0.16558133941387498,0.152400082296,0.21592511659949998,0.22480012139199998,0.248900134406,2023-02-16
02-17,2,17,0.248900134406,0.09400005076,0.114300061722,0.152400082296,0.11940006447600002,0.22350012068999997,0.226100122094,0.12950006993,0.16760009050400002,0.1600000864,0.116800063072,0.15750008505,0.228600123444,0.20570011107800001,0.22350012068999997,0.12950006993,0.09400005076,0.115550062397,0.12697506856649998,0.168581341033875,0.158750085725,0.22350012068999997,0.227350122769,0.248900134406,2023-02-17
02-18,2,18,0.248900134406,0.09400005076,0.114300061722,0.152400082296,0.11940006447600002,0.22350012068999997,0.22350012068999997,0.12950006993,0.170200091908,0.1600000864,0.116800063072,0.15750008505,0.228600123444,0.20570011107800001,0.231100124794,0.137200074088,0.09400005076,0.115550062397,0.12697506856649998,0.16953759155025,0.158750085725,0.22350012068999997,0.229850124119,0.248900134406,2023-02-18
02-19,2,19,0.25150013581,0.09650005211,0.114300061722,0.152400082296,0.11940006447600002,0.23370012619799999,0.22350012068999997,0.14220007678799998,0.170200091908,0.1600000864,0.116800063072,0.15750008505,0.228600123444,0.208300112482,0.231100124794,0.14480007819200003,0.09650005211,0.115550062397,0.13650007371,0.1719250928395,0.158750085725,0.22477512137849998,0.23240012549599998,0.25150013581,2023-02-19
02-20,2,20,0.271800146772,0.09910005351399999,0.114300061722,0.154900083646,0.11940006447600002,0.231100124794,0.228600123444,0.147300079542,0.170200091908,0.1600000864,0.12450006723,0.15750008505,0.228600123444,0.215900116586,0.23370012619799999,0.14480007819200003,0.09910005351399999,0.116850063099,0.1397250754515,0.175106344557375,0.158750085725,0.228600123444,0.23240012549599998,0.271800146772,2023-02-20
02-21,2,21,0.271800146772,0.101600054864,0.114300061722,0.15750008505,0.12700006858000001,0.228600123444,0.228600123444,0.147300079542,0.170200091908,0.1600000864,0.12700006858000001,0.15750008505,0.228600123444,0.22350012068999997,0.236200127548,0.14480007819200003,0.101600054864,0.120650065151,0.14035007578900002,0.176531345326875,0.158750085725,0.228600123444,0.23240012549599998,0.271800146772,2023-02-21
02-22,2,22,0.274300148122,0.104100056214,0.114300061722,0.15750008505,0.13210007133399998,0.228600123444,0.23880012895200003,0.147300079542,0.170200091908,0.1600000864,0.12700006858000001,0.1600000864,0.236200127548,0.226100122094,0.236200127548,0.14480007819200003,0.104100056214,0.120650065151,0.1416250764775,0.17859384644062498,0.1600000864,0.23050012446999998,0.23750012825,0.274300148122,2023-02-22
02-23,2,23,0.274300148122,0.106700057618,0.114300061722,0.16260008780399998,0.13210007133399998,0.231100124794,0.248900134406,0.147300079542,0.170200091908,0.1600000864,0.12450006723,0.1600000864,0.241300130302,0.226100122094,0.236200127548,0.147300079542,0.106700057618,0.11940006447599999,0.14350007749,0.180181347297875,0.161300087102,0.2323751254825,0.24510013235400002,0.274300148122,2023-02-23
