M-D,M,D,1981_SWE_in,1982_SWE_in,1983_SWE_in,1984_SWE_in,1985_SWE_in,1986_SWE_in,1987_SWE_in,1988_SWE_in,1989_SWE_in,1990_SWE_in,1991_SWE_in,1992_SWE_in,1993_SWE_in,1994_SWE_in,1995_SWE_in,1996_SWE_in,1997_SWE_in,1998_SWE_in,1999_SWE_in,2000_SWE_in,2001_SWE_in,2002_SWE_in,2003_SWE_in,2004_SWE_in,2005_SWE_in,2006_SWE_in,2007_SWE_in,2008_SWE_in,2009_SWE_in,2010_SWE_in,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
12-15,12,15,0.0,0.116800063072,0.106700057618,0.195600105624,0.203200109728,0.13970007543799998,0.086400046656,0.06350003429000001,0.076200041148,0.07110003839399999,0.068600037044,0.13970007543799998,0.106700057618,0.086400046656,0.109200058968,0.13460007268399998,0.20570011107800001,0.109200058968,0.09400005076,0.055900030186,0.09650005211,0.114300061722,0.076200041148,0.104100056214,0.116800063072,0.11940006447600002,0.106700057618,0.038100020574,0.08380004525200001,0.109200058968,0.15750008505,0.058400031536,0.08380004525200001,0.08130004390199999,0.058400031536,0.07110003839399999,0.09400005076,0.06100003294,0.09400005076,0.114300061722,0.08380004525200001,0.043200023328,0.11940006447600002,0.076200041148,0.076200041148,0.035600019223999996,0.0,0.057150030861,0.0723750390825,0.09657613910760866,0.09400005076,0.114300061722,0.13970007543799998,0.20570011107800001,2023-12-15
12-16,12,16,0.0,0.12700006858000001,0.106700057618,0.208300112482,0.20570011107800001,0.13970007543799998,0.086400046656,0.06350003429000001,0.076200041148,0.08130004390199999,0.068600037044,0.13970007543799998,0.114300061722,0.086400046656,0.109200058968,0.13460007268399998,0.208300112482,0.111800060372,0.09400005076,0.055900030186,0.116800063072,0.11940006447600002,0.086400046656,0.109200058968,0.116800063072,0.11940006447600002,0.114300061722,0.038100020574,0.08380004525200001,0.109200058968,0.165100089154,0.058400031536,0.086400046656,0.08130004390199999,0.06100003294,0.073700039798,0.09400005076,0.06100003294,0.09400005076,0.116800063072,0.08380004525200001,0.048300026082,0.11940006447600002,0.076200041148,0.076200041148,0.035600019223999996,0.0,0.057150030861,0.076200041148,0.09917831442582607,0.09400005076,0.116800063072,0.13970007543799998,0.208300112482,2023-12-16
12-17,12,17,0.0,0.12950006993,0.106700057618,0.213400115236,0.218400117936,0.13970007543799998,0.086400046656,0.06350003429000001,0.076200041148,0.086400046656,0.07110003839399999,0.13970007543799998,0.114300061722,0.09140004935599999,0.109200058968,0.137200074088,0.218400117936,0.111800060372,0.09400005076,0.058400031536,0.116800063072,0.11940006447600002,0.088900048006,0.109200058968,0.116800063072,0.11940006447600002,0.12190006582599998,0.040600021923999995,0.08380004525200001,0.109200058968,0.165100089154,0.058400031536,0.086400046656,0.08130004390199999,0.06100003294,0.076200041148,0.111800060372,0.06600003564,0.09400005076,0.116800063072,0.08380004525200001,0.048300026082,0.11940006447600002,0.076200041148,0.076200041148,0.035600019223999996,0.0,0.058400031536,0.076200041148,0.10104788065278258,0.09400005076,0.11875006412500001,0.13970007543799998,0.218400117936,2023-12-17
12-18,12,18,0.0,0.12950006993,0.109200058968,0.215900116586,0.218400117936,0.13970007543799998,0.086400046656,0.06350003429000001,0.076200041148,0.09400005076,0.07110003839399999,0.13970007543799998,0.114300061722,0.09140004935599999,0.109200058968,0.13970007543799998,0.22100011934000002,0.114300061722,0.09400005076,0.058400031536,0.12950006993,0.12190006582599998,0.106700057618,0.109200058968,0.116800063072,0.12190006582599998,0.12450006723,0.040600021923999995,0.088900048006,0.109200058968,0.165100089154,0.058400031536,0.106700057618,0.08130004390199999,0.06100003294,0.078700042498,0.111800060372,0.06600003564,0.09400005076,0.11940006447600002,0.088900048006,0.048300026082,0.12190006582599998,0.076200041148,0.08130004390199999,0.050800027432,0.0,0.058400031536,0.0768250414855,0.10358483854447824,0.106700057618,0.12190006582599998,0.13970007543799998,0.22100011934000002,2023-12-18
12-19,12,19,0.0,0.12950006993,0.109200058968,0.215900116586,0.218400117936,0.13970007543799998,0.086400046656,0.06350003429000001,0.076200041148,0.09650005211,0.076200041148,0.13970007543799998,0.116800063072,0.09140004935599999,0.111800060372,0.13970007543799998,0.22100011934000002,0.114300061722,0.09650005211,0.06350003429000001,0.12950006993,0.12190006582599998,0.106700057618,0.109200058968,0.114300061722,0.12450006723,0.12450006723,0.040600021923999995,0.09140004935599999,0.109200058968,0.170200091908,0.058400031536,0.114300061722,0.08130004390199999,0.06100003294,0.078700042498,0.111800060372,0.06600003564,0.09400005076,0.11940006447600002,0.088900048006,0.048300026082,0.12190006582599998,0.076200041148,0.08130004390199999,0.050800027432,0.0,0.059700032237999995,0.0768250414855,0.10435875200586957,0.107950058293,0.12190006582599998,0.13970007543799998,0.22100011934000002,2023-12-19
12-20,12,20,0.0,0.12950006993,0.109200058968,0.23880012895200003,0.218400117936,0.13970007543799998,0.086400046656,0.06350003429000001,0.08380004525200001,0.09650005211,0.08380004525200001,0.13970007543799998,0.116800063072,0.09400005076,0.114300061722,0.13970007543799998,0.22100011934000002,0.116800063072,0.101600054864,0.06600003564,0.12950006993,0.12190006582599998,0.106700057618,0.109200058968,0.116800063072,0.12950006993,0.12450006723,0.043200023328,0.09400005076,0.109200058968,0.198100106974,0.058400031536,0.114300061722,0.09140004935599999,0.06100003294,0.078700042498,0.116800063072,0.06600003564,0.09910005351399999,0.11940006447600002,0.088900048006,0.048300026082,0.12190006582599998,0.076200041148,0.08130004390199999,0.06350003429000001,0.0,0.062250033615000006,0.08192504423949999,0.10711527523352171,0.107950058293,0.12190006582599998,0.13970007543799998,0.23880012895200003,2023-12-20
12-21,12,21,0.0,0.14480007819200003,0.109200058968,0.23880012895200003,0.218400117936,0.13970007543799998,0.088900048006,0.06350003429000001,0.08380004525200001,0.09650005211,0.088900048006,0.13970007543799998,0.116800063072,0.09400005076,0.114300061722,0.13970007543799998,0.22100011934000002,0.116800063072,0.101600054864,0.068600037044,0.13210007133399998,0.12190006582599998,0.106700057618,0.109200058968,0.116800063072,0.13210007133399998,0.12450006723,0.050800027432,0.09650005211,0.109200058968,0.228600123444,0.058400031536,0.114300061722,0.09140004935599999,0.06100003294,0.08130004390199999,0.116800063072,0.076200041148,0.101600054864,0.11940006447600002,0.088900048006,0.048300026082,0.12190006582599998,0.076200041148,0.08130004390199999,0.07110003839399999,0.0,0.062250033615000006,0.08192504423949999,0.10916310242630435,0.107950058293,0.12190006582599998,0.14225007681500001,0.23880012895200003,2023-12-21
12-22,12,22,0.0,0.15750008505,0.109200058968,0.241300130302,0.218400117936,0.13970007543799998,0.088900048006,0.06600003564,0.09650005211,0.09650005211,0.088900048006,0.13970007543799998,0.116800063072,0.09650005211,0.114300061722,0.13970007543799998,0.22100011934000002,0.116800063072,0.101600054864,0.07110003839399999,0.13460007268399998,0.12190006582599998,0.106700057618,0.12190006582599998,0.11940006447600002,0.13210007133399998,0.12450006723,0.055900030186,0.09910005351399999,0.109200058968,0.241300130302,0.068600037044,0.114300061722,0.09910005351399999,0.09140004935599999,0.09650005211,0.116800063072,0.076200041148,0.106700057618,0.11940006447600002,0.088900048006,0.048300026082,0.154900083646,0.076200041148,0.08130004390199999,0.07110003839399999,0.0,0.069850037719,0.088900048006,0.1129718001351739,0.107950058293,0.12385006687899999,0.15620008434799998,0.241300130302,2023-12-22
12-23,12,23,0.0,0.1600000864,0.109200058968,0.241300130302,0.218400117936,0.13970007543799998,0.088900048006,0.076200041148,0.09650005211,0.09650005211,0.088900048006,0.13970007543799998,0.11940006447600002,0.101600054864,0.114300061722,0.13970007543799998,0.22100011934000002,0.116800063072,0.101600054864,0.073700039798,0.13460007268399998,0.12190006582599998,0.109200058968,0.12450006723,0.11940006447600002,0.137200074088,0.12950006993,0.055900030186,0.101600054864,0.109200058968,0.24380013165199996,0.073700039798,0.114300061722,0.104100056214,0.09650005211,0.114300061722,0.116800063072,0.076200041148,0.106700057618,0.111800060372,0.09650005211,0.048300026082,0.154900083646,0.076200041148,0.08130004390199999,0.07110003839399999,0.0,0.073700039798,0.09080004903200001,0.11462832276882608,0.109200058968,0.128250069255,0.157450085023,0.24380013165199996,2023-12-23
12-24,12,24,0.0,0.1600000864,0.12190006582599998,0.246400133056,0.218400117936,0.13970007543799998,0.088900048006,0.086400046656,0.101600054864,0.09910005351399999,0.088900048006,0.13970007543799998,0.11940006447600002,0.106700057618,0.114300061722,0.13970007543799998,0.22350012068999997,0.116800063072,0.101600054864,0.073700039798,0.13460007268399998,0.12190006582599998,0.109200058968,0.12450006723,0.12190006582599998,0.13970007543799998,0.13210007133399998,0.06100003294,0.106700057618,0.111800060372,0.24380013165199996,0.073700039798,0.114300061722,0.109200058968,0.09910005351399999,0.12190006582599998,0.116800063072,0.109200058968,0.106700057618,0.109200058968,0.09650005211,0.058400031536,0.154900083646,0.08130004390199999,0.08130004390199999,0.07110003839399999,0.0,0.073700039798,0.097150052461,0.11733701988369565,0.11050005967000001,0.130200070308,0.157450085023,0.246400133056,2023-12-24
12-25,12,25,0.0,0.16260008780399998,0.12450006723,0.246400133056,0.218400117936,0.13970007543799998,0.09140004935599999,0.086400046656,0.101600054864,0.09910005351399999,0.088900048006,0.13970007543799998,0.11940006447600002,0.106700057618,0.114300061722,0.13970007543799998,0.22350012068999997,0.11940006447600002,0.101600054864,0.073700039798,0.147300079542,0.12190006582599998,0.109200058968,0.12450006723,0.12450006723,0.13970007543799998,0.13460007268399998,0.068600037044,0.111800060372,0.111800060372,0.24380013165199996,0.073700039798,0.116800063072,0.109200058968,0.09910005351399999,0.12190006582599998,0.12190006582599998,0.116800063072,0.109200058968,0.111800060372,0.09650005211,0.073700039798,0.1600000864,0.08130004390199999,0.08380004525200001,0.068600037044,0.0,0.073700039798,0.097150052461,0.11910875997086955,0.113050061047,0.13207507132049998,0.161300087102,0.246400133056,2023-12-25
12-26,12,26,0.0,0.170200091908,0.12450006723,0.246400133056,0.218400117936,0.13970007543799998,0.09140004935599999,0.086400046656,0.109200058968,0.09910005351399999,0.09140004935599999,0.13970007543799998,0.11940006447600002,0.106700057618,0.114300061722,0.13970007543799998,0.22350012068999997,0.11940006447600002,0.101600054864,0.073700039798,0.149900080946,0.12190006582599998,0.109200058968,0.12950006993,0.12450006723,0.13970007543799998,0.13460007268399998,0.07110003839399999,0.12950006993,0.111800060372,0.24380013165199996,0.073700039798,0.116800063072,0.109200058968,0.101600054864,0.12450006723,0.12700006858000001,0.12190006582599998,0.109200058968,0.116800063072,0.101600054864,0.076200041148,0.1600000864,0.08130004390199999,0.09140004935599999,0.06600003564,0.0,0.074950040473,0.09972505385149999,0.12081310871730436,0.116800063072,0.13332507199549998,0.16510008915399998,0.246400133056,2023-12-26
12-27,12,27,0.0,0.18800010152,0.12450006723,0.26670014401799996,0.218400117936,0.13970007543799998,0.09140004935599999,0.086400046656,0.111800060372,0.09910005351399999,0.09140004935599999,0.13970007543799998,0.11940006447600002,0.106700057618,0.114300061722,0.13970007543799998,0.226100122094,0.11940006447600002,0.106700057618,0.073700039798,0.149900080946,0.12190006582599998,0.109200058968,0.13460007268399998,0.12450006723,0.14480007819200003,0.13460007268399998,0.07110003839399999,0.12950006993,0.111800060372,0.24380013165199996,0.073700039798,0.11940006447600002,0.109200058968,0.104100056214,0.12190006582599998,0.12700006858000001,0.12190006582599998,0.114300061722,0.116800063072,0.104100056214,0.09650005211,0.1600000864,0.08130004390199999,0.09650005211,0.073700039798,0.0,0.07750004184999999,0.10035005418899999,0.1230261533906087,0.11810006377400001,0.13460007268399998,0.17400009396,0.26670014401799996,2023-12-27
12-28,12,28,0.0,0.19300010422,0.12950006993,0.274300148122,0.22350012068999997,0.13970007543799998,0.09140004935599999,0.086400046656,0.111800060372,0.104100056214,0.09140004935599999,0.13970007543799998,0.11940006447600002,0.106700057618,0.114300061722,0.13970007543799998,0.236200127548,0.11940006447600002,0.106700057618,0.073700039798,0.149900080946,0.12190006582599998,0.109200058968,0.137200074088,0.12450006723,0.14480007819200003,0.137200074088,0.07110003839399999,0.13460007268399998,0.111800060372,0.24380013165199996,0.073700039798,0.12190006582599998,0.109200058968,0.106700057618,0.12450006723,0.13210007133399998,0.12190006582599998,0.114300061722,0.116800063072,0.104100056214,0.106700057618,0.170200091908,0.08130004390199999,0.101600054864,0.08380004525200001,0.0,0.08255004457699999,0.104750056565,0.1251239806103913,0.11810006377400001,0.137200074088,0.18160009806400002,0.274300148122,2023-12-28
12-29,12,29,0.0,0.19300010422,0.12950006993,0.276900149526,0.228600123444,0.13970007543799998,0.09400005076,0.086400046656,0.111800060372,0.104100056214,0.09400005076,0.13970007543799998,0.12190006582599998,0.109200058968,0.114300061722,0.13970007543799998,0.24380013165199996,0.11940006447600002,0.111800060372,0.073700039798,0.149900080946,0.12450006723,0.109200058968,0.13970007543799998,0.12700006858000001,0.149900080946,0.14220007678799998,0.07110003839399999,0.13460007268399998,0.111800060372,0.24380013165199996,0.078700042498,0.12190006582599998,0.109200058968,0.109200058968,0.12700006858000001,0.13210007133399998,0.12190006582599998,0.114300061722,0.11940006447600002,0.109200058968,0.109200058968,0.18030009736199998,0.08130004390199999,0.104100056214,0.08380004525200001,0.0,0.08255004457699999,0.109200058968,0.12688702504069563,0.11940006447600002,0.13970007543799998,0.18665010079099997,0.276900149526,2023-12-29
12-30,12,30,0.0,0.198100106974,0.12950006993,0.276900149526,0.236200127548,0.13970007543799998,0.09400005076,0.086400046656,0.111800060372,0.104100056214,0.09650005211,0.13970007543799998,0.13970007543799998,0.109200058968,0.114300061722,0.14220007678799998,0.246400133056,0.12190006582599998,0.114300061722,0.073700039798,0.149900080946,0.12450006723,0.114300061722,0.14220007678799998,0.13970007543799998,0.154900083646,0.14220007678799998,0.073700039798,0.13460007268399998,0.116800063072,0.248900134406,0.08130004390199999,0.12190006582599998,0.109200058968,0.111800060372,0.12950006993,0.13210007133399998,0.12190006582599998,0.116800063072,0.12190006582599998,0.111800060372,0.114300061722,0.18030009736199998,0.08130004390199999,0.116800063072,0.08380004525200001,0.0,0.08255004457699999,0.109850059319,0.1293696350769565,0.12190006582599998,0.13970007543799998,0.18920010216799998,0.276900149526,2023-12-30
12-31,12,31,0.0,0.213400115236,0.12950006993,0.28960015638400005,0.236200127548,0.14480007819200003,0.09400005076,0.086400046656,0.116800063072,0.104100056214,0.09650005211,0.13970007543799998,0.149900080946,0.109200058968,0.116800063072,0.147300079542,0.248900134406,0.12190006582599998,0.114300061722,0.073700039798,0.149900080946,0.12700006858000001,0.114300061722,0.14220007678799998,0.14480007819200003,0.15750008505,0.14220007678799998,0.086400046656,0.13460007268399998,0.12190006582599998,0.25400013716000003,0.08380004525200001,0.12190006582599998,0.109200058968,0.111800060372,0.12700006858000001,0.13210007133399998,0.12190006582599998,0.12190006582599998,0.12190006582599998,0.111800060372,0.13460007268399998,0.18290009876600002,0.08130004390199999,0.12700006858000001,0.08380004525200001,0.0,0.085100045954,0.109850059319,0.13218920181691304,0.12190006582599998,0.144150077841,0.198150107001,0.28960015638400005,2023-12-31
01-01,1,1,0.0,0.215900116586,0.12950006993,0.28960015638400005,0.23880012895200003,0.14480007819200003,0.09400005076,0.086400046656,0.116800063072,0.104100056214,0.09650005211,0.14220007678799998,0.149900080946,0.111800060372,0.116800063072,0.15750008505,0.25400013716000003,0.12190006582599998,0.11940006447600002,0.073700039798,0.149900080946,0.12950006993,0.12190006582599998,0.14220007678799998,0.15750008505,0.17270009325799998,0.14220007678799998,0.088900048006,0.13460007268399998,0.12190006582599998,0.25400013716000003,0.08380004525200001,0.12450006723,0.114300061722,0.111800060372,0.13210007133399998,0.13210007133399998,0.12190006582599998,0.12190006582599998,0.12190006582599998,0.116800063072,0.13970007543799998,0.195600105624,0.08130004390199999,0.12700006858000001,0.08380004525200001,0.0,0.085100045954,0.11242506070950001,0.13450876828686956,0.12320006652799999,0.144150077841,0.205750111105,0.28960015638400005,2023-01-01
01-02,1,2,0.0,0.236200127548,0.12950006993,0.28960015638400005,0.23880012895200003,0.14480007819200003,0.109200058968,0.086400046656,0.116800063072,0.104100056214,0.09650005211,0.14220007678799998,0.149900080946,0.114300061722,0.116800063072,0.165100089154,0.25400013716000003,0.12190006582599998,0.12190006582599998,0.073700039798,0.149900080946,0.13460007268399998,0.12450006723,0.14480007819200003,0.16260008780399998,0.175300094662,0.14220007678799998,0.088900048006,0.13460007268399998,0.12190006582599998,0.25400013716000003,0.08380004525200001,0.12450006723,0.114300061722,0.111800060372,0.13210007133399998,0.13460007268399998,0.12190006582599998,0.12190006582599998,0.13210007133399998,0.116800063072,0.13970007543799998,0.20570011107800001,0.08130004390199999,0.137200074088,0.088900048006,0.0,0.087650047331,0.114300061722,0.1367739869013913,0.12700006858,0.14480007819200003,0.22095011931300002,0.28960015638400005,2023-01-02
01-03,1,3,0.0,0.241300130302,0.12950006993,0.299700161838,0.23880012895200003,0.14480007819200003,0.109200058968,0.086400046656,0.116800063072,0.111800060372,0.09910005351399999,0.14220007678799998,0.1600000864,0.114300061722,0.116800063072,0.16760009050400002,0.271800146772,0.12700006858000001,0.12190006582599998,0.078700042498,0.149900080946,0.13460007268399998,0.12450006723,0.152400082296,0.16260008780399998,0.18030009736199998,0.14220007678799998,0.09140004935599999,0.14480007819200003,0.12190006582599998,0.25400013716000003,0.08380004525200001,0.12450006723,0.114300061722,0.114300061722,0.13210007133399998,0.14480007819200003,0.12190006582599998,0.12190006582599998,0.13460007268399998,0.116800063072,0.13970007543799998,0.213400115236,0.08130004390199999,0.14220007678799998,0.088900048006,0.0,0.087650047331,0.114300061722,0.13936529264852174,0.128250069255,0.1486250802575,0.22610012209400002,0.299700161838,2023-01-03
01-04,1,4,0.0,0.241300130302,0.12950006993,0.299700161838,0.23880012895200003,0.152400082296,0.109200058968,0.086400046656,0.116800063072,0.111800060372,0.09910005351399999,0.14220007678799998,0.16260008780399998,0.114300061722,0.116800063072,0.16760009050400002,0.292100157734,0.13210007133399998,0.12190006582599998,0.08130004390199999,0.149900080946,0.13460007268399998,0.12450006723,0.154900083646,0.16260008780399998,0.18800010152,0.14220007678799998,0.09140004935599999,0.14480007819200003,0.12190006582599998,0.25400013716000003,0.08380004525200001,0.12450006723,0.114300061722,0.116800063072,0.13210007133399998,0.149900080946,0.12190006582599998,0.12450006723,0.13460007268399998,0.11940006447600002,0.13970007543799998,0.215900116586,0.08130004390199999,0.14220007678799998,0.088900048006,0.0,0.087650047331,0.1149250620595,0.140750076005,0.130800070632,0.15177508195849998,0.22735012276900002,0.299700161838,2023-01-04
01-05,1,5,0.0,0.246400133056,0.12950006993,0.299700161838,0.23880012895200003,0.152400082296,0.111800060372,0.086400046656,0.116800063072,0.111800060372,0.09910005351399999,0.14220007678799998,0.16260008780399998,0.114300061722,0.116800063072,0.18290009876600002,0.292100157734,0.13460007268399998,0.12190006582599998,0.086400046656,0.149900080946,0.13460007268399998,0.12450006723,0.154900083646,0.16260008780399998,0.19050010287,0.16260008780399998,0.09650005211,0.14480007819200003,0.12190006582599998,0.25400013716000003,0.08380004525200001,0.12450006723,0.11940006447600002,0.11940006447600002,0.12950006993,0.177800096012,0.12190006582599998,0.12450006723,0.13460007268399998,0.11940006447600002,0.13970007543799998,0.215900116586,0.08380004525200001,0.14220007678799998,0.088900048006,0.0,0.087650047331,0.116800063072,0.14279572928356518,0.12950006993,0.16067508676449999,0.22735012276900002,0.299700161838,2023-01-05
01-06,1,6,0.0,0.25400013716000003,0.12950006993,0.302300163242,0.23880012895200003,0.154900083646,0.11940006447600002,0.088900048006,0.116800063072,0.111800060372,0.09910005351399999,0.14220007678799998,0.16260008780399998,0.12450006723,0.11940006447600002,0.18800010152,0.292100157734,0.13970007543799998,0.12190006582599998,0.088900048006,0.149900080946,0.13460007268399998,0.13460007268399998,0.154900083646,0.16760009050400002,0.19050010287,0.16260008780399998,0.12450006723,0.149900080946,0.12190006582599998,0.25400013716000003,0.08380004525200001,0.12450006723,0.11940006447600002,0.11940006447600002,0.12950006993,0.177800096012,0.12190006582599998,0.12450006723,0.13460007268399998,0.12950006993,0.16260008780399998,0.215900116586,0.088900048006,0.14480007819200003,0.09910005351399999,0.0,0.09400005076,0.11940006447600002,0.14600007884,0.13205007130699997,0.16260008780399998,0.22735012276900002,0.302300163242,2023-01-06
01-07,1,7,0.0,0.25400013716000003,0.13210007133399998,0.304800164592,0.23880012895200003,0.17270009325799998,0.12190006582599998,0.09650005211,0.12190006582599998,0.111800060372,0.09910005351399999,0.14480007819200003,0.16260008780399998,0.12700006858000001,0.12190006582599998,0.18800010152,0.294600159084,0.13970007543799998,0.12190006582599998,0.088900048006,0.149900080946,0.13970007543799998,0.13460007268399998,0.154900083646,0.170200091908,0.19050010287,0.165100089154,0.137200074088,0.152400082296,0.12190006582599998,0.25400013716000003,0.08380004525200001,0.12450006723,0.11940006447600002,0.116800063072,0.12950006993,0.18290009876600002,0.12700006858000001,0.12950006993,0.137200074088,0.12950006993,0.165100089154,0.22350012068999997,0.088900048006,0.14480007819200003,0.09910005351399999,0.0,0.097800052812,0.12190006582599998,0.148150080001,0.135900073386,0.165100089154,0.231150124821,0.304800164592,2023-01-07
01-08,1,8,0.0,0.25400013716000003,0.13970007543799998,0.304800164592,0.23880012895200003,0.170200091908,0.12190006582599998,0.09650005211,0.12450006723,0.111800060372,0.101600054864,0.152400082296,0.165100089154,0.12700006858000001,0.12450006723,0.18800010152,0.297200160488,0.13970007543799998,0.12190006582599998,0.088900048006,0.149900080946,0.14220007678799998,0.13460007268399998,0.154900083646,0.17270009325799998,0.195600105624,0.165100089154,0.137200074088,0.152400082296,0.12190006582599998,0.25400013716000003,0.088900048006,0.12450006723,0.12450006723,0.116800063072,0.137200074088,0.18540010011600003,0.12700006858000001,0.137200074088,0.137200074088,0.12950006993,0.165100089154,0.22350012068999997,0.09140004935599999,0.14480007819200003,0.101600054864,0.0,0.099050053487,0.12255006617699998,0.14964355906834784,0.137200074088,0.165100089154,0.231150124821,0.304800164592,2023-01-08
01-09,1,9,0.0,0.25400013716000003,0.147300079542,0.304800164592,0.23880012895200003,0.17270009325799998,0.12190006582599998,0.09910005351399999,0.12450006723,0.116800063072,0.106700057618,0.152400082296,0.16760009050400002,0.12700006858000001,0.12450006723,0.18800010152,0.299700161838,0.14220007678799998,0.12190006582599998,0.09140004935599999,0.149900080946,0.14220007678799998,0.13460007268399998,0.154900083646,0.18800010152,0.20070010837799998,0.16760009050400002,0.13970007543799998,0.165100089154,0.12190006582599998,0.25400013716000003,0.088900048006,0.12450006723,0.12700006858000001,0.116800063072,0.13970007543799998,0.19050010287,0.12700006858000001,0.137200074088,0.14220007678799998,0.12950006993,0.16760009050400002,0.22350012068999997,0.09140004935599999,0.147300079542,0.104100056214,0.0,0.10160005486399999,0.12255006617699998,0.15167616886160867,0.14095007611299998,0.16760009050400002,0.231150124821,0.304800164592,2023-01-09
01-10,1,10,0.0,0.25400013716000003,0.147300079542,0.304800164592,0.24380013165199996,0.17270009325799998,0.12190006582599998,0.101600054864,0.12450006723,0.116800063072,0.106700057618,0.152400082296,0.170200091908,0.13210007133399998,0.12450006723,0.18800010152,0.299700161838,0.14220007678799998,0.12190006582599998,0.09400005076,0.149900080946,0.14220007678799998,0.13460007268399998,0.154900083646,0.20570011107800001,0.20070010837799998,0.16760009050400002,0.147300079542,0.170200091908,0.12190006582599998,0.259100139914,0.088900048006,0.12700006858000001,0.13460007268399998,0.116800063072,0.137200074088,0.218400117936,0.12700006858000001,0.137200074088,0.14220007678799998,0.12950006993,0.16760009050400002,0.22350012068999997,0.101600054864,0.147300079542,0.104100056214,0.0,0.10285005553900001,0.12255006617699998,0.15382834393682607,0.14220007678799998,0.170200091908,0.23365012617099995,0.304800164592,2023-01-10
01-11,1,11,0.0,0.25400013716000003,0.147300079542,0.304800164592,0.24380013165199996,0.17270009325799998,0.12190006582599998,0.101600054864,0.137200074088,0.116800063072,0.106700057618,0.152400082296,0.175300094662,0.13460007268399998,0.12450006723,0.19300010422,0.299700161838,0.14480007819200003,0.12190006582599998,0.111800060372,0.152400082296,0.14220007678799998,0.137200074088,0.154900083646,0.226100122094,0.20070010837799998,0.16760009050400002,0.147300079542,0.170200091908,0.12190006582599998,0.259100139914,0.088900048006,0.13460007268399998,0.14480007819200003,0.11940006447600002,0.137200074088,0.236200127548,0.13210007133399998,0.137200074088,0.14480007819200003,0.12950006993,0.16760009050400002,0.231100124794,0.111800060372,0.149900080946,0.104100056214,0.0,0.10925005899500001,0.12255006617699998,0.1568174759857391,0.14480007819200003,0.1720750929205,0.24000012959999997,0.304800164592,2023-01-11
01-12,1,12,0.0,0.25650013851000003,0.147300079542,0.312400168696,0.24380013165199996,0.17270009325799998,0.12190006582599998,0.116800063072,0.137200074088,0.116800063072,0.106700057618,0.15750008505,0.18540010011600003,0.13460007268399998,0.13210007133399998,0.19300010422,0.309900167346,0.1600000864,0.12190006582599998,0.12450006723,0.152400082296,0.14220007678799998,0.137200074088,0.154900083646,0.24380013165199996,0.208300112482,0.177800096012,0.1600000864,0.170200091908,0.12190006582599998,0.259100139914,0.088900048006,0.13460007268399998,0.15750008505,0.12190006582599998,0.137200074088,0.259100139914,0.137200074088,0.137200074088,0.149900080946,0.12950006993,0.16760009050400002,0.236200127548,0.114300061722,0.154900083646,0.104100056214,0.0,0.115550062397,0.12575006790499998,0.16106313045230433,0.148600080244,0.1765250953235,0.250150135081,0.312400168696,2023-01-12
01-13,1,13,0.0,0.25650013851000003,0.147300079542,0.312400168696,0.24380013165199996,0.17270009325799998,0.12190006582599998,0.116800063072,0.137200074088,0.116800063072,0.106700057618,0.16260008780399998,0.18540010011600003,0.13460007268399998,0.13210007133399998,0.19300010422,0.3150001701,0.165100089154,0.12190006582599998,0.12450006723,0.1600000864,0.14220007678799998,0.137200074088,0.154900083646,0.246400133056,0.208300112482,0.177800096012,0.1600000864,0.170200091908,0.12190006582599998,0.259100139914,0.088900048006,0.13460007268399998,0.170200091908,0.12450006723,0.137200074088,0.259100139914,0.137200074088,0.137200074088,0.152400082296,0.13210007133399998,0.16760009050400002,0.241300130302,0.149900080946,0.154900083646,0.104100056214,0.0,0.116800063072,0.13210007133399998,0.16294574016456523,0.151150081621,0.1765250953235,0.251450135783,0.3150001701,2023-01-13
01-14,1,14,0.0,0.259100139914,0.147300079542,0.312400168696,0.24380013165199996,0.17270009325799998,0.12190006582599998,0.116800063072,0.137200074088,0.12450006723,0.111800060372,0.165100089154,0.18540010011600003,0.13460007268399998,0.13210007133399998,0.19300010422,0.3200001728,0.177800096012,0.12190006582599998,0.12450006723,0.16260008780399998,0.14480007819200003,0.137200074088,0.154900083646,0.246400133056,0.208300112482,0.177800096012,0.165100089154,0.170200091908,0.12190006582599998,0.259100139914,0.088900048006,0.13460007268399998,0.17270009325799998,0.12450006723,0.137200074088,0.259100139914,0.137200074088,0.137200074088,0.1600000864,0.13210007133399998,0.16760009050400002,0.241300130302,0.15750008505,0.15750008505,0.104100056214,0.0,0.11935006444899998,0.13210007133399998,0.16438487137647825,0.15620008434799998,0.177800096012,0.252750136485,0.3200001728,2023-01-14
