M-D,M,D,1979_SWE_in,1980_SWE_in,1981_SWE_in,1982_SWE_in,1983_SWE_in,1984_SWE_in,1985_SWE_in,1986_SWE_in,1987_SWE_in,1988_SWE_in,1989_SWE_in,1990_SWE_in,1991_SWE_in,1992_SWE_in,1993_SWE_in,1994_SWE_in,1995_SWE_in,1996_SWE_in,1997_SWE_in,1998_SWE_in,1999_SWE_in,2000_SWE_in,2001_SWE_in,2002_SWE_in,2003_SWE_in,2004_SWE_in,2005_SWE_in,2006_SWE_in,2007_SWE_in,2008_SWE_in,2009_SWE_in,2010_SWE_in,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
10-01,10,1,0.0,0.0,0.0,0.0,0.055900030186,0.0,0.0,0.0,0.025400013716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017458342760833334,0.0,0.0,0.0,0.055900030186,2023-10-01
10-02,10,2,0.0,0.0,0.0,0.0,0.055900030186,0.0,0.00250000135,0.0,0.035600019223999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0024354179817916662,0.0,0.0,0.0032800017712000112,0.055900030186,2023-10-02
10-03,10,3,0.0,0.0,0.0,0.0,0.055900030186,0.0,0.0,0.0,0.040600021923999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002645834762083333,0.0,0.0,0.001530000826200022,0.055900030186,2023-10-03
10-04,10,4,0.0,0.0,0.0,0.0,0.055900030186,0.0,0.0,0.0,0.040600021923999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06100003294,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017800009611999998,0.0,0.0,0.005100002754000001,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004339585676708333,0.0,0.0,0.009130004930200022,0.06100003294,2023-10-04
10-05,10,5,0.0,0.0,0.0,0.007600004103999999,0.053300028782,0.0,0.0,0.0,0.040600021923999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06100003294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.0,0.00250000135,0.0,0.020300010961999997,0.0,0.0,0.005100002754000001,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004708335875833333,0.0,0.0,0.011410006161400053,0.06100003294,2023-10-05
10-06,10,6,0.0,0.0,0.0,0.007600004103999999,0.055900030186,0.0,0.0,0.0,0.038100020574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058400031536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.0,0.017800009611999998,0.0,0.015200008207999998,0.0,0.0,0.005100002754000001,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004708335875833333,0.0,0.0,0.01598000862920001,0.058400031536,2023-10-06
10-07,10,7,0.0,0.0,0.0,0.007600004103999999,0.050800027432,0.0,0.0,0.0,0.035600019223999996,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.058400031536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.022900012366000002,0.0,0.043200023328,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049750026865,0.0,0.0,0.014010007565400055,0.058400031536,2023-10-07
10-08,10,8,0.0,0.0,0.0,0.007600004103999999,0.050800027432,0.0,0.0,0.0,0.03300001782,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.050800027432,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.017800009611999998,0.0,0.050800027432,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050250027135,0.0,0.0,0.014230007684200022,0.050800027432,2023-10-08
10-09,10,9,0.0,0.0,0.0,0.007600004103999999,0.045700024677999995,0.0,0.0,0.005100002754000001,0.027900015065999997,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.045700024677999995,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.015200008207999998,0.0,0.06350003429000001,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005079169409416666,0.0,0.0,0.01345000726300001,0.06350003429000001,2023-10-09
10-10,10,10,0.0,0.0,0.0,0.007600004103999999,0.043200023328,0.0,0.0,0.007600004103999999,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.040600021923999995,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.020300010961999997,0.0,0.058400031536,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050270860479583335,0.0,0.0012750006885000002,0.01598000862920001,0.058400031536,2023-10-10
10-11,10,11,0.0,0.0,0.0,0.007600004103999999,0.038100020574,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.03300001782,0.0,0.0,0.005100002754000001,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020300010961999997,0.0,0.055900030186,0.0,0.017800009611999998,0.0,0.0,0.0,0.010200005508000001,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004602085818458334,0.0,0.0006250003375,0.01598000862920001,0.055900030186,2023-10-11
10-12,10,12,0.0,0.0,0.0,0.027900015065999997,0.03300001782,0.0,0.00250000135,0.0,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.0,0.0,0.005100002754000001,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.0,0.050800027432,0.0,0.017800009611999998,0.0,0.0,0.0,0.007600004103999999,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004866669294666666,0.0,0.0006250003375,0.017800009611999998,0.050800027432,2023-10-12
10-13,10,13,0.0,0.0,0.0,0.03300001782,0.03300001782,0.0,0.010200005508000001,0.00250000135,0.03050001647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.010200005508000001,0.0,0.048300026082,0.005100002754000001,0.015200008207999998,0.0,0.0,0.0,0.0,0.015200008207999998,0.0,0.0,0.010200005508000001,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.005450002943,0.0,0.007600004103999999,0.01598000862920001,0.048300026082,2023-10-13
10-14,10,14,0.0,0.0,0.0,0.03300001782,0.027900015065999997,0.0,0.010200005508000001,0.00250000135,0.03050001647,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.005100002754000001,0.0,0.043200023328,0.00250000135,0.012700006858,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004764585906208333,0.0,0.005100002754000001,0.012700006858,0.043200023328,2023-10-14
10-15,10,15,0.0,0.0,0.022900012366000002,0.038100020574,0.027900015065999997,0.0,0.007600004103999999,0.00250000135,0.027900015065999997,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.035600019223999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004339585676708333,0.0,0.0006250003375,0.015760008510400044,0.038100020574,2023-10-15
10-16,10,16,0.0,0.0,0.03300001782,0.045700024677999995,0.025400013716,0.0,0.007600004103999999,0.00250000135,0.022900012366000002,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.027900015065999997,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004127085561958334,0.0,0.0,0.015760008510400044,0.045700024677999995,2023-10-16
10-17,10,17,0.0,0.0,0.043200023328,0.06600003564,0.022900012366000002,0.0,0.017800009611999998,0.0,0.012700006858,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.012700006858,0.038100020574,0.0,0.0,0.0,0.007600004103999999,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053979195815416665,0.0,0.0012750006885000002,0.017800009611999998,0.06600003564,2023-10-17
10-18,10,18,0.0,0.0,0.043200023328,0.06600003564,0.020300010961999997,0.0,0.017800009611999998,0.0,0.005100002754000001,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.012700006858,0.043200023328,0.0,0.0,0.0,0.007600004103999999,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0058750031725,0.0,0.005100002754000001,0.018550010017000008,0.06600003564,2023-10-18
10-19,10,19,0.0,0.0,0.043200023328,0.06600003564,0.017800009611999998,0.0,0.020300010961999997,0.0,0.007600004103999999,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.012700006858,0.048300026082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.025400013716,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.010200005508000001,0.0,0.0,0.03050001647,0.0,0.0,0.0,0.0,0.006510420182291666,0.0,0.0057250030915000005,0.02183001178820002,0.06600003564,2023-10-19
10-20,10,20,0.0,0.015200008207999998,0.043200023328,0.06600003564,0.015200008207999998,0.0,0.025400013716,0.0,0.010200005508000001,0.0,0.0,0.005100002754000001,0.007600004103999999,0.0,0.0,0.012700006858,0.045700024677999995,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020300010961999997,0.0,0.025400013716,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020300010961999997,0.0,0.0,0.027900015065999997,0.0,0.0,0.0,0.0,0.0073520873034583325,0.0,0.008250004455,0.025400013716,0.06600003564,2023-10-20
10-21,10,21,0.0,0.027900015065999997,0.043200023328,0.06600003564,0.015200008207999998,0.0,0.025400013716,0.0,0.010200005508000001,0.0,0.0,0.005100002754000001,0.005100002754000001,0.0,0.0,0.012700006858,0.043200023328,0.0,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040600021923999995,0.0,0.03050001647,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020300010961999997,0.0,0.0,0.022900012366000002,0.0,0.0,0.0,0.0,0.007883337590333333,0.0,0.008250004455,0.02868001548720001,0.06600003564,2023-10-21
10-22,10,22,0.0,0.027900015065999997,0.040600021923999995,0.06600003564,0.015200008207999998,0.0,0.025400013716,0.007600004103999999,0.012700006858,0.0,0.0,0.005100002754000001,0.00250000135,0.0,0.0,0.012700006858,0.040600021923999995,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.06350003429000001,0.0,0.03050001647,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.017800009611999998,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.008143754397625,0.0,0.007600004103999999,0.02868001548720001,0.06600003564,2023-10-22
10-23,10,23,0.0,0.027900015065999997,0.040600021923999995,0.06600003564,0.015200008207999998,0.0,0.025400013716,0.007600004103999999,0.017800009611999998,0.0,0.0,0.012700006858,0.00250000135,0.0,0.0,0.012700006858,0.038100020574,0.010200005508000001,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.08380004525200001,0.0,0.027900015065999997,0.007600004103999999,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.015200008207999998,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.009150004941,0.0,0.012700006858,0.027900015065999997,0.08380004525200001,2023-10-23
10-24,10,24,0.0,0.027900015065999997,0.040600021923999995,0.06600003564,0.015200008207999998,0.0,0.025400013716,0.007600004103999999,0.017800009611999998,0.0,0.0,0.012700006858,0.0,0.017800009611999998,0.0,0.012700006858,0.038100020574,0.007600004103999999,0.0,0.010200005508000001,0.0,0.0,0.00250000135,0.0,0.007600004103999999,0.0,0.08380004525200001,0.0,0.027900015065999997,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.012700006858,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009731255254874999,0.0,0.012700006858,0.027900015065999997,0.08380004525200001,2023-10-24
10-25,10,25,0.0,0.027900015065999997,0.040600021923999995,0.06600003564,0.015200008207999998,0.0,0.025400013716,0.00250000135,0.017800009611999998,0.0,0.0,0.012700006858,0.0,0.022900012366000002,0.0,0.012700006858,0.038100020574,0.007600004103999999,0.005100002754000001,0.055900030186,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.086400046656,0.0,0.027900015065999997,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.010200005508000001,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.010897922551541666,0.0,0.015200008207999998,0.03096001671840004,0.086400046656,2023-10-25
10-26,10,26,0.0,0.027900015065999997,0.040600021923999995,0.06600003564,0.015200008207999998,0.0,0.025400013716,0.0,0.017800009611999998,0.0,0.0,0.017800009611999998,0.0,0.03050001647,0.0,0.012700006858,0.038100020574,0.005100002754000001,0.020300010961999997,0.055900030186,0.007600004103999999,0.0,0.0,0.0,0.007600004103999999,0.0,0.101600054864,0.0,0.045700024677999995,0.0,0.0,0.0,0.005100002754000001,0.0,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.012114589875208333,0.0,0.017800009611999998,0.038850020979000005,0.101600054864,2023-10-26
10-27,10,27,0.0,0.027900015065999997,0.040600021923999995,0.06600003564,0.027900015065999997,0.0,0.038100020574,0.0,0.017800009611999998,0.0,0.0,0.020300010961999997,0.0,0.03050001647,0.0,0.012700006858,0.038100020574,0.005100002754000001,0.03050001647,0.055900030186,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.101600054864,0.00250000135,0.048300026082,0.0,0.0,0.0,0.005100002754000001,0.0,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017800009611999998,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.0,0.013068757057125,0.0,0.0184250099495,0.038850020979000005,0.101600054864,2023-10-27
