M-D,M,D,1979_SWE_in,1980_SWE_in,1981_SWE_in,1982_SWE_in,1983_SWE_in,1984_SWE_in,1985_SWE_in,1986_SWE_in,1987_SWE_in,1988_SWE_in,1989_SWE_in,1990_SWE_in,1991_SWE_in,1992_SWE_in,1993_SWE_in,1994_SWE_in,1995_SWE_in,1996_SWE_in,1997_SWE_in,1998_SWE_in,1999_SWE_in,2000_SWE_in,2001_SWE_in,2002_SWE_in,2003_SWE_in,2004_SWE_in,2005_SWE_in,2006_SWE_in,2007_SWE_in,2008_SWE_in,2009_SWE_in,2010_SWE_in,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
10-11,10,11,0.0,0.0,0.0,0.020300010961999997,0.025400013716,0.010200005508000001,0.0,0.017800009611999998,0.048300026082,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.038100020574,0.0,0.0,0.010200005508000001,0.0,0.0,0.03300001782,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.06350003429000001,0.0,0.020300010961999997,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.007039587134708332,0.0,0.010200005508000001,0.02183001178820002,0.06350003429000001,2023-10-11
10-12,10,12,0.0,0.0,0.0,0.017800009611999998,0.025400013716,0.010200005508000001,0.012700006858,0.017800009611999998,0.048300026082,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.035600019223999996,0.0,0.0,0.007600004103999999,0.0,0.0,0.050800027432,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.015200008207999998,0.0,0.058400031536,0.0,0.020300010961999997,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.007620837448583333,0.0,0.010825005845500002,0.02183001178820002,0.058400031536,2023-10-12
10-13,10,13,0.0,0.0,0.0,0.015200008207999998,0.025400013716,0.010200005508000001,0.007600004103999999,0.017800009611999998,0.048300026082,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.03050001647,0.0,0.0,0.027900015065999997,0.0,0.0,0.048300026082,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.015200008207999998,0.0,0.050800027432,0.012700006858,0.022900012366000002,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.017800009611999998,0.0,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.008150004401000001,0.0,0.0133250071955,0.02615001412100001,0.050800027432,2023-10-13
10-14,10,14,0.0,0.0,0.0,0.012700006858,0.025400013716,0.010200005508000001,0.007600004103999999,0.020300010961999997,0.048300026082,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.022900012366000002,0.0,0.0,0.043200023328,0.0,0.0,0.048300026082,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.020300010961999997,0.0,0.045700024677999995,0.005100002754000001,0.027900015065999997,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.015200008207999998,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.008147921066541665,0.0,0.010825005845500002,0.02615001412100001,0.048300026082,2023-10-14
10-15,10,15,0.0,0.0,0.0,0.012700006858,0.025400013716,0.010200005508000001,0.012700006858,0.020300010961999997,0.048300026082,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.035600019223999996,0.0,0.0,0.040600021923999995,0.0,0.0,0.048300026082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017800009611999998,0.0,0.040600021923999995,0.0,0.027900015065999997,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.008043754343625,0.0,0.012700006858,0.03021001631340003,0.048300026082,2023-10-15
10-16,10,16,0.0,0.0,0.015200008207999998,0.035600019223999996,0.025400013716,0.012700006858,0.015200008207999998,0.020300010961999997,0.048300026082,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.058400031536,0.0,0.0,0.025400013716,0.0,0.0,0.048300026082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.03050001647,0.0,0.03300001782,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.008837504772249998,0.0,0.0133250071955,0.03125001687500001,0.058400031536,2023-10-16
10-17,10,17,0.0,0.0,0.020300010961999997,0.050800027432,0.025400013716,0.010200005508000001,0.020300010961999997,0.015200008207999998,0.048300026082,0.0,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.06350003429000001,0.0,0.0,0.015200008207999998,0.007600004103999999,0.0,0.050800027432,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.0,0.012700006858,0.0,0.03050001647,0.0,0.03300001782,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.020300010961999997,0.0,0.0,0.0,0.009468755113125,0.0,0.015200008207999998,0.03125001687500001,0.06350003429000001,2023-10-17
10-18,10,18,0.0,0.0,0.020300010961999997,0.050800027432,0.025400013716,0.010200005508000001,0.027900015065999997,0.0,0.06100003294,0.0,0.0,0.0,0.0,0.0,0.0,0.017800009611999998,0.06350003429000001,0.0,0.0,0.0,0.012700006858,0.0,0.050800027432,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.00250000135,0.0,0.010200005508000001,0.0,0.020300010961999997,0.0,0.03300001782,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.015200008207999998,0.015200008207999998,0.0,0.0,0.0,0.009629171866416666,0.0,0.0133250071955,0.02943001589220002,0.06350003429000001,2023-10-18
10-19,10,19,0.0,0.010200005508000001,0.020300010961999997,0.053300028782,0.025400013716,0.012700006858,0.027900015065999997,0.0,0.06600003564,0.0,0.0,0.0,0.0,0.0,0.0,0.022900012366000002,0.06350003429000001,0.0,0.0,0.0,0.020300010961999997,0.0,0.050800027432,0.0,0.0,0.0,0.007600004103999999,0.0,0.010200005508000001,0.0,0.0,0.005100002754000001,0.0,0.015200008207999998,0.0,0.03300001782,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.015200008207999998,0.0,0.0,0.027900015065999997,0.015200008207999998,0.0,0.0,0.0,0.01073750579825,0.0,0.015200008207999998,0.02943001589220002,0.06600003564,2023-10-19
10-20,10,20,0.0,0.010200005508000001,0.020300010961999997,0.053300028782,0.025400013716,0.012700006858,0.027900015065999997,0.0,0.08130004390199999,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.022900012366000002,0.06350003429000001,0.0,0.010200005508000001,0.0,0.020300010961999997,0.0,0.050800027432,0.0,0.0,0.0,0.038100020574,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.03300001782,0.0,0.0,0.0,0.0,0.012700006858,0.00250000135,0.0,0.027900015065999997,0.0,0.0,0.022900012366000002,0.007600004103999999,0.0,0.0,0.0,0.012012506486749999,0.0,0.020300010961999997,0.03453001864620002,0.08130004390199999,2023-10-20
10-21,10,21,0.007600004103999999,0.035600019223999996,0.020300010961999997,0.050800027432,0.025400013716,0.012700006858,0.027900015065999997,0.0,0.086400046656,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.022900012366000002,0.06350003429000001,0.0,0.020300010961999997,0.0,0.020300010961999997,0.0,0.050800027432,0.0,0.0,0.0,0.104100056214,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.0,0.0,0.0,0.005100002754000001,0.005100002754000001,0.0,0.03050001647,0.0,0.0,0.022900012366000002,0.00250000135,0.0,0.0,0.0,0.01381250745875,0.0,0.020950011313,0.040160021686400066,0.104100056214,2023-10-21
10-22,10,22,0.007600004103999999,0.035600019223999996,0.022900012366000002,0.050800027432,0.025400013716,0.012700006858,0.027900015065999997,0.0,0.09140004935599999,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.022900012366000002,0.06350003429000001,0.0,0.020300010961999997,0.0,0.022900012366000002,0.0,0.050800027432,0.0,0.0,0.0,0.11940006447600002,0.0,0.010200005508000001,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.03050001647,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.03050001647,0.0,0.0,0.015200008207999998,0.00250000135,0.0,0.0,0.0,0.014235424353791668,0.0,0.022900012366000002,0.040160021686400066,0.11940006447600002,2023-10-22
10-23,10,23,0.007600004103999999,0.035600019223999996,0.025400013716,0.050800027432,0.025400013716,0.012700006858,0.027900015065999997,0.0,0.09140004935599999,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.025400013716,0.06350003429000001,0.007600004103999999,0.020300010961999997,0.0,0.022900012366000002,0.0,0.055900030186,0.0,0.015200008207999998,0.0,0.12190006582599998,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.03050001647,0.0,0.0,0.0,0.0,0.010200005508000001,0.010200005508000001,0.0,0.03050001647,0.010200005508000001,0.0,0.010200005508000001,0.005100002754000001,0.0,0.0,0.0,0.015402091650458333,0.006350003429,0.023525012703500003,0.040160021686400066,0.12190006582599998,2023-10-23
10-24,10,24,0.00250000135,0.035600019223999996,0.027900015065999997,0.050800027432,0.025400013716,0.010200005508000001,0.027900015065999997,0.0,0.09140004935599999,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.027900015065999997,0.06350003429000001,0.007600004103999999,0.020300010961999997,0.005100002754000001,0.022900012366000002,0.0,0.055900030186,0.0,0.020300010961999997,0.0,0.12450006723,0.0,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.027900015065999997,0.0,0.0,0.0,0.0,0.005100002754000001,0.010200005508000001,0.0,0.035600019223999996,0.010200005508000001,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.015347924954541667,0.005100002754000001,0.023525012703500003,0.040160021686400066,0.12450006723,2023-10-24
10-25,10,25,0.00250000135,0.035600019223999996,0.027900015065999997,0.050800027432,0.025400013716,0.012700006858,0.027900015065999997,0.0,0.09140004935599999,0.0,0.0,0.0,0.010200005508000001,0.0,0.0,0.027900015065999997,0.06350003429000001,0.007600004103999999,0.025400013716,0.010200005508000001,0.022900012366000002,0.0,0.055900030186,0.0,0.020300010961999997,0.0,0.12700006858000001,0.0,0.005100002754000001,0.0,0.0,0.0,0.020300010961999997,0.0,0.005100002754000001,0.025400013716,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.038100020574,0.010200005508000001,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.01592709193395833,0.003800002052,0.025400013716,0.041910022631400055,0.12700006858000001,2023-10-25
10-26,10,26,0.0,0.035600019223999996,0.027900015065999997,0.055900030186,0.025400013716,0.012700006858,0.027900015065999997,0.0,0.09140004935599999,0.0,0.0,0.015200008207999998,0.010200005508000001,0.0,0.0,0.03050001647,0.06350003429000001,0.007600004103999999,0.03050001647,0.010200005508000001,0.03300001782,0.0,0.055900030186,0.0,0.022900012366000002,0.0,0.147300079542,0.0,0.017800009611999998,0.0,0.0,0.0,0.022900012366000002,0.0,0.007600004103999999,0.025400013716,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.038100020574,0.010200005508000001,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.017570842821583332,0.007600004103999999,0.026025014053500002,0.04344002345760008,0.147300079542,2023-10-26
10-27,10,27,0.0,0.035600019223999996,0.027900015065999997,0.055900030186,0.045700024677999995,0.012700006858,0.03300001782,0.0,0.09140004935599999,0.0,0.0,0.027900015065999997,0.010200005508000001,0.010200005508000001,0.0,0.03050001647,0.06350003429000001,0.007600004103999999,0.035600019223999996,0.010200005508000001,0.040600021923999995,0.0,0.055900030186,0.0,0.022900012366000002,0.0,0.147300079542,0.0,0.017800009611999998,0.0,0.0,0.0,0.025400013716,0.0,0.012700006858,0.022900012366000002,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.038100020574,0.010200005508000001,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.018947926898541665,0.010200005508000001,0.028550015417,0.04876002633040004,0.147300079542,2023-10-27
10-28,10,28,0.00250000135,0.035600019223999996,0.03300001782,0.055900030186,0.050800027432,0.0,0.038100020574,0.0,0.09140004935599999,0.0,0.0,0.027900015065999997,0.010200005508000001,0.03050001647,0.0,0.03050001647,0.06350003429000001,0.007600004103999999,0.035600019223999996,0.010200005508000001,0.045700024677999995,0.0,0.07110003839399999,0.0,0.022900012366000002,0.0,0.165100089154,0.0,0.017800009611999998,0.0,0.0,0.0,0.025400013716,0.015200008207999998,0.012700006858,0.025400013716,0.0,0.0,0.0,0.0,0.0,0.010200005508000001,0.0,0.035600019223999996,0.010200005508000001,0.0,0.0,0.00250000135,0.0,0.0,0.0,0.020481261059874998,0.010200005508000001,0.0311250168075,0.052330028258200025,0.165100089154,2023-10-28
10-29,10,29,0.0,0.035600019223999996,0.03300001782,0.055900030186,0.050800027432,0.0,0.038100020574,0.00250000135,0.09140004935599999,0.0,0.0,0.03050001647,0.010200005508000001,0.03050001647,0.010200005508000001,0.03050001647,0.06350003429000001,0.007600004103999999,0.043200023328,0.010200005508000001,0.045700024677999995,0.00250000135,0.076200041148,0.0,0.022900012366000002,0.0,0.177800096012,0.017800009611999998,0.020300010961999997,0.0,0.0,0.005100002754000001,0.025400013716,0.015200008207999998,0.010200005508000001,0.035600019223999996,0.0,0.005100002754000001,0.0,0.0,0.0,0.012700006858,0.0,0.03300001782,0.015200008207999998,0.012700006858,0.0,0.005100002754000001,0.0,0.0,0.0,0.022545845508083334,0.011450006183000001,0.03300001782,0.052330028258200025,0.177800096012,2023-10-29
10-30,10,30,0.00250000135,0.035600019223999996,0.035600019223999996,0.06100003294,0.050800027432,0.0,0.038100020574,0.00250000135,0.09140004935599999,0.0,0.0,0.03050001647,0.010200005508000001,0.03050001647,0.015200008207999998,0.03050001647,0.06350003429000001,0.007600004103999999,0.043200023328,0.010200005508000001,0.055900030186,0.00250000135,0.078700042498,0.0,0.038100020574,0.0,0.177800096012,0.017800009611999998,0.022900012366000002,0.0,0.0,0.005100002754000001,0.027900015065999997,0.015200008207999998,0.010200005508000001,0.038100020574,0.0,0.007600004103999999,0.0,0.0,0.0,0.012700006858,0.0,0.03300001782,0.015200008207999998,0.007600004103999999,0.020300010961999997,0.007600004103999999,0.0,0.0,0.0018750010125,0.024022929639041665,0.013950007532999999,0.035600019223999996,0.057430031012200025,0.177800096012,2023-10-30
10-31,10,31,0.0,0.035600019223999996,0.035600019223999996,0.06600003564,0.058400031536,0.0,0.038100020574,0.00250000135,0.09140004935599999,0.0,0.0,0.03050001647,0.012700006858,0.03050001647,0.027900015065999997,0.03050001647,0.06350003429000001,0.007600004103999999,0.045700024677999995,0.010200005508000001,0.06350003429000001,0.0,0.101600054864,0.012700006858,0.038100020574,0.00250000135,0.177800096012,0.017800009611999998,0.022900012366000002,0.0,0.0,0.007600004103999999,0.03050001647,0.015200008207999998,0.010200005508000001,0.038100020574,0.0,0.007600004103999999,0.0,0.0,0.0,0.017800009611999998,0.0,0.03300001782,0.015200008207999998,0.007600004103999999,0.015200008207999998,0.007600004103999999,0.0,0.0,0.0018750010125,0.02560834716183333,0.015200008207999998,0.035600019223999996,0.06350003429000001,0.177800096012,2023-10-31
11-01,11,1,0.0,0.035600019223999996,0.035600019223999996,0.06600003564,0.058400031536,0.0,0.040600021923999995,0.00250000135,0.09140004935599999,0.0,0.0,0.03050001647,0.0,0.03050001647,0.027900015065999997,0.03050001647,0.06350003429000001,0.007600004103999999,0.050800027432,0.022900012366000002,0.06350003429000001,0.0,0.116800063072,0.012700006858,0.038100020574,0.015200008207999998,0.177800096012,0.020300010961999997,0.022900012366000002,0.0,0.0,0.007600004103999999,0.027900015065999997,0.022900012366000002,0.010200005508000001,0.038100020574,0.0,0.007600004103999999,0.0,0.0,0.0,0.022900012366000002,0.0,0.03300001782,0.015200008207999998,0.005100002754000001,0.017800009611999998,0.010200005508000001,0.0,0.0,0.0,0.026668764401124995,0.019050010287,0.035600019223999996,0.06350003429000001,0.177800096012,2023-11-01
11-02,11,2,0.0,0.035600019223999996,0.035600019223999996,0.06600003564,0.058400031536,0.0,0.040600021923999995,0.00250000135,0.09400005076,0.0,0.0,0.03050001647,0.015200008207999998,0.03300001782,0.03300001782,0.03050001647,0.06350003429000001,0.012700006858,0.050800027432,0.022900012366000002,0.06350003429000001,0.0,0.116800063072,0.012700006858,0.038100020574,0.017800009611999998,0.177800096012,0.020300010961999997,0.03050001647,0.0,0.0,0.007600004103999999,0.03050001647,0.03050001647,0.010200005508000001,0.038100020574,0.010200005508000001,0.007600004103999999,0.0,0.0,0.010200005508000001,0.022900012366000002,0.0,0.03300001782,0.015200008207999998,0.0,0.017800009611999998,0.0,0.0,0.0,0.0018750010125,0.027835431697791665,0.019050010287,0.035600019223999996,0.06350003429000001,0.177800096012,2023-11-02
11-03,11,3,0.0,0.035600019223999996,0.035600019223999996,0.06600003564,0.058400031536,0.005100002754000001,0.040600021923999995,0.00250000135,0.09400005076,0.015200008207999998,0.0,0.03050001647,0.027900015065999997,0.03300001782,0.040600021923999995,0.03050001647,0.07110003839399999,0.015200008207999998,0.050800027432,0.022900012366000002,0.07110003839399999,0.0,0.116800063072,0.012700006858,0.038100020574,0.020300010961999997,0.175300094662,0.020300010961999997,0.03300001782,0.005100002754000001,0.010200005508000001,0.007600004103999999,0.027900015065999997,0.03050001647,0.007600004103999999,0.038100020574,0.010200005508000001,0.007600004103999999,0.0,0.0,0.010200005508000001,0.027900015065999997,0.0,0.03050001647,0.027900015065999997,0.0,0.022900012366000002,0.0,0.0,0.0,0.007600004103999999,0.029735432723791668,0.025400013716,0.036225019561499996,0.06753003646620001,0.175300094662,2023-11-03
11-04,11,4,0.0,0.035600019223999996,0.035600019223999996,0.06600003564,0.058400031536,0.005100002754000001,0.045700024677999995,0.00250000135,0.09400005076,0.025400013716,0.00250000135,0.03050001647,0.03050001647,0.035600019223999996,0.040600021923999995,0.03050001647,0.08130004390199999,0.015200008207999998,0.050800027432,0.022900012366000002,0.07110003839399999,0.0,0.116800063072,0.015200008207999998,0.038100020574,0.025400013716,0.17270009325799998,0.020300010961999997,0.03300001782,0.005100002754000001,0.015200008207999998,0.007600004103999999,0.020300010961999997,0.03050001647,0.010200005508000001,0.038100020574,0.010200005508000001,0.007600004103999999,0.0,0.0,0.010200005508000001,0.03300001782,0.0,0.03050001647,0.027900015065999997,0.0,0.022900012366000002,0.0,0.0,0.0,0.007600004103999999,0.03063751654425,0.025400013716,0.036225019561499996,0.06753003646620001,0.17270009325799998,2023-11-04
11-05,11,5,0.005100002754000001,0.035600019223999996,0.035600019223999996,0.06600003564,0.058400031536,0.005100002754000001,0.045700024677999995,0.00250000135,0.09400005076,0.025400013716,0.005100002754000001,0.03050001647,0.03050001647,0.035600019223999996,0.040600021923999995,0.03050001647,0.08130004390199999,0.020300010961999997,0.050800027432,0.022900012366000002,0.07110003839399999,0.0,0.116800063072,0.015200008207999998,0.040600021923999995,0.025400013716,0.17270009325799998,0.022900012366000002,0.03300001782,0.005100002754000001,0.022900012366000002,0.007600004103999999,0.012700006858,0.040600021923999995,0.012700006858,0.038100020574,0.010200005508000001,0.007600004103999999,0.0,0.00250000135,0.012700006858,0.03300001782,0.0,0.03050001647,0.03050001647,0.0,0.022900012366000002,0.0,0.0,0.0017500009450000004,0.007600004103999999,0.03143335030733333,0.025400013716,0.0387250209115,0.06753003646620001,0.17270009325799998,2023-11-05
11-06,11,6,0.010200005508000001,0.035600019223999996,0.035600019223999996,0.06600003564,0.058400031536,0.005100002754000001,0.045700024677999995,0.00250000135,0.09400005076,0.03300001782,0.022900012366000002,0.03050001647,0.03300001782,0.035600019223999996,0.040600021923999995,0.03050001647,0.08130004390199999,0.020300010961999997,0.050800027432,0.022900012366000002,0.076200041148,0.0,0.116800063072,0.015200008207999998,0.040600021923999995,0.027900015065999997,0.170200091908,0.022900012366000002,0.03300001782,0.005100002754000001,0.022900012366000002,0.007600004103999999,0.012700006858,0.045700024677999995,0.012700006858,0.043200023328,0.010200005508000001,0.007600004103999999,0.0,0.007600004103999999,0.012700006858,0.03300001782,0.0,0.03050001647,0.03300001782,0.0,0.022900012366000002,0.0,0.0,0.0017500009450000004,0.010200005508000001,0.03259793426954166,0.029200015768,0.040600021923999995,0.06906003729240004,0.170200091908,2023-11-06
