M-D,M,D,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
10-24,10,24,0.025400013716,0.0,0.00250000135,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.022900012366000002,0.0,0.0,0.007600004103999999,0.0,0.015200008207999998,0.00250000135,0.0,0.0,0.0,0.0050750027405,0.0,0.0057250030915000005,0.019050010287,0.025400013716,2023-10-24
10-25,10,25,0.027900015065999997,0.0,0.00250000135,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0046000024839999995,0.0,0.003150001701,0.019050010287,0.027900015065999997,2023-10-25
10-26,10,26,0.03300001782,0.0,0.015200008207999998,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.005100002754000001,0.010200005508000001,0.010200005508000001,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.0068250036855,0.001250000675,0.010200005508000001,0.021550011637,0.03300001782,2023-10-26
10-27,10,27,0.040600021923999995,0.0,0.015200008207999998,0.00250000135,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.00250000135,0.012700006858,0.020300010961999997,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.007925004279499999,0.001250000675,0.0133250071955,0.024100013014,0.040600021923999995,2023-10-27
10-28,10,28,0.040600021923999995,0.0,0.015200008207999998,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.012700006858,0.020300010961999997,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.00808750436725,0.0,0.0133250071955,0.024100013014,0.040600021923999995,2023-10-28
10-29,10,29,0.040600021923999995,0.0,0.012700006858,0.015200008207999998,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.0,0.020300010961999997,0.0,0.0,0.010200005508000001,0.0,0.0,0.0,0.007931254282874998,0.0,0.0133250071955,0.024100013014,0.040600021923999995,2023-10-29
10-30,10,30,0.040600021923999995,0.0,0.010200005508000001,0.017800009611999998,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.0,0.020300010961999997,0.0,0.022900012366000002,0.007600004103999999,0.0,0.0,0.0,0.009206254971374998,0.0,0.0184250099495,0.025400013716,0.040600021923999995,2023-10-30
10-31,10,31,0.053300028782,0.0,0.007600004103999999,0.020300010961999997,0.0,0.0,0.0,0.0,0.0,0.027900015065999997,0.0,0.0,0.020300010961999997,0.0,0.022900012366000002,0.005100002754000001,0.0,0.0,0.0,0.00983750531225,0.0,0.020300010961999997,0.025400013716,0.053300028782,2023-10-31
11-01,11,1,0.055900030186,0.0,0.00250000135,0.020300010961999997,0.0,0.0,0.0,0.0,0.0,0.035600019223999996,0.0,0.0,0.022900012366000002,0.0,0.025400013716,0.005100002754000001,0.0,0.0,0.0,0.010481255659875,0.0,0.020950011313,0.03050001647,0.055900030186,2023-11-01
11-02,11,2,0.06350003429000001,0.012700006858,0.00250000135,0.020300010961999997,0.0,0.0,0.0,0.0,0.0,0.035600019223999996,0.0,0.0,0.020300010961999997,0.0,0.025400013716,0.0,0.0,0.0,0.0,0.011268756085125,0.0,0.020300010961999997,0.03050001647,0.06350003429000001,2023-11-02
11-03,11,3,0.068600037044,0.012700006858,0.00250000135,0.020300010961999997,0.0,0.0,0.0,0.0,0.010200005508000001,0.035600019223999996,0.0,0.0,0.040600021923999995,0.0,0.022900012366000002,0.0,0.0,0.0,0.0,0.01333750720225,0.001250000675,0.020950011313,0.038100020574,0.068600037044,2023-11-03
11-04,11,4,0.068600037044,0.012700006858,0.00250000135,0.020300010961999997,0.0,0.0,0.0,0.0,0.010200005508000001,0.035600019223999996,0.0,0.0,0.040600021923999995,0.0,0.027900015065999997,0.0,0.0,0.0,0.0,0.013650007370999999,0.001250000675,0.022200011987999996,0.038100020574,0.068600037044,2023-11-04
11-05,11,5,0.068600037044,0.017800009611999998,0.00250000135,0.020300010961999997,0.0,0.0,0.0,0.005100002754000001,0.015200008207999998,0.035600019223999996,0.0,0.0,0.040600021923999995,0.0,0.027900015065999997,0.0,0.0,0.0,0.0,0.014600007884,0.003800002052,0.022200011987999996,0.038100020574,0.068600037044,2023-11-05
11-06,11,6,0.068600037044,0.015200008207999998,0.00250000135,0.022900012366000002,0.0,0.0,0.0,0.005100002754000001,0.015200008207999998,0.035600019223999996,0.0,0.0,0.053300028782,0.0,0.03300001782,0.0,0.0,0.0,0.0,0.015712508484749997,0.003800002052,0.025425013729500002,0.044450024002999994,0.068600037044,2023-11-06
11-07,11,7,0.068600037044,0.020300010961999997,0.00250000135,0.022900012366000002,0.0,0.0,0.0,0.015200008207999998,0.015200008207999998,0.035600019223999996,0.0,0.0,0.06350003429000001,0.0,0.03300001782,0.0,0.0,0.0,0.0,0.017300009342000003,0.008850004779,0.025425013729500002,0.049550026757,0.068600037044,2023-11-07
11-08,11,8,0.068600037044,0.017800009611999998,0.00250000135,0.022900012366000002,0.0,0.0,0.0,0.015200008207999998,0.015200008207999998,0.035600019223999996,0.005100002754000001,0.0,0.06350003429000001,0.0,0.035600019223999996,0.0,0.0,0.0,0.0,0.017625009517499998,0.010150005481,0.0260750140805,0.049550026757,0.068600037044,2023-11-08
11-09,11,9,0.068600037044,0.015200008207999998,0.00250000135,0.022900012366000002,0.0,0.0,0.0,0.015200008207999998,0.015200008207999998,0.035600019223999996,0.005100002754000001,0.0,0.06350003429000001,0.0,0.038100020574,0.0,0.0,0.0,0.0,0.017618759514124997,0.010150005481,0.0260750140805,0.050800027432,0.068600037044,2023-11-09
11-10,11,10,0.07110003839399999,0.015200008207999998,0.043200023328,0.022900012366000002,0.0,0.005100002754000001,0.0,0.015200008207999998,0.015200008207999998,0.035600019223999996,0.005100002754000001,0.005100002754000001,0.06350003429000001,0.0,0.038100020574,0.0,0.0,0.0,0.0038250020655000005,0.020956261316375,0.015200008207999998,0.036225019561499996,0.053350028809,0.07110003839399999,2023-11-10
11-11,11,11,0.07110003839399999,0.015200008207999998,0.043200023328,0.022900012366000002,0.0,0.017800009611999998,0.0,0.015200008207999998,0.015200008207999998,0.035600019223999996,0.005100002754000001,0.007600004103999999,0.06350003429000001,0.0,0.038100020574,0.0,0.0,0.0,0.0038250020655000005,0.021906261829375002,0.015200008207999998,0.036225019561499996,0.053350028809,0.07110003839399999,2023-11-11
11-12,11,12,0.073700039798,0.015200008207999998,0.043200023328,0.022900012366000002,0.0,0.017800009611999998,0.0,0.015200008207999998,0.020300010961999997,0.035600019223999996,0.015200008207999998,0.010200005508000001,0.06350003429000001,0.0,0.038100020574,0.0,0.0,0.0,0.007650004131000001,0.023181262517875,0.01650000891,0.036225019561499996,0.053350028809,0.073700039798,2023-11-12
11-13,11,13,0.073700039798,0.022900012366000002,0.043200023328,0.025400013716,0.0,0.017800009611999998,0.0,0.015200008207999998,0.020300010961999997,0.035600019223999996,0.015200008207999998,0.010200005508000001,0.06350003429000001,0.0,0.045700024677999995,0.0,0.0,0.0,0.007650004131000001,0.024293763118625,0.019050010287,0.037500020249999995,0.054600029484,0.073700039798,2023-11-13
11-14,11,14,0.073700039798,0.022900012366000002,0.043200023328,0.025400013716,0.020300010961999997,0.017800009611999998,0.0,0.015200008207999998,0.025400013716,0.035600019223999996,0.022900012366000002,0.007600004103999999,0.06350003429000001,0.0,0.045700024677999995,0.0,0.0,0.0,0.013300007182,0.026200014148000002,0.022900012366000002,0.037500020249999995,0.054600029484,0.073700039798,2023-11-14
11-15,11,15,0.073700039798,0.022900012366000002,0.043200023328,0.025400013716,0.020300010961999997,0.017800009611999998,0.0,0.015200008207999998,0.025400013716,0.035600019223999996,0.027900015065999997,0.007600004103999999,0.06350003429000001,0.0,0.045700024677999995,0.0,0.0,0.0,0.013300007182,0.026512514316750002,0.024150013041,0.037500020249999995,0.054600029484,0.073700039798,2023-11-15
11-16,11,16,0.086400046656,0.015200008207999998,0.043200023328,0.027900015065999997,0.020300010961999997,0.020300010961999997,0.0,0.015200008207999998,0.025400013716,0.035600019223999996,0.035600019223999996,0.005100002754000001,0.06350003429000001,0.0,0.045700024677999995,0.0,0.0,0.0,0.012675006844499999,0.027462514829749998,0.022850012338999998,0.037500020249999995,0.054600029484,0.086400046656,2023-11-16
11-17,11,17,0.086400046656,0.012700006858,0.043200023328,0.03300001782,0.022900012366000002,0.027900015065999997,0.0,0.015200008207999998,0.025400013716,0.035600019223999996,0.035600019223999996,0.005100002754000001,0.06350003429000001,0.007600004103999999,0.045700024677999995,0.010200005508000001,0.0,0.006350003429,0.0120750065205,0.0293750158625,0.026650014391,0.037500020249999995,0.054600029484,0.086400046656,2023-11-17
11-18,11,18,0.086400046656,0.012700006858,0.045700024677999995,0.035600019223999996,0.022900012366000002,0.027900015065999997,0.007600004103999999,0.050800027432,0.025400013716,0.035600019223999996,0.03300001782,0.005100002754000001,0.06350003429000001,0.007600004103999999,0.045700024677999995,0.015200008207999998,0.005100002754000001,0.007600004103999999,0.0145750078705,0.032543767573624996,0.030450016442999998,0.045700024677999995,0.057150030861000005,0.086400046656,2023-11-18
11-19,11,19,0.086400046656,0.020300010961999997,0.045700024677999995,0.035600019223999996,0.027900015065999997,0.027900015065999997,0.007600004103999999,0.050800027432,0.025400013716,0.035600019223999996,0.03300001782,0.005100002754000001,0.06350003429000001,0.012700006858,0.045700024677999995,0.015200008207999998,0.005100002754000001,0.010150005481,0.0190250102735,0.033650018170999996,0.030450016442999998,0.045700024677999995,0.057150030861000005,0.086400046656,2023-11-19
11-20,11,20,0.101600054864,0.020300010961999997,0.045700024677999995,0.038100020574,0.027900015065999997,0.03050001647,0.005100002754000001,0.050800027432,0.025400013716,0.035600019223999996,0.03050001647,0.005100002754000001,0.06350003429000001,0.017800009611999998,0.045700024677999995,0.015200008207999998,0.005100002754000001,0.010150005481,0.019675010624499997,0.0349250188595,0.03050001647,0.045700024677999995,0.057150030861000005,0.101600054864,2023-11-20
11-21,11,21,0.101600054864,0.020300010961999997,0.045700024677999995,0.040600021923999995,0.027900015065999997,0.035600019223999996,0.00250000135,0.050800027432,0.025400013716,0.040600021923999995,0.03050001647,0.010200005508000001,0.06350003429000001,0.017800009611999998,0.048300026082,0.015200008207999998,0.00250000135,0.012700006858,0.019675010624499997,0.036031269456875,0.033050017847,0.046350025029,0.057150030861000005,0.101600054864,2023-11-21
11-22,11,22,0.101600054864,0.025400013716,0.045700024677999995,0.043200023328,0.027900015065999997,0.035600019223999996,0.012700006858,0.050800027432,0.025400013716,0.040600021923999995,0.03300001782,0.010200005508000001,0.06350003429000001,0.020300010961999997,0.048300026082,0.015200008207999998,0.010200005508000001,0.013950007532999999,0.0241250130275,0.03746252022975,0.034300018522,0.046350025029,0.057150030861000005,0.101600054864,2023-11-22
11-23,11,23,0.101600054864,0.025400013716,0.045700024677999995,0.043200023328,0.043200023328,0.035600019223999996,0.012700006858,0.050800027432,0.03300001782,0.040600021923999995,0.03300001782,0.012700006858,0.06350003429000001,0.020300010961999997,0.048300026082,0.015200008207999998,0.012700006858,0.013950007532999999,0.0241250130275,0.039050021086999995,0.038100020574,0.046350025029,0.057150030861000005,0.101600054864,2023-11-23
11-24,11,24,0.101600054864,0.025400013716,0.045700024677999995,0.043200023328,0.053300028782,0.035600019223999996,0.022900012366000002,0.050800027432,0.03300001782,0.040600021923999995,0.035600019223999996,0.012700006858,0.068600037044,0.020300010961999997,0.048300026082,0.015200008207999998,0.012700006858,0.017750009584999997,0.0247750133785,0.040800022032,0.038100020574,0.0489250264195,0.060950032912999996,0.101600054864,2023-11-24
11-25,11,25,0.109200058968,0.025400013716,0.045700024677999995,0.043200023328,0.058400031536,0.035600019223999996,0.022900012366000002,0.048300026082,0.050800027432,0.040600021923999995,0.035600019223999996,0.012700006858,0.068600037044,0.020300010961999997,0.053300028782,0.015200008207999998,0.012700006858,0.017750009584999997,0.0247750133785,0.04286252314575,0.041900022626,0.051425027769500004,0.06350003429000001,0.109200058968,2023-11-25
11-26,11,26,0.109200058968,0.022900012366000002,0.045700024677999995,0.043200023328,0.06100003294,0.043200023328,0.022900012366000002,0.048300026082,0.050800027432,0.048300026082,0.035600019223999996,0.015200008207999998,0.068600037044,0.020300010961999997,0.055900030186,0.015200008207999998,0.015200008207999998,0.017750009584999997,0.022900012366000002,0.044143773837625,0.044450024002999994,0.0520750281205,0.064800034992,0.109200058968,2023-11-26
11-27,11,27,0.109200058968,0.022900012366000002,0.045700024677999995,0.043200023328,0.06100003294,0.043200023328,0.022900012366000002,0.045700024677999995,0.055900030186,0.048300026082,0.035600019223999996,0.015200008207999998,0.068600037044,0.020300010961999997,0.06350003429000001,0.015200008207999998,0.015200008207999998,0.017750009584999997,0.022900012366000002,0.0447750241785,0.044450024002999994,0.0571750308745,0.066050035667,0.109200058968,2023-11-27
11-28,11,28,0.12190006582599998,0.022900012366000002,0.045700024677999995,0.043200023328,0.06100003294,0.043200023328,0.03050001647,0.050800027432,0.055900030186,0.050800027432,0.035600019223999996,0.015200008207999998,0.068600037044,0.022900012366000002,0.06350003429000001,0.015200008207999998,0.015200008207999998,0.019050010287,0.028600015444,0.046681275207875,0.044450024002999994,0.0571750308745,0.066050035667,0.12190006582599998,2023-11-28
11-29,11,29,0.13460007268399998,0.022900012366000002,0.045700024677999995,0.043200023328,0.06100003294,0.043200023328,0.038100020574,0.050800027432,0.06350003429000001,0.06600003564,0.035600019223999996,0.015200008207999998,0.073700039798,0.022900012366000002,0.06350003429000001,0.015200008207999998,0.015200008207999998,0.019050010287,0.0324250175095,0.049693776834624996,0.044450024002999994,0.06350003429000001,0.069850037719,0.13460007268399998,2023-11-29
11-30,11,30,0.15750008505,0.022900012366000002,0.045700024677999995,0.040600021923999995,0.06100003294,0.043200023328,0.038100020574,0.050800027432,0.06350003429000001,0.08380004525200001,0.035600019223999996,0.015200008207999998,0.073700039798,0.022900012366000002,0.06350003429000001,0.015200008207999998,0.015200008207999998,0.019050010287,0.0324250175095,0.052075028120499994,0.044450024002999994,0.06350003429000001,0.07875004252500001,0.15750008505,2023-11-30
12-01,12,1,0.16760009050400002,0.027900015065999997,0.045700024677999995,0.040600021923999995,0.06100003294,0.045700024677999995,0.038100020574,0.050800027432,0.078700042498,0.09140004935599999,0.035600019223999996,0.015200008207999998,0.073700039798,0.022900012366000002,0.06350003429000001,0.020300010961999997,0.015200008207999998,0.021600011664,0.0336750181845,0.054918779656125,0.045700024677999995,0.066050035667,0.085050045927,0.16760009050400002,2023-12-01
12-02,12,2,0.17270009325799998,0.027900015065999997,0.045700024677999995,0.040600021923999995,0.06100003294,0.048300026082,0.038100020574,0.050800027432,0.078700042498,0.09140004935599999,0.035600019223999996,0.015200008207999998,0.08130004390199999,0.027900015065999997,0.06350003429000001,0.025400013716,0.015200008207999998,0.026650014391,0.0336750181845,0.056506280513374994,0.04700002538,0.067300036342,0.08635004662899999,0.17270009325799998,2023-12-02
12-03,12,3,0.17270009325799998,0.027900015065999997,0.058400031536,0.040600021923999995,0.06100003294,0.053300028782,0.038100020574,0.050800027432,0.078700042498,0.09400005076,0.035600019223999996,0.015200008207999998,0.08380004525200001,0.03300001782,0.06350003429000001,0.027900015065999997,0.015200008207999998,0.027900015065999997,0.034950018873,0.05840628153937499,0.052050028107000004,0.067300036342,0.088900048006,0.17270009325799998,2023-12-03
12-04,12,4,0.17270009325799998,0.027900015065999997,0.058400031536,0.048300026082,0.06100003294,0.053300028782,0.038100020574,0.055900030186,0.078700042498,0.09400005076,0.040600021923999995,0.015200008207999998,0.09140004935599999,0.043200023328,0.06350003429000001,0.027900015065999997,0.015200008207999998,0.027900015065999997,0.039975021586499994,0.060631282740874995,0.054600029484,0.067300036342,0.092700050058,0.17270009325799998,2023-12-04
12-05,12,5,0.17270009325799998,0.027900015065999997,0.058400031536,0.048300026082,0.06100003294,0.053300028782,0.040600021923999995,0.055900030186,0.078700042498,0.09400005076,0.040600021923999995,0.015200008207999998,0.09140004935599999,0.043200023328,0.06350003429000001,0.027900015065999997,0.015200008207999998,0.027900015065999997,0.040600021923999995,0.06078753282525,0.054600029484,0.067300036342,0.092700050058,0.17270009325799998,2023-12-05
12-06,12,6,0.17270009325799998,0.027900015065999997,0.058400031536,0.048300026082,0.058400031536,0.053300028782,0.040600021923999995,0.055900030186,0.078700042498,0.09400005076,0.040600021923999995,0.015200008207999998,0.09400005076,0.043200023328,0.06350003429000001,0.038100020574,0.015200008207999998,0.03300001782,0.040600021923999995,0.0614250331695,0.054600029484,0.067300036342,0.09400005076,0.17270009325799998,2023-12-06
12-07,12,7,0.17270009325799998,0.027900015065999997,0.058400031536,0.048300026082,0.058400031536,0.053300028782,0.043200023328,0.055900030186,0.078700042498,0.09650005211,0.040600021923999995,0.015200008207999998,0.09400005076,0.043200023328,0.06350003429000001,0.045700024677999995,0.015200008207999998,0.03425001849499999,0.043200023328,0.062218783598124994,0.054600029484,0.067300036342,0.095250051435,0.17270009325799998,2023-12-07
12-08,12,8,0.17270009325799998,0.027900015065999997,0.058400031536,0.050800027432,0.058400031536,0.055900030186,0.043200023328,0.055900030186,0.078700042498,0.101600054864,0.040600021923999995,0.015200008207999998,0.09650005211,0.050800027432,0.06350003429000001,0.045700024677999995,0.015200008207999998,0.03425001849499999,0.045075024340499995,0.06348753428324999,0.055900030186,0.067300036342,0.099050053487,0.17270009325799998,2023-12-08
12-09,12,9,0.19300010422,0.025400013716,0.06600003564,0.050800027432,0.058400031536,0.055900030186,0.055900030186,0.055900030186,0.078700042498,0.106700057618,0.040600021923999995,0.015200008207999998,0.09650005211,0.058400031536,0.06350003429000001,0.045700024677999995,0.015200008207999998,0.03300001782,0.0495250267435,0.06666253599775,0.057150030861,0.0691750373545,0.101600054864,0.19300010422,2023-12-09
12-10,12,10,0.198100106974,0.025400013716,0.06600003564,0.045700024677999995,0.058400031536,0.055900030186,0.06100003294,0.055900030186,0.078700042498,0.106700057618,0.040600021923999995,0.03050001647,0.09650005211,0.06100003294,0.06350003429000001,0.045700024677999995,0.025400013716,0.035550019196999995,0.045700024677999995,0.068100036774,0.059700032237999995,0.0691750373545,0.101600054864,0.198100106974,2023-12-10
12-11,12,11,0.198100106974,0.025400013716,0.073700039798,0.045700024677999995,0.058400031536,0.058400031536,0.07110003839399999,0.055900030186,0.078700042498,0.106700057618,0.040600021923999995,0.03050001647,0.109200058968,0.06100003294,0.06350003429000001,0.045700024677999995,0.025400013716,0.035550019196999995,0.045700024677999995,0.07016253788775,0.059700032237999995,0.074950040473,0.107950058293,0.198100106974,2023-12-11
12-12,12,12,0.198100106974,0.025400013716,0.073700039798,0.043200023328,0.058400031536,0.058400031536,0.073700039798,0.055900030186,0.078700042498,0.106700057618,0.040600021923999995,0.03050001647,0.14480007819200003,0.06100003294,0.06350003429000001,0.045700024677999995,0.025400013716,0.035550019196999995,0.045075024340499995,0.072393789092625,0.059700032237999995,0.074950040473,0.125750067905,0.198100106974,2023-12-12
12-13,12,13,0.198100106974,0.025400013716,0.08380004525200001,0.040600021923999995,0.058400031536,0.058400031536,0.073700039798,0.055900030186,0.08380004525200001,0.12450006723,0.050800027432,0.03050001647,0.147300079542,0.06100003294,0.06350003429000001,0.045700024677999995,0.025400013716,0.035550019196999995,0.0495250267435,0.07508754054725,0.059700032237999995,0.08380004525200001,0.135900073386,0.198100106974,2023-12-13
12-14,12,14,0.198100106974,0.025400013716,0.08380004525200001,0.040600021923999995,0.06100003294,0.06100003294,0.073700039798,0.06350003429000001,0.08380004525200001,0.13210007133399998,0.053300028782,0.03050001647,0.152400082296,0.06100003294,0.06350003429000001,0.045700024677999995,0.025400013716,0.035550019196999995,0.051400027756,0.07683754149225,0.062250033615000006,0.08380004525200001,0.142250076815,0.198100106974,2023-12-14
12-15,12,15,0.198100106974,0.025400013716,0.104100056214,0.040600021923999995,0.06100003294,0.06350003429000001,0.08130004390199999,0.06350003429000001,0.086400046656,0.13970007543799998,0.055900030186,0.035600019223999996,0.152400082296,0.06100003294,0.06350003429000001,0.045700024677999995,0.025400013716,0.038100020574,0.053350028809,0.079856293122375,0.06350003429000001,0.0908250490455,0.146050078867,0.198100106974,2023-12-15
12-16,12,16,0.198100106974,0.025400013716,0.104100056214,0.040600021923999995,0.06100003294,0.06600003564,0.09400005076,0.06350003429000001,0.086400046656,0.14220007678799998,0.058400031536,0.038100020574,0.154900083646,0.06100003294,0.06350003429000001,0.045700024677999995,0.025400013716,0.039350021249,0.0552250298215,0.08143129397287499,0.06350003429000001,0.09652505212349999,0.148550080217,0.198100106974,2023-12-16
