M-D,M,D,1979_SWE_in,1980_SWE_in,1981_SWE_in,1982_SWE_in,1983_SWE_in,1984_SWE_in,1985_SWE_in,1986_SWE_in,1987_SWE_in,1988_SWE_in,1989_SWE_in,1990_SWE_in,1991_SWE_in,1992_SWE_in,1993_SWE_in,1994_SWE_in,1995_SWE_in,1996_SWE_in,1997_SWE_in,1998_SWE_in,1999_SWE_in,2000_SWE_in,2001_SWE_in,2002_SWE_in,2003_SWE_in,2004_SWE_in,2005_SWE_in,2006_SWE_in,2007_SWE_in,2008_SWE_in,2009_SWE_in,2010_SWE_in,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
10-11,10,11,0.0,0.0,0.0,0.025400013716,0.010200005508000001,0.0,0.0,0.045700024677999995,0.06600003564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.012700006858,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.0,0.03050001647,0.0,0.017800009611999998,0.0,0.0,0.0,0.010200005508000001,0.038100020574,0.0,0.0,0.0,0.0,0.0,0.0,0.025400013716,0.0,0.0,0.0,0.006775003658499999,0.0,0.006375003442500001,0.025400013716,0.06600003564,2023-10-11
10-12,10,12,0.0,0.0,0.0,0.038100020574,0.010200005508000001,0.0,0.017800009611999998,0.045700024677999995,0.07110003839399999,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.010200005508000001,0.0,0.0,0.017800009611999998,0.0,0.0,0.020300010961999997,0.012700006858,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.03300001782,0.0,0.035600019223999996,0.0,0.015200008207999998,0.0,0.0,0.0,0.007600004103999999,0.035600019223999996,0.0,0.0,0.007600004103999999,0.0,0.00250000135,0.0,0.025400013716,0.0,0.0,0.0,0.008677088018958333,0.0,0.010825005845500002,0.033780018241200006,0.07110003839399999,2023-10-12
10-13,10,13,0.0,0.0,0.0,0.038100020574,0.010200005508000001,0.0,0.022900012366000002,0.053300028782,0.07110003839399999,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.007600004103999999,0.0,0.0,0.020300010961999997,0.0,0.0,0.020300010961999997,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.03300001782,0.0,0.03050001647,0.0,0.017800009611999998,0.0,0.0,0.0,0.007600004103999999,0.03300001782,0.0,0.0,0.020300010961999997,0.0,0.007600004103999999,0.0,0.020300010961999997,0.0,0.0,0.0,0.009100004913999999,0.0,0.012100006534,0.03125001687500001,0.07110003839399999,2023-10-13
10-14,10,14,0.0,0.0,0.00250000135,0.043200023328,0.010200005508000001,0.0,0.027900015065999997,0.053300028782,0.07110003839399999,0.0,0.0,0.0,0.0,0.0,0.0,0.005100002754000001,0.0,0.0,0.0,0.020300010961999997,0.0,0.0,0.020300010961999997,0.010200005508000001,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.043200023328,0.0,0.03050001647,0.0,0.03050001647,0.0,0.0,0.0,0.007600004103999999,0.03300001782,0.0,0.0,0.020300010961999997,0.0,0.005100002754000001,0.0,0.022900012366000002,0.0,0.0,0.0,0.009683338562333332,0.0,0.012725006871500001,0.03125001687500001,0.07110003839399999,2023-10-14
10-15,10,15,0.0,0.0,0.027900015065999997,0.043200023328,0.007600004103999999,0.0,0.027900015065999997,0.053300028782,0.07110003839399999,0.0,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.0,0.0,0.0,0.020300010961999997,0.0,0.0,0.020300010961999997,0.007600004103999999,0.0,0.0,0.0,0.0,0.0,0.0,0.00250000135,0.058400031536,0.0,0.025400013716,0.0,0.03300001782,0.0,0.0,0.0,0.015200008207999998,0.03300001782,0.0,0.0,0.020300010961999997,0.0,0.0,0.0,0.022900012366000002,0.0,0.0,0.0,0.010364588930208333,0.0,0.020300010961999997,0.03300001782,0.07110003839399999,2023-10-15
10-16,10,16,0.0,0.0,0.03300001782,0.048300026082,0.007600004103999999,0.0,0.027900015065999997,0.053300028782,0.07110003839399999,0.0,0.0,0.0,0.0,0.0,0.0,0.017800009611999998,0.005100002754000001,0.0,0.0,0.015200008207999998,0.0,0.0,0.020300010961999997,0.005100002754000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055900030186,0.0,0.020300010961999997,0.0,0.03300001782,0.0,0.0,0.0,0.012700006858,0.035600019223999996,0.0,0.0,0.020300010961999997,0.0,0.0,0.0,0.027900015065999997,0.0,0.0,0.0,0.010633339075333334,0.0,0.0184250099495,0.033780018241200006,0.07110003839399999,2023-10-16
10-17,10,17,0.0,0.0,0.040600021923999995,0.058400031536,0.007600004103999999,0.0,0.027900015065999997,0.053300028782,0.07110003839399999,0.0,0.0,0.012700006858,0.0,0.0,0.0,0.020300010961999997,0.007600004103999999,0.0,0.0,0.007600004103999999,0.005100002754000001,0.0,0.020300010961999997,0.0,0.0,0.0,0.0,0.0,0.007600004103999999,0.007600004103999999,0.0,0.055900030186,0.0,0.017800009611999998,0.0,0.03300001782,0.0,0.0,0.0,0.010200005508000001,0.035600019223999996,0.0,0.0,0.017800009611999998,0.0,0.0,0.0,0.035600019223999996,0.0,0.0,0.0,0.011533339561333336,0.0,0.017800009611999998,0.037100020034000016,0.07110003839399999,2023-10-17
10-18,10,18,0.0,0.0,0.043200023328,0.058400031536,0.007600004103999999,0.0,0.068600037044,0.053300028782,0.078700042498,0.0,0.0,0.015200008207999998,0.0,0.0,0.0,0.025400013716,0.020300010961999997,0.0,0.0,0.0,0.005100002754000001,0.0,0.017800009611999998,0.0,0.0,0.0,0.005100002754000001,0.0,0.007600004103999999,0.022900012366000002,0.0,0.055900030186,0.0,0.017800009611999998,0.0,0.03300001782,0.0,0.0,0.007600004103999999,0.005100002754000001,0.038100020574,0.0,0.0,0.017800009611999998,0.0,0.0,0.017800009611999998,0.03050001647,0.0,0.0,0.0,0.013600007344,0.0,0.0184250099495,0.04623002496420004,0.078700042498,2023-10-18
10-19,10,19,0.0,0.010200005508000001,0.043200023328,0.058400031536,0.007600004103999999,0.0,0.068600037044,0.053300028782,0.09650005211,0.0,0.0,0.015200008207999998,0.025400013716,0.0,0.0,0.025400013716,0.022900012366000002,0.0,0.0,0.0,0.005100002754000001,0.0,0.015200008207999998,0.0,0.0,0.0,0.020300010961999997,0.0,0.007600004103999999,0.022900012366000002,0.0,0.053300028782,0.0,0.017800009611999998,0.0,0.03300001782,0.0,0.0,0.010200005508000001,0.00250000135,0.040600021923999995,0.0,0.0,0.027900015065999997,0.0,0.0,0.020300010961999997,0.027900015065999997,0.0,0.0,0.0,0.015235424893791665,0.003800002052,0.023525012703500003,0.04623002496420004,0.09650005211,2023-10-19
10-20,10,20,0.0,0.050800027432,0.043200023328,0.058400031536,0.007600004103999999,0.0,0.068600037044,0.053300028782,0.11940006447600002,0.0,0.0,0.012700006858,0.035600019223999996,0.0,0.0,0.025400013716,0.020300010961999997,0.0,0.00250000135,0.0,0.005100002754000001,0.0,0.012700006858,0.0,0.0,0.0,0.040600021923999995,0.0,0.007600004103999999,0.020300010961999997,0.0,0.050800027432,0.0,0.017800009611999998,0.0,0.03300001782,0.0,0.0,0.010200005508000001,0.0,0.040600021923999995,0.022900012366000002,0.0,0.035600019223999996,0.0,0.0,0.020300010961999997,0.025400013716,0.0,0.0,0.0,0.017514592791208334,0.006350003429,0.027300014742,0.050800027432,0.11940006447600002,2023-10-20
10-21,10,21,0.00250000135,0.058400031536,0.043200023328,0.058400031536,0.0,0.0,0.068600037044,0.053300028782,0.12190006582599998,0.0,0.0,0.010200005508000001,0.035600019223999996,0.0,0.0,0.025400013716,0.020300010961999997,0.0,0.005100002754000001,0.0,0.005100002754000001,0.0,0.010200005508000001,0.0,0.0,0.0,0.078700042498,0.0,0.012700006858,0.03050001647,0.0,0.050800027432,0.0,0.015200008207999998,0.0,0.03300001782,0.0,0.0,0.007600004103999999,0.0,0.038100020574,0.027900015065999997,0.0,0.035600019223999996,0.0,0.0,0.025400013716,0.022900012366000002,0.0,0.0,0.0,0.018679176753416668,0.005100002754000001,0.0311250168075,0.05483002960820002,0.12190006582599998,2023-10-21
10-22,10,22,0.00250000135,0.058400031536,0.043200023328,0.058400031536,0.0,0.0,0.068600037044,0.06350003429000001,0.12190006582599998,0.0,0.0,0.010200005508000001,0.035600019223999996,0.0,0.0,0.025400013716,0.020300010961999997,0.0,0.007600004103999999,0.0,0.005100002754000001,0.0,0.015200008207999998,0.0,0.0,0.0,0.09650005211,0.0,0.012700006858,0.03300001782,0.0,0.048300026082,0.0,0.012700006858,0.0,0.03300001782,0.0,0.0,0.005100002754000001,0.0,0.038100020574,0.03300001782,0.0,0.035600019223999996,0.0,0.0,0.022900012366000002,0.022900012366000002,0.0,0.0,0.0,0.019368760459125,0.005100002754000001,0.03300001782,0.058400031536,0.12190006582599998,2023-10-22
10-23,10,23,0.005100002754000001,0.058400031536,0.043200023328,0.058400031536,0.0,0.0,0.068600037044,0.06600003564,0.12190006582599998,0.0,0.0,0.010200005508000001,0.035600019223999996,0.0,0.0,0.025400013716,0.020300010961999997,0.005100002754000001,0.007600004103999999,0.0,0.005100002754000001,0.0,0.012700006858,0.0,0.005100002754000001,0.0,0.09650005211,0.0,0.012700006858,0.035600019223999996,0.0,0.048300026082,0.0,0.012700006858,0.0,0.03300001782,0.0,0.0,0.005100002754000001,0.0,0.038100020574,0.03300001782,0.00250000135,0.035600019223999996,0.025400013716,0.0,0.022900012366000002,0.025400013716,0.0,0.0,0.0,0.020322927641041665,0.006350003429,0.033650018170999996,0.058400031536,0.12190006582599998,2023-10-23
10-24,10,24,0.005100002754000001,0.058400031536,0.043200023328,0.058400031536,0.0,0.0,0.068600037044,0.06600003564,0.12450006723,0.0,0.0,0.0,0.035600019223999996,0.010200005508000001,0.0,0.025400013716,0.020300010961999997,0.005100002754000001,0.007600004103999999,0.015200008207999998,0.005100002754000001,0.0,0.012700006858,0.00250000135,0.017800009611999998,0.0,0.114300061722,0.0,0.015200008207999998,0.035600019223999996,0.0,0.048300026082,0.007600004103999999,0.012700006858,0.007600004103999999,0.03300001782,0.0,0.0,0.0,0.0,0.038100020574,0.035600019223999996,0.00250000135,0.038100020574,0.03050001647,0.0,0.022900012366000002,0.025400013716,0.0,0.0,0.0,0.021856261802375,0.011450006183000001,0.035600019223999996,0.058400031536,0.12450006723,2023-10-24
10-25,10,25,0.00250000135,0.055900030186,0.043200023328,0.058400031536,0.0,0.0,0.068600037044,0.06600003564,0.12450006723,0.0,0.0,0.0,0.03300001782,0.010200005508000001,0.0,0.025400013716,0.020300010961999997,0.005100002754000001,0.027900015065999997,0.020300010961999997,0.005100002754000001,0.0,0.012700006858,0.00250000135,0.020300010961999997,0.0,0.11940006447600002,0.0,0.015200008207999998,0.03300001782,0.0,0.053300028782,0.06350003429000001,0.012700006858,0.007600004103999999,0.03300001782,0.0,0.0,0.0,0.0,0.038100020574,0.035600019223999996,0.00250000135,0.040600021923999995,0.03050001647,0.0,0.020300010961999997,0.022900012366000002,0.0,0.0,0.0,0.023543762713625,0.013950007532999999,0.033650018170999996,0.05993003236220002,0.12450006723,2023-10-25
10-26,10,26,0.0,0.055900030186,0.043200023328,0.058400031536,0.010200005508000001,0.0,0.068600037044,0.06600003564,0.12450006723,0.0,0.0,0.005100002754000001,0.03050001647,0.017800009611999998,0.0,0.025400013716,0.020300010961999997,0.007600004103999999,0.038100020574,0.020300010961999997,0.005100002754000001,0.0,0.012700006858,0.00250000135,0.020300010961999997,0.0,0.13970007543799998,0.0,0.020300010961999997,0.03050001647,0.0,0.053300028782,0.078700042498,0.017800009611999998,0.015200008207999998,0.03300001782,0.0,0.0,0.0,0.0,0.040600021923999995,0.035600019223999996,0.007600004103999999,0.058400031536,0.03050001647,0.0,0.020300010961999997,0.025400013716,0.0,0.0,0.0,0.025820847276583334,0.019050010287,0.036225019561499996,0.060680032767200034,0.13970007543799998,2023-10-26
10-27,10,27,0.0,0.055900030186,0.043200023328,0.058400031536,0.027900015065999997,0.0,0.08130004390199999,0.06600003564,0.12450006723,0.0,0.0,0.012700006858,0.03050001647,0.025400013716,0.0,0.025400013716,0.020300010961999997,0.010200005508000001,0.038100020574,0.020300010961999997,0.007600004103999999,0.0,0.012700006858,0.00250000135,0.020300010961999997,0.0,0.13970007543799998,0.0,0.020300010961999997,0.03050001647,0.0,0.053300028782,0.09140004935599999,0.017800009611999998,0.015200008207999998,0.03300001782,0.0,0.0,0.0,0.0,0.040600021923999995,0.035600019223999996,0.007600004103999999,0.055900030186,0.043200023328,0.005100002754000001,0.017800009611999998,0.03050001647,0.0,0.0,0.0,0.027514598191208328,0.020300010961999997,0.0387250209115,0.060680032767200034,0.13970007543799998,2023-10-27
10-28,10,28,0.0,0.055900030186,0.043200023328,0.058400031536,0.03300001782,0.0,0.08380004525200001,0.06600003564,0.12450006723,0.0,0.0,0.025400013716,0.03050001647,0.038100020574,0.0,0.025400013716,0.020300010961999997,0.010200005508000001,0.040600021923999995,0.022900012366000002,0.010200005508000001,0.0,0.022900012366000002,0.00250000135,0.020300010961999997,0.0,0.15750008505,0.0,0.020300010961999997,0.03050001647,0.0,0.055900030186,0.09140004935599999,0.017800009611999998,0.015200008207999998,0.035600019223999996,0.0,0.0,0.0,0.0,0.040600021923999995,0.038100020574,0.015200008207999998,0.055900030186,0.043200023328,0.010200005508000001,0.015200008207999998,0.03050001647,0.0,0.0,0.0,0.02931668249766667,0.021600011664,0.040600021923999995,0.060680032767200034,0.15750008505,2023-10-28
10-29,10,29,0.0,0.055900030186,0.043200023328,0.07110003839399999,0.03300001782,0.0,0.088900048006,0.06600003564,0.12450006723,0.0,0.0,0.03300001782,0.027900015065999997,0.040600021923999995,0.005100002754000001,0.025400013716,0.020300010961999997,0.010200005508000001,0.050800027432,0.022900012366000002,0.010200005508000001,0.012700006858,0.025400013716,0.0,0.020300010961999997,0.0,0.170200091908,0.015200008207999998,0.020300010961999997,0.03050001647,0.0,0.058400031536,0.09140004935599999,0.017800009611999998,0.015200008207999998,0.053300028782,0.0,0.0,0.0,0.0,0.040600021923999995,0.045700024677999995,0.015200008207999998,0.055900030186,0.043200023328,0.010200005508000001,0.012700006858,0.03300001782,0.0,0.0,0.008925004819500001,0.03158751705725,0.021600011664,0.0438250236655,0.06753003646620001,0.170200091908,2023-10-29
10-30,10,30,0.0,0.06100003294,0.043200023328,0.08380004525200001,0.038100020574,0.0,0.088900048006,0.06600003564,0.12450006723,0.0,0.0,0.03300001782,0.027900015065999997,0.040600021923999995,0.020300010961999997,0.025400013716,0.020300010961999997,0.010200005508000001,0.053300028782,0.022900012366000002,0.015200008207999998,0.012700006858,0.025400013716,0.0,0.020300010961999997,0.0,0.17270009325799998,0.015200008207999998,0.020300010961999997,0.027900015065999997,0.0,0.058400031536,0.09140004935599999,0.017800009611999998,0.015200008207999998,0.053300028782,0.0,0.012700006858,0.0,0.0,0.040600021923999995,0.050800027432,0.015200008207999998,0.055900030186,0.040600021923999995,0.010200005508000001,0.022900012366000002,0.03300001782,0.0,0.0,0.0120750065205,0.03306460118820833,0.022900012366000002,0.045100024354,0.07134003852360007,0.17270009325799998,2023-10-30
10-31,10,31,0.0,0.06100003294,0.043200023328,0.08380004525200001,0.06100003294,0.0,0.09140004935599999,0.07110003839399999,0.13210007133399998,0.0,0.0,0.03300001782,0.027900015065999997,0.040600021923999995,0.053300028782,0.025400013716,0.020300010961999997,0.010200005508000001,0.053300028782,0.022900012366000002,0.020300010961999997,0.012700006858,0.045700024677999995,0.012700006858,0.020300010961999997,0.0,0.175300094662,0.015200008207999998,0.020300010961999997,0.03300001782,0.0,0.06100003294,0.104100056214,0.017800009611999998,0.017800009611999998,0.055900030186,0.0,0.012700006858,0.0,0.0,0.038100020574,0.053300028782,0.015200008207999998,0.055900030186,0.040600021923999995,0.010200005508000001,0.022900012366000002,0.035600019223999996,0.0,0.0,0.012700006858,0.03598126942987499,0.024150013041,0.053300028782,0.07491004045140005,0.175300094662,2023-10-31
11-01,11,1,0.0,0.06100003294,0.043200023328,0.08380004525200001,0.06600003564,0.0,0.101600054864,0.07110003839399999,0.13210007133399998,0.0,0.0,0.040600021923999995,0.027900015065999997,0.040600021923999995,0.058400031536,0.025400013716,0.020300010961999997,0.010200005508000001,0.06100003294,0.038100020574,0.020300010961999997,0.012700006858,0.055900030186,0.017800009611999998,0.020300010961999997,0.015200008207999998,0.177800096012,0.015200008207999998,0.020300010961999997,0.03300001782,0.0,0.06350003429000001,0.104100056214,0.015200008207999998,0.020300010961999997,0.055900030186,0.0,0.012700006858,0.007600004103999999,0.0,0.038100020574,0.058400031536,0.015200008207999998,0.055900030186,0.040600021923999995,0.010200005508000001,0.025400013716,0.038100020574,0.0,0.0,0.0145750078705,0.03814585393208333,0.026650014391,0.056525030523500004,0.07491004045140005,0.177800096012,2023-11-01
11-02,11,2,0.0,0.06100003294,0.043200023328,0.08380004525200001,0.068600037044,0.0,0.101600054864,0.07110003839399999,0.13210007133399998,0.0,0.0,0.040600021923999995,0.038100020574,0.053300028782,0.07110003839399999,0.025400013716,0.020300010961999997,0.012700006858,0.06100003294,0.038100020574,0.020300010961999997,0.015200008207999998,0.055900030186,0.015200008207999998,0.020300010961999997,0.025400013716,0.177800096012,0.015200008207999998,0.020300010961999997,0.03300001782,0.0,0.06350003429000001,0.104100056214,0.025400013716,0.022900012366000002,0.055900030186,0.012700006858,0.010200005508000001,0.010200005508000001,0.0,0.045700024677999995,0.058400031536,0.015200008207999998,0.055900030186,0.040600021923999995,0.010200005508000001,0.025400013716,0.017800009611999998,0.0,0.0,0.015200008207999998,0.03947293798204166,0.025400013716,0.056525030523500004,0.07491004045140005,0.177800096012,2023-11-02
11-03,11,3,0.005100002754000001,0.06100003294,0.043200023328,0.08380004525200001,0.076200041148,0.0,0.109200058968,0.07110003839399999,0.13210007133399998,0.0,0.0,0.040600021923999995,0.038100020574,0.053300028782,0.09400005076,0.025400013716,0.027900015065999997,0.012700006858,0.06100003294,0.038100020574,0.020300010961999997,0.017800009611999998,0.055900030186,0.015200008207999998,0.020300010961999997,0.03050001647,0.177800096012,0.015200008207999998,0.020300010961999997,0.03300001782,0.025400013716,0.06350003429000001,0.104100056214,0.025400013716,0.025400013716,0.055900030186,0.012700006858,0.010200005508000001,0.010200005508000001,0.0,0.053300028782,0.058400031536,0.015200008207999998,0.058400031536,0.058400031536,0.010200005508000001,0.027900015065999997,0.017800009611999998,0.0,0.008670004681800002,0.015200008207999998,0.041906272629375,0.029200015768,0.058400031536,0.08686004690440005,0.177800096012,2023-11-03
11-04,11,4,0.027900015065999997,0.06100003294,0.043200023328,0.08380004525200001,0.076200041148,0.0,0.116800063072,0.07110003839399999,0.13210007133399998,0.00250000135,0.017800009611999998,0.040600021923999995,0.038100020574,0.055900030186,0.09400005076,0.025400013716,0.027900015065999997,0.012700006858,0.06100003294,0.038100020574,0.020300010961999997,0.017800009611999998,0.055900030186,0.015200008207999998,0.020300010961999997,0.03300001782,0.177800096012,0.015200008207999998,0.020300010961999997,0.03050001647,0.027900015065999997,0.06350003429000001,0.104100056214,0.025400013716,0.027900015065999997,0.058400031536,0.012700006858,0.010200005508000001,0.010200005508000001,0.00250000135,0.053300028782,0.058400031536,0.015200008207999998,0.058400031536,0.058400031536,0.010200005508000001,0.03050001647,0.017800009611999998,0.0,0.010200005508000001,0.017800009611999998,0.043279190037416655,0.03050001647,0.058400031536,0.08686004690440005,0.177800096012,2023-11-04
11-05,11,5,0.027900015065999997,0.06100003294,0.043200023328,0.08380004525200001,0.076200041148,0.0,0.116800063072,0.07110003839399999,0.13210007133399998,0.005100002754000001,0.017800009611999998,0.040600021923999995,0.043200023328,0.055900030186,0.09400005076,0.025400013716,0.03050001647,0.012700006858,0.078700042498,0.038100020574,0.020300010961999997,0.020300010961999997,0.055900030186,0.015200008207999998,0.022900012366000002,0.035600019223999996,0.177800096012,0.03300001782,0.020300010961999997,0.03050001647,0.048300026082,0.06100003294,0.101600054864,0.03050001647,0.03050001647,0.06100003294,0.012700006858,0.015200008207999998,0.007600004103999999,0.015200008207999998,0.058400031536,0.058400031536,0.015200008207999998,0.058400031536,0.058400031536,0.010200005508000001,0.035600019223999996,0.017800009611999998,0.0,0.012700006858,0.019675010624499997,0.04545627454637499,0.035600019223999996,0.059050031887,0.08686004690440005,0.177800096012,2023-11-05
