Date,site_no,flow_cms,gage_id
1980-01-01,10011500,0.7645535999999999,10011500
1980-01-02,10011500,0.7645535999999999,10011500
1980-01-03,10011500,0.8211872,10011500
1980-01-04,10011500,0.7928704,10011500
1980-01-05,10011500,0.7928704,10011500
1980-01-06,10011500,0.7928704,10011500
1980-01-07,10011500,0.8211872,10011500
1980-01-08,10011500,0.8211872,10011500
1980-01-09,10011500,0.8211872,10011500
1980-01-10,10011500,0.849504,10011500
1980-01-11,10011500,0.7928704,10011500
1980-01-12,10011500,0.9061376,10011500
1980-01-13,10011500,0.9344544,10011500
1980-01-14,10011500,1.0477216,10011500
1980-01-15,10011500,0.991088,10011500
1980-01-16,10011500,1.0194048,10011500
1980-01-17,10011500,1.0194048,10011500
1980-01-18,10011500,1.0194048,10011500
1980-01-19,10011500,0.991088,10011500
1980-01-20,10011500,0.9627711999999999,10011500
1980-01-21,10011500,0.9627711999999999,10011500
1980-01-22,10011500,0.9627711999999999,10011500
1980-01-23,10011500,0.9344544,10011500
1980-01-24,10011500,0.9061376,10011500
1980-01-25,10011500,0.8778208,10011500
1980-01-26,10011500,0.8778208,10011500
1980-01-27,10011500,0.8778208,10011500
1980-01-28,10011500,0.849504,10011500
1980-01-29,10011500,0.849504,10011500
1980-01-30,10011500,0.8211872,10011500
1980-01-31,10011500,0.849504,10011500
1980-02-01,10011500,0.8778208,10011500
1980-02-02,10011500,0.849504,10011500
1980-02-03,10011500,0.8211872,10011500
1980-02-04,10011500,0.7928704,10011500
1980-02-05,10011500,0.7928704,10011500
1980-02-06,10011500,0.8211872,10011500
1980-02-07,10011500,0.8211872,10011500
1980-02-08,10011500,0.7645535999999999,10011500
1980-02-09,10011500,0.7362368,10011500
1980-02-10,10011500,0.70792,10011500
1980-02-11,10011500,0.7362368,10011500
1980-02-12,10011500,0.7645535999999999,10011500
1980-02-13,10011500,0.7928704,10011500
1980-02-14,10011500,0.7928704,10011500
1980-02-15,10011500,0.7928704,10011500
1980-02-16,10011500,0.8211872,10011500
1980-02-17,10011500,0.8211872,10011500
1980-02-18,10011500,0.849504,10011500
1980-02-19,10011500,0.8211872,10011500
1980-02-20,10011500,0.8778208,10011500
1980-02-21,10011500,0.8778208,10011500
1980-02-22,10011500,0.9061376,10011500
1980-02-23,10011500,0.9061376,10011500
1980-02-24,10011500,0.8778208,10011500
1980-02-25,10011500,0.849504,10011500
1980-02-26,10011500,0.9061376,10011500
1980-02-27,10011500,0.9627711999999999,10011500
1980-02-28,10011500,0.9627711999999999,10011500
1980-02-29,10011500,0.9061376,10011500
1980-03-01,10011500,0.8778208,10011500
1980-03-02,10011500,0.8778208,10011500
1980-03-03,10011500,0.8778208,10011500
1980-03-04,10011500,0.8778208,10011500
1980-03-05,10011500,0.9061376,10011500
1980-03-06,10011500,0.9061376,10011500
1980-03-07,10011500,0.9061376,10011500
1980-03-08,10011500,0.9061376,10011500
1980-03-09,10011500,0.9061376,10011500
1980-03-10,10011500,0.9061376,10011500
1980-03-11,10011500,0.9061376,10011500
1980-03-12,10011500,0.9061376,10011500
1980-03-13,10011500,0.9061376,10011500
1980-03-14,10011500,0.9061376,10011500
1980-03-15,10011500,0.8778208,10011500
1980-03-16,10011500,0.8211872,10011500
1980-03-17,10011500,0.7645535999999999,10011500
1980-03-18,10011500,0.7928704,10011500
1980-03-19,10011500,0.8211872,10011500
1980-03-20,10011500,0.849504,10011500
1980-03-21,10011500,0.849504,10011500
1980-03-22,10011500,0.8778208,10011500
1980-03-23,10011500,0.8778208,10011500
1980-03-24,10011500,0.8778208,10011500
1980-03-25,10011500,0.8778208,10011500
1980-03-26,10011500,0.849504,10011500
1980-03-27,10011500,0.849504,10011500
1980-03-28,10011500,0.849504,10011500
1980-03-29,10011500,0.849504,10011500
1980-03-30,10011500,0.849504,10011500
1980-03-31,10011500,0.849504,10011500
1980-04-01,10011500,0.849504,10011500
1980-04-02,10011500,0.849504,10011500
1980-04-03,10011500,0.849504,10011500
1980-04-04,10011500,0.849504,10011500
1980-04-05,10011500,0.849504,10011500
1980-04-06,10011500,0.849504,10011500
1980-04-07,10011500,0.8211872,10011500
1980-04-08,10011500,0.8778208,10011500
1980-04-09,10011500,0.8778208,10011500
1980-04-10,10011500,0.9627711999999999,10011500
1980-04-11,10011500,0.849504,10011500
1980-04-12,10011500,0.8778208,10011500
1980-04-13,10011500,0.9627711999999999,10011500
1980-04-14,10011500,0.991088,10011500
1980-04-15,10011500,1.132672,10011500
1980-04-16,10011500,1.1609888,10011500
1980-04-17,10011500,1.3025728,10011500
1980-04-18,10011500,1.557424,10011500
1980-04-19,10011500,1.982176,10011500
1980-04-20,10011500,2.6334624,10011500
1980-04-21,10011500,3.4829664,10011500
1980-04-22,10011500,4.4457376,10011500
1980-04-23,10011500,4.7572224,10011500
1980-04-24,10011500,4.2758367999999995,10011500
1980-04-25,10011500,4.7005888,10011500
1980-04-26,10011500,5.4651423999999995,10011500
1980-04-27,10011500,5.8615775999999995,10011500
1980-04-28,10011500,6.3146464,10011500
1980-04-29,10011500,7.9003872,10011500
1980-04-30,10011500,9.2312768,10011500
1980-05-01,10011500,7.928704,10011500
1980-05-02,10011500,7.8154368,10011500
1980-05-03,10011500,8.8631584,10011500
1980-05-04,10011500,10.8453344,10011500
1980-05-05,10011500,12.7708768,10011500
1980-05-06,10011500,12.9407776,10011500
1980-05-07,10011500,14.583152,10011500
1980-05-08,10011500,15.9423584,10011500
1980-05-09,10011500,15.57424,10011500
1980-05-10,10011500,13.2239456,10011500
1980-05-11,10011500,10.5055328,10011500
1980-05-12,10011500,9.0896928,10011500
1980-05-13,10011500,8.0136544,10011500
1980-05-14,10011500,7.8720704,10011500
1980-05-15,10011500,8.7215744,10011500
1980-05-16,10011500,8.919792,10011500
1980-05-17,10011500,8.49504,10011500
1980-05-18,10011500,8.49504,10011500
1980-05-19,10011500,11.0718688,10011500
1980-05-20,10011500,14.5548352,10011500
1980-05-21,10011500,19.623542399999998,10011500
1980-05-22,10011500,25.48512,10011500
1980-05-23,10011500,31.714816,10011500
1980-05-24,10011500,25.626704,10011500
1980-05-25,10011500,18.6607712,10011500
1980-05-26,10011500,15.0362208,10011500
1980-05-27,10011500,14.583152,10011500
1980-05-28,10011500,15.3477056,10011500
1980-05-29,10011500,16.0839424,10011500
1980-05-30,10011500,14.4132512,10011500
1980-05-31,10011500,15.3477056,10011500
1980-06-01,10011500,15.998992,10011500
1980-06-02,10011500,15.8007744,10011500
1980-06-03,10011500,16.3671104,10011500
1980-06-04,10011500,20.104928,10011500
1980-06-05,10011500,24.0126464,10011500
1980-06-06,10011500,24.6072992,10011500
1980-06-07,10011500,22.0021536,10011500
1980-06-08,10011500,25.201952,10011500
1980-06-09,10011500,29.449472,10011500
1980-06-10,10011500,33.98016,10011500
1980-06-11,10011500,38.510848,10011500
1980-06-12,10011500,38.22768,10011500
1980-06-13,10011500,33.413824,10011500
1980-06-14,10011500,29.449472,10011500
1980-06-15,10011500,26.90096,10011500
1980-06-16,10011500,24.8055168,10011500
1980-06-17,10011500,26.5894752,10011500
1980-06-18,10011500,28.3168,10011500
1980-06-19,10011500,30.015808,10011500
1980-06-20,10011500,30.865312,10011500
1980-06-21,10011500,28.033632,10011500
1980-06-22,10011500,27.637196799999998,10011500
1980-06-23,10011500,26.7876928,10011500
1980-06-24,10011500,25.7966048,10011500
1980-06-25,10011500,25.0037344,10011500
1980-06-26,10011500,24.210864,10011500
1980-06-27,10011500,23.078192,10011500
1980-06-28,10011500,19.5952256,10011500
1980-06-29,10011500,19.5952256,10011500
1980-06-30,10011500,21.2942336,10011500
1980-07-01,10011500,21.4641344,10011500
1980-07-02,10011500,21.1243328,10011500
1980-07-03,10011500,18.7740384,10011500
1980-07-04,10011500,17.4997824,10011500
1980-07-05,10011500,15.1778048,10011500
1980-07-06,10011500,13.5637472,10011500
1980-07-07,10011500,13.1106784,10011500
1980-07-08,10011500,12.6859264,10011500
1980-07-09,10011500,11.751472,10011500
1980-07-10,10011500,11.3550368,10011500
1980-07-11,10011500,10.8453344,10011500
1980-07-12,10011500,9.8259296,10011500
1980-07-13,10011500,8.919792,10011500
1980-07-14,10011500,7.8720704,10011500
1980-07-15,10011500,6.937616,10011500
1980-07-16,10011500,6.2580127999999995,10011500
1980-07-17,10011500,5.5784096,10011500
1980-07-18,10011500,5.2952416,10011500
1980-07-19,10011500,5.0120736,10011500
1980-07-20,10011500,4.813856,10011500
1980-07-21,10011500,4.4740544,10011500
1980-07-22,10011500,4.1908864,10011500
1980-07-23,10011500,4.4174208,10011500
1980-07-24,10011500,5.946528,10011500
1980-07-25,10011500,5.4085088,10011500
1980-07-26,10011500,5.238608,10011500
1980-07-27,10011500,4.9837568,10011500
1980-07-28,10011500,4.8988064,10011500
1980-07-29,10011500,4.7289056,10011500
1980-07-30,10011500,4.4174208,10011500
1980-07-31,10011500,3.1997984,10011500
1980-08-01,10011500,3.0298976,10011500
1980-08-02,10011500,2.83168,10011500
1980-08-03,10011500,2.6617792,10011500
1980-08-04,10011500,2.548512,10011500
1980-08-05,10011500,2.6617792,10011500
1980-08-06,10011500,2.548512,10011500
1980-08-07,10011500,2.4352448,10011500
1980-08-08,10011500,2.3219776,10011500
1980-08-09,10011500,2.2087104,10011500
1980-08-10,10011500,2.1520768,10011500
1980-08-11,10011500,2.0388096,10011500
1980-08-12,10011500,1.9538592,10011500
1980-08-13,10011500,1.8972256,10011500
1980-08-14,10011500,1.9255423999999999,10011500
1980-08-15,10011500,2.2087104,10011500
1980-08-16,10011500,2.0388096,10011500
1980-08-17,10011500,1.9255423999999999,10011500
1980-08-18,10011500,1.840592,10011500
1980-08-19,10011500,1.7839584,10011500
1980-08-20,10011500,2.0954432,10011500
1980-08-21,10011500,1.840592,10011500
1980-08-22,10011500,1.699008,10011500
1980-08-23,10011500,1.7273247999999999,10011500
1980-08-24,10011500,1.699008,10011500
1980-08-25,10011500,1.982176,10011500
1980-08-26,10011500,2.83168,10011500
