Date,dayl_s,prcp_mm_day,srad_W_m2,swe_cm,tmax_C,tmin_C,vp_Pa,tmean_C,gage_id
1980-01-01,32848.1,0.0,181.58,13.798,-2.06,-10.51,274.54,-6.285,09217900
1980-01-02,32890.82,0.0,214.82,13.798,-3.85,-14.34,201.35,-9.095,09217900
1980-01-03,32937.03,0.0,305.48,13.798,-0.02,-23.07,95.37,-11.545,09217900
1980-01-04,32986.7,0.0,171.21,13.795,1.89,-5.92,392.81,-2.015,09217900
1980-01-05,33039.79,0.0,278.75,13.795,5.97,-10.73,269.79,-2.3800000000000003,09217900
1980-01-06,33096.27,8.41,194.28,14.636000000000003,-4.38,-17.2,158.61,-10.79,09217900
1980-01-07,33156.09,10.41,182.4,15.677000000000001,-9.98,-21.3,111.55,-15.64,09217900
1980-01-08,33219.21,7.11,115.49,16.388,-6.68,-13.01,224.48,-9.844999999999999,09217900
1980-01-09,33285.58,13.26,111.73,17.714,-2.95,-9.0,309.4,-5.975,09217900
1980-01-10,33355.17,18.91,255.7,19.604,-4.81,-26.46,70.15,-15.635,09217900
1980-01-11,33427.93,13.67,263.1,20.971000000000004,-3.12,-26.28,71.35,-14.700000000000001,09217900
1980-01-12,33503.79,18.55,192.42,22.826,1.99,-9.18,305.04,-3.5949999999999998,09217900
1980-01-13,33582.72,23.5,65.02,22.679000000000002,0.58,-2.49,508.59,-0.9550000000000001,09217900
1980-01-14,33664.67,15.97,72.22,22.653000000000002,-1.94,-5.38,409.32,-3.66,09217900
1980-01-15,33749.57,0.0,321.19,22.653000000000002,3.48,-13.84,209.85,-5.18,09217900
1980-01-16,33837.38,3.05,273.64,22.958000000000002,0.53,-21.87,106.1,-10.67,09217900
1980-01-17,33928.04,7.01,233.14,23.659000000000002,-2.74,-16.83,163.65,-9.785,09217900
1980-01-18,34021.49,0.0,311.13,23.659000000000002,-3.7,-18.5,142.07,-11.1,09217900
1980-01-19,34117.69,0.0,319.32,23.659000000000002,-11.66,-26.88,67.52,-19.27,09217900
1980-01-20,34216.56,8.81,281.32,24.540000000000003,-0.02,-21.13,113.15,-10.575,09217900
1980-01-21,34318.06,0.0,313.49,24.540000000000003,-0.51,-14.71,195.3,-7.61,09217900
1980-01-22,34422.12,0.0,376.31,24.540000000000003,-3.56,-26.76,68.24,-15.16,09217900
1980-01-23,34528.69,0.0,375.77,24.540000000000003,1.77,-20.68,117.7,-9.455,09217900
1980-01-24,34637.7,10.25,279.16,25.566000000000003,3.26,-14.96,191.33,-5.8500000000000005,09217900
1980-01-25,34749.11,0.0,289.56,25.566000000000003,-7.75,-19.2,133.78,-13.475,09217900
1980-01-26,34862.84,0.0,296.87,25.566000000000003,-11.79,-23.46,92.08,-17.625,09217900
1980-01-27,34978.85,17.81,277.9,27.347000000000005,-4.61,-20.71,117.37,-12.66,09217900
1980-01-28,35097.06,18.96,211.49,29.243000000000002,-5.96,-15.92,176.68,-10.94,09217900
1980-01-29,35217.43,18.92,230.57,31.135000000000005,-5.72,-16.74,164.97,-11.229999999999999,09217900
1980-01-30,35339.89,25.15,317.28,33.65,-2.71,-23.43,92.32,-13.07,09217900
1980-01-31,35464.39,7.15,312.34,34.365,-3.37,-22.75,98.08,-13.06,09217900
1980-02-01,35590.86,0.0,411.76,34.365,3.24,-17.61,153.31,-7.185,09217900
1980-02-02,35719.26,0.0,366.4,34.365,4.73,-10.36,277.87,-2.8149999999999995,09217900
1980-02-03,35849.52,0.0,343.91,34.365,7.11,-6.4,378.62,0.355,09217900
1980-02-04,35981.59,0.0,370.06,34.365,3.02,-11.86,246.41,-4.42,09217900
1980-02-05,36115.4,0.0,430.43,34.365,5.34,-16.11,173.89,-5.385,09217900
1980-02-06,36250.92,0.0,356.76,34.365,3.13,-10.62,272.06,-3.7449999999999997,09217900
1980-02-07,36388.07,0.0,181.68,34.365,-8.01,-13.68,212.53,-10.844999999999999,09217900
1980-02-08,36526.81,0.0,425.83,34.365,-10.56,-29.52,52.76,-20.04,09217900
1980-02-09,36667.09,0.0,442.92,34.365,-1.35,-22.1,103.95,-11.725000000000001,09217900
1980-02-10,36808.85,0.0,449.49,34.365,1.29,-19.83,126.73,-9.27,09217900
1980-02-11,36952.04,0.0,431.5,34.365,2.29,-16.38,170.0,-7.045,09217900
1980-02-12,37096.62,0.0,441.15,34.365,3.37,-16.49,168.43,-6.559999999999999,09217900
1980-02-13,37242.52,0.0,397.8,34.365,4.68,-11.32,257.44,-3.3200000000000003,09217900
1980-02-14,37389.71,13.41,238.48,35.706,4.48,-6.49,376.04,-1.005,09217900
1980-02-15,37538.13,17.49,215.21,37.454,2.86,-6.46,376.83,-1.8,09217900
1980-02-16,37687.73,14.23,267.7,38.878,3.54,-8.56,320.11,-2.5100000000000002,09217900
1980-02-17,37838.48,11.73,349.56,40.051,5.21,-13.63,213.53,-4.210000000000001,09217900
1980-02-18,37990.33,23.96,107.88,40.046,-1.85,-5.88,394.01,-3.865,09217900
1980-02-19,38143.22,6.73,229.2,40.719,0.02,-9.17,305.29,-4.575,09217900
1980-02-20,38297.13,5.33,113.4,41.251000000000005,-3.71,-7.7,342.43,-5.705,09217900
1980-02-21,38452.0,10.91,380.61,42.342000000000006,-1.49,-21.0,114.5,-11.245,09217900
1980-02-22,38607.79,4.6,200.78,42.802,-4.05,-11.2,259.81,-7.625,09217900
1980-02-23,38764.47,0.0,272.93,42.802,-7.26,-14.37,200.82,-10.815,09217900
1980-02-24,38921.99,0.0,521.79,42.802,-2.23,-22.42,101.03,-12.325000000000001,09217900
1980-02-25,39080.31,0.0,556.67,42.802,6.68,-21.11,113.43,-7.215,09217900
1980-02-26,39239.4,0.0,530.26,42.802,7.34,-14.03,206.64,-3.3449999999999998,09217900
1980-02-27,39399.21,0.0,513.83,42.802,12.82,-6.95,362.74,2.935,09217900
1980-02-28,39559.72,0.0,516.96,42.802,7.88,-11.64,250.94,-1.8800000000000003,09217900
1980-02-29,39720.89,0.0,181.07,42.802,-6.12,-10.63,271.97,-8.375,09217900
1980-03-01,39882.67,0.3,556.02,42.832,-1.71,-23.42,92.46,-12.565000000000001,09217900
1980-03-02,40045.04,4.62,415.57,43.294000000000004,1.07,-18.67,139.99,-8.8,09217900
1980-03-03,40207.96,7.68,188.8,44.062000000000005,-0.35,-6.64,371.68,-3.4949999999999997,09217900
1980-03-04,40371.4,6.81,146.29,44.743,-4.64,-9.2,304.53,-6.92,09217900
1980-03-05,40535.33,9.39,442.83,45.682,2.85,-18.99,136.26,-8.069999999999999,09217900
1980-03-06,40699.71,8.37,319.41,46.52,-4.14,-15.16,188.14,-9.65,09217900
1980-03-07,40864.52,0.0,533.02,46.52,-3.95,-20.06,124.22,-12.004999999999999,09217900
1980-03-08,41029.72,0.0,509.88,46.52,-4.8,-19.61,129.22,-12.205,09217900
1980-03-09,41195.28,0.0,571.36,46.52,-4.85,-23.38,92.73,-14.114999999999998,09217900
1980-03-10,41361.17,0.0,600.85,46.52,-0.34,-21.56,108.98,-10.95,09217900
1980-03-11,41527.37,9.66,452.43,47.486000000000004,1.69,-18.17,146.16,-8.24,09217900
1980-03-12,41693.84,6.65,288.43,48.151,-6.99,-16.08,174.35,-11.535,09217900
1980-03-13,41860.55,0.0,640.64,48.151,-0.62,-25.41,77.26,-13.015,09217900
1980-03-14,42027.49,0.0,460.21,48.151,3.46,-8.17,330.14,-2.355,09217900
1980-03-15,42194.61,2.93,376.25,48.444,-0.28,-13.05,223.77,-6.665,09217900
1980-03-16,42361.9,3.7,444.22,48.814,-11.28,-28.24,59.49,-19.759999999999998,09217900
1980-03-17,42529.32,0.0,671.45,48.814,0.52,-28.21,59.63,-13.845,09217900
1980-03-18,42696.85,0.0,613.12,48.814,1.43,-17.82,150.51,-8.195,09217900
1980-03-19,42864.46,0.0,589.91,48.814,-4.0,-21.61,108.53,-12.805,09217900
1980-03-20,43032.13,0.0,643.54,48.814,-0.41,-22.57,99.68,-11.49,09217900
1980-03-21,43199.82,0.0,357.93,48.814,-2.72,-11.52,253.22,-7.12,09217900
1980-03-22,43367.51,0.0,618.6,48.814,-2.99,-22.23,102.75,-12.61,09217900
1980-03-23,43535.17,0.0,661.31,48.814,-2.64,-25.92,73.74,-14.280000000000001,09217900
1980-03-24,43702.78,4.96,525.27,49.31,2.86,-25.42,77.18,-11.280000000000001,09217900
1980-03-25,43870.31,0.0,456.15,49.31,-8.05,-19.94,125.54,-13.995000000000001,09217900
1980-03-26,44037.73,9.66,437.16,50.276,-5.26,-21.65,108.12,-13.454999999999998,09217900
1980-03-27,44205.02,0.0,622.79,50.276,-1.09,-19.81,127.01,-10.45,09217900
1980-03-28,44372.15,0.0,476.72,50.276,-8.09,-19.98,125.05,-14.035,09217900
1980-03-29,44539.08,0.0,617.43,50.276,-4.55,-22.09,104.06,-13.32,09217900
1980-03-30,44705.8,6.54,319.68,50.93000000000001,-6.4,-16.59,166.99,-11.495000000000001,09217900
1980-03-31,44872.27,2.77,403.9,51.20700000000001,-11.75,-25.19,78.83,-18.47,09217900
1980-04-01,45038.47,0.0,617.2,51.20700000000001,-9.29,-25.99,73.28,-17.64,09217900
1980-04-02,45204.36,0.0,673.32,51.20700000000001,-5.91,-26.26,71.5,-16.085,09217900
1980-04-03,45369.92,0.0,688.4,51.20700000000001,-2.33,-24.27,85.63,-13.3,09217900
1980-04-04,45535.12,0.0,557.04,51.20700000000001,-0.27,-14.77,194.38,-7.52,09217900
1980-04-05,45699.93,0.0,374.35,51.163000000000004,3.89,-4.94,423.2,-0.5250000000000001,09217900
1980-04-06,45864.31,0.0,178.29,51.163000000000004,-5.55,-9.17,305.26,-7.359999999999999,09217900
1980-04-07,46028.24,7.28,252.76,51.891,-8.69,-16.03,175.05,-12.36,09217900
