Date,dayl_s,prcp_mm_day,srad_W_m2,swe_cm,tmax_C,tmin_C,vp_Pa,tmean_C,gage_id
1980-01-01,32870.05,0.0,162.57,2.968,0.22,-7.22,355.51,-3.5,10011500
1980-01-02,32912.67,0.0,201.19,2.968,-1.32,-11.08,262.44,-6.2,10011500
1980-01-03,32958.77,0.0,271.35,2.968,0.16,-17.42,155.7,-8.63,10011500
1980-01-04,33008.32,0.0,170.77,2.9190000000000005,3.01,-4.83,426.56,-0.9100000000000001,10011500
1980-01-05,33061.29,5.39,193.52,3.4590000000000005,6.02,-8.07,332.8,-1.0250000000000004,10011500
1980-01-06,33117.64,4.93,184.48,3.951,-1.17,-13.52,215.36,-7.345,10011500
1980-01-07,33177.32,5.93,167.17,4.544,-6.54,-16.82,163.88,-11.68,10011500
1980-01-08,33240.29,7.46,130.4,5.29,-4.18,-11.54,252.9,-7.859999999999999,10011500
1980-01-09,33306.52,15.2,126.1,6.81,-0.91,-7.88,337.7,-4.395,10011500
1980-01-10,33375.94,17.72,230.95,8.581999999999999,-2.41,-20.8,116.48,-11.605,10011500
1980-01-11,33448.53,12.58,237.33,9.840000000000002,-3.48,-22.64,99.04,-13.06,10011500
1980-01-12,33524.22,13.82,182.65,11.222000000000001,2.84,-7.82,339.14,-2.49,10011500
1980-01-13,33602.97,21.19,82.05,11.037,2.5,-1.61,542.99,0.44499999999999995,10011500
1980-01-14,33684.73,18.5,82.71,10.935,0.52,-3.56,469.6,-1.52,10011500
1980-01-15,33769.44,0.0,275.0,10.935,3.48,-9.83,289.89,-3.175,10011500
1980-01-16,33857.05,2.44,235.3,11.179000000000002,2.07,-14.33,201.61,-6.13,10011500
1980-01-17,33947.5,4.7,187.79,11.65,0.18,-10.26,280.15,-5.04,10011500
1980-01-18,34040.75,0.0,245.93,11.65,-1.67,-11.99,243.88,-6.83,10011500
1980-01-19,34136.72,0.0,280.54,11.65,-7.0,-19.57,129.65,-13.285,10011500
1980-01-20,34235.37,7.01,257.06,12.351,0.38,-18.66,140.19,-9.14,10011500
1980-01-21,34336.64,0.0,297.6,12.351,0.09,-13.64,213.33,-6.775,10011500
1980-01-22,34440.47,0.0,342.8,12.351,-1.34,-21.48,109.73,-11.41,10011500
1980-01-23,34546.8,0.0,340.31,12.351,1.49,-17.5,154.66,-8.005,10011500
1980-01-24,34655.57,0.0,332.8,12.351,3.35,-13.74,211.63,-5.195,10011500
1980-01-25,34766.73,0.0,239.44,12.351,-4.85,-13.87,209.26,-9.36,10011500
1980-01-26,34880.21,0.0,290.12,12.351,-7.68,-19.54,129.97,-13.61,10011500
1980-01-27,34995.96,12.84,247.04,13.635,-3.99,-17.99,148.46,-10.989999999999998,10011500
1980-01-28,35113.91,11.06,208.56,14.741,-5.49,-15.67,180.34,-10.58,10011500
1980-01-29,35234.01,16.22,225.01,16.363,-5.66,-16.73,165.09,-11.195,10011500
1980-01-30,35356.21,13.34,300.4,17.698,-2.29,-24.02,87.59,-13.155,10011500
1980-01-31,35480.43,4.77,300.62,18.175,-1.5,-22.6,99.44,-12.05,10011500
1980-02-01,35606.63,0.0,386.59,18.175,3.44,-16.8,164.18,-6.680000000000001,10011500
1980-02-02,35734.75,0.0,356.9,18.175,4.27,-11.34,256.95,-3.535,10011500
1980-02-03,35864.72,0.0,332.25,18.175,6.99,-6.54,374.4,0.2250000000000001,10011500
1980-02-04,35996.5,0.0,329.83,18.175,3.6,-9.35,300.87,-2.875,10011500
1980-02-05,36130.03,0.0,404.46,18.175,5.61,-15.76,178.98,-5.074999999999999,10011500
1980-02-06,36265.25,4.67,244.55,18.642,1.62,-10.49,274.9,-4.4350000000000005,10011500
1980-02-07,36402.11,0.0,193.32,18.642,-4.26,-10.5,274.84,-7.38,10011500
1980-02-08,36540.56,0.0,396.51,18.642,-6.54,-24.32,85.26,-15.43,10011500
1980-02-09,36680.54,0.0,424.49,18.642,-0.89,-22.83,97.44,-11.86,10011500
1980-02-10,36821.99,0.0,431.67,18.642,2.07,-20.96,114.87,-9.445,10011500
1980-02-11,36964.88,0.0,418.26,18.642,2.95,-17.08,160.28,-7.0649999999999995,10011500
1980-02-12,37109.15,0.0,422.09,18.642,3.24,-17.37,156.41,-7.065,10011500
1980-02-13,37254.74,0.0,364.69,18.642,3.69,-11.28,258.09,-3.795,10011500
1980-02-14,37401.62,10.17,215.81,19.659000000000002,3.65,-6.51,375.27,-1.43,10011500
1980-02-15,37549.72,8.72,185.49,19.597,3.76,-4.52,436.69,-0.3799999999999999,10011500
1980-02-16,37699.02,6.16,235.49,20.213,4.7,-6.2,384.33,-0.75,10011500
1980-02-17,37849.45,8.31,266.36,21.045,4.62,-8.06,333.08,-1.7200000000000002,10011500
